	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気
199102010708	芝	右	2000	晴	良	14:25	八甲田山特別 		1991-8-24	1	函館	7	4歳以上500万下	(別定)	1	810	4	1	140	3	8	110	2	1-8	860	4																							13.0 - 11.2 - 12.3 - 12.2 - 12.1 - 12.3 - 12.0 - 12.3 - 12.0 - 12.2	13.0 - 24.2 - 36.5 - 48.7 - 60.8 - 73.1 - 85.1 - 97.4 - 109.4 - 121.6 (13.0-13.0)	6.0	110.0	1.0			
199102010709	芝	右	1200	晴	良	15:00	下北半島特別 		1991-8-24	1	函館	7	4歳以上500万下	(混)(別定)	8	200	1	8	120	1	1	330	7	1-7	1750	8																							12.0 - 10.7 - 10.9 - 11.8 - 12.0 - 12.3	12.0 - 22.7 - 33.6 - 45.4 - 57.4 - 69.7 (12.0-12.0)	4.0	170.0	3.0			
199102010710	芝	右	2000	晴	良	15:35	函館日刊スポーツ杯 		1991-8-24	1	函館	7	4歳以上900万下	(ハンデ)	5	150	1	5	110	1	2	420	9	2-5	1370	5																							12.9 - 10.9 - 12.4 - 12.2 - 12.0 - 11.9 - 11.9 - 12.5 - 12.0 - 12.4	12.9 - 23.8 - 36.2 - 48.4 - 60.4 - 72.3 - 84.2 - 96.7 - 108.7 - 121.1 (12.9-12.9)	1.0	820.0	10.0			
199102010801	ダ	右	1000	晴	良	10:45	4歳未勝利		1991-8-25	1	函館	8	4歳未勝利	(馬齢)	6	360	2	6	140	2	3	100	1	3-6	290	1																							12.8 - 11.0 - 12.6 - 12.4 - 12.8	12.8 - 23.8 - 36.4 - 48.8 - 61.6 (12.8-12.8)	4.0	190.0	6.0			
199102010802	芝	右	1200	晴	良	11:15	4歳未勝利		1991-8-25	1	函館	8	4歳未勝利	(馬齢)	5	560	3	5	140	3	3	100	1	3-5	460	2																							12.6 - 10.6 - 11.1 - 12.0 - 12.2 - 12.7	12.6 - 23.2 - 34.3 - 46.3 - 58.5 - 71.2 (12.6-12.6)	9.0	110.0	2.0			
199102010803	芝	右	1000	晴	良	11:45	3歳新馬		1991-8-25	1	函館	8	3歳新馬	(馬齢)	6	590	3	6	190	3	1	310	4	1-6	3350	11																							12.5 - 11.1 - 11.5 - 11.9 - 12.1	12.5 - 23.6 - 35.1 - 47.0 - 59.1 (12.5-12.5)	7.0	330.0	5.0			
199102010804	芝	右	2000	晴	良	12:45	4歳未勝利		1991-8-25	1	函館	8	4歳未勝利	(馬齢)	2	340	2	2	140	3	7	160	4	2-7	1100	5																							12.8 - 11.0 - 12.2 - 11.9 - 12.1 - 12.5 - 12.6 - 12.5 - 13.0 - 13.0	12.8 - 23.8 - 36.0 - 47.9 - 60.0 - 72.5 - 85.1 - 97.6 - 110.6 - 123.6 (12.8-12.8)	1.0	130.0	2.0			
199102010805	ダ	右	1700	晴	良	13:15	4歳以上500万下		1991-8-25	1	函館	8	4歳以上500万下	(父)(別定)	6	320	1	6	150	1	3	260	4	3-5	1380	5																							7.4 - 11.0 - 11.8 - 12.4 - 12.9 - 12.6 - 13.3 - 13.9 - 13.9	7.4 - 18.4 - 30.2 - 42.6 - 55.5 - 68.1 - 81.4 - 95.3 - 109.2 (7.4-7.4)	7.0	440.0	7.0			
199102010806	芝	右	1000	晴	良	13:50	4歳以上500万下		1991-8-25	1	函館	8	4歳以上500万下	牝(別定)	6	120	1	6	100	1	1	350	8	1-6	1510	6																							12.2 - 10.6 - 11.7 - 12.0 - 12.2	12.2 - 22.8 - 34.5 - 46.5 - 58.7 (12.2-12.2)	2.0	150.0	3.0			
199102010807	芝	右	1800	晴	良	14:25	かもめ島特別 		1991-8-25	1	函館	8	4歳以上900万下	(混)(別定)	5	460	2	5	130	3	3	100	1	3-5	480	2																							13.1 - 11.7 - 12.5 - 12.2 - 12.3 - 11.8 - 12.2 - 12.0 - 12.2	13.1 - 24.8 - 37.3 - 49.5 - 61.8 - 73.6 - 85.8 - 97.8 - 110.0 (13.1-13.1)	6.0	120.0	2.0			
199102010808	芝	右	1200	晴	良	15:00	クローバー賞 		1991-8-25	1	函館	8	3歳オープン	(混)(別定)	7	600	4	7	160	4	2	110	1	2-7	790	3																							12.3 - 10.7 - 11.0 - 11.6 - 11.9 - 12.8	12.3 - 23.0 - 34.0 - 45.6 - 57.5 - 70.3 (12.3-12.3)	5.0	130.0	3.0			
199102010809	ダ	右	1700	晴	良	15:35	シーサイドステークス 		1991-8-25	1	函館	8	4歳以上オープン	(混)(ハンデ)	3	220	1	3	120	1	9	150	3	3-7	490	2																							7.3 - 10.7 - 11.7 - 12.3 - 12.5 - 12.3 - 12.5 - 12.9 - 12.6	7.3 - 18.0 - 29.7 - 42.0 - 54.5 - 66.8 - 79.3 - 92.2 - 104.8 (7.3-7.3)	6.0	250.0	4.0			
199102020101	芝	右	1800	雨	不良	10:45	4歳以上オープン		1991-8-31	2	函館	1	4歳以上オープン	[抽](別定)	2	410	2	2	130	2	8	250	5	2-8	1110	5																							12.4 - 11.8 - 11.6 - 12.3 - 12.5 - 13.0 - 13.4 - 14.0 - 12.6	12.4 - 24.2 - 35.8 - 48.1 - 60.6 - 73.6 - 87.0 - 101.0 - 113.6 (12.4-12.4)	3.0	100.0	1.0	2-8	2170.0	9.0
199102020102	芝	右	1000	雨	不良	11:15	3歳未勝利		1991-8-31	2	函館	1	3歳未勝利	(混)(馬齢)	1	260	2	1	120	2	6	110	1	1-6	310	1																							12.7 - 11.3 - 12.2 - 12.8 - 11.8	12.7 - 24.0 - 36.2 - 49.0 - 60.8 (12.7-12.7)	8.0	510.0	7.0			
199102020103	芝	右	1200	雨	不良	11:45	3歳新馬		1991-8-31	2	函館	1	3歳新馬	(馬齢)	1	470	3	1	190	5	8	170	4	1-8	1270	7																							12.6 - 11.4 - 11.8 - 12.3 - 12.8 - 12.6	12.6 - 24.0 - 35.8 - 48.1 - 60.9 - 73.5 (12.6-12.6)	3.0	170.0	3.0			
199102020104	芝	右	1200	雨	不良	12:45	3歳新馬		1991-8-31	2	函館	1	3歳新馬	(馬齢)	3	400	3	3	140	2	1	160	4	1-3	780	5																							12.5 - 10.7 - 11.6 - 12.8 - 13.4 - 13.4	12.5 - 23.2 - 34.8 - 47.6 - 61.0 - 74.4 (12.5-12.5)	2.0	330.0	6.0	1-3	750.0	2.0
199102020105	芝	右	1000	雨	不良	13:15	4歳未勝利		1991-8-31	2	函館	1	4歳未勝利	(混)(馬齢)	9	530	3	9	150	3	6	140	2	5-7	850	4																							12.4 - 11.0 - 12.1 - 12.3 - 11.8	12.4 - 23.4 - 35.5 - 47.8 - 59.6 (12.4-12.4)	3.0	110.0	1.0	6-9	1360.0	5.0
199102020106	芝	右	2000	小雨	不良	13:50	4歳未勝利		1991-8-31	2	函館	1	4歳未勝利	牝(馬齢)	1	330	2	1	110	2	2	240	6	1-2	1880	7																							12.9 - 11.3 - 12.9 - 12.0 - 12.6 - 12.5 - 12.8 - 13.0 - 13.5 - 12.6	12.9 - 24.2 - 37.1 - 49.1 - 61.7 - 74.2 - 87.0 - 100.0 - 113.5 - 126.1 (12.9-12.9)	7.0	110.0	1.0			
199102020107	芝	右	1800	小雨	不良	14:25	渡島特別 		1991-8-31	2	函館	1	4歳以上500万下	(別定)	1	530	2	1	200	2	8	300	5	1-7	2940	13																							12.3 - 12.1 - 11.7 - 12.6 - 12.2 - 12.7 - 13.1 - 13.8 - 12.5	12.3 - 24.4 - 36.1 - 48.7 - 60.9 - 73.6 - 86.7 - 100.5 - 113.0 (12.3-12.3)	11.0	230.0	3.0	1-8	3020.0	13.0
199102020108	芝	右	1800	小雨	不良	15:00	仁山特別 		1991-8-31	2	函館	1	4歳以上500万下	(混)(別定)	4	1390	7	4	300	6	2	430	7	2-4	6080	21																							12.5 - 12.3 - 11.2 - 12.3 - 12.2 - 12.6 - 13.1 - 13.4 - 12.9	12.5 - 24.8 - 36.0 - 48.3 - 60.5 - 73.1 - 86.2 - 99.6 - 112.5 (12.5-12.5)	1.0	1,040	8.0			
199102020109	芝	右	1200	曇	不良	15:35	臥牛山特別 		1991-8-31	2	函館	1	4歳以上900万下	(混)(別定)	13	800	3	13	370	5	8	790	10	5-8	3190	9																							12.1 - 10.8 - 11.6 - 12.1 - 12.7 - 12.7	12.1 - 22.9 - 34.5 - 46.6 - 59.3 - 72.0 (12.1-12.1)	6.0	370	6.0	8-13	15740.0	43.0
199102020110	芝	右	1000	曇	不良	16:10	4歳以上500万下		1991-8-31	2	函館	1	4歳以上500万下	牝(別定)	9	140	1	9	120	1	1	340	7	1-8	1200	6																							12.3 - 11.0 - 11.9 - 12.8 - 12.2	12.3 - 23.3 - 35.2 - 48.0 - 60.2 (12.3-12.3)	6.0	240	6.0	1-9	1370.0	6.0
199102020201	芝	右	1700	晴	不良	10:45	3歳未勝利		1991-9-1	2	函館	2	3歳未勝利	(馬齢)	1	540	3	1	270	3	6	700	5	1-6	2870	11																							6.6 - 11.7 - 11.9 - 12.6 - 12.6 - 12.7 - 13.5 - 13.9 - 12.7	6.6 - 18.3 - 30.2 - 42.8 - 55.4 - 68.1 - 81.6 - 95.5 - 108.2 (6.6-6.6)						
199102020202	ダ	右	1700	晴	重	11:15	4歳未勝利		1991-9-1	2	函館	2	4歳未勝利	(馬齢)	4	1050	6	4	300	6	8	180	3	4-8	1200	6																							7.1 - 11.0 - 12.0 - 12.9 - 13.5 - 13.1 - 13.8 - 14.1 - 12.7	7.1 - 18.1 - 30.1 - 43.0 - 56.5 - 69.6 - 83.4 - 97.5 - 110.2 (7.1-7.1)	5.0	160	2.0	4-8	1770.0	11.0
199102020203	芝	右	1800	晴	不良	11:45	4歳未勝利		1991-9-1	2	函館	2	4歳未勝利	(馬齢)	5	420	2	5	130	2	7	110	1	5-7	520	2																							12.1 - 11.9 - 12.1 - 12.4 - 12.2 - 12.6 - 12.9 - 13.9 - 12.4	12.1 - 24.0 - 36.1 - 48.5 - 60.7 - 73.3 - 86.2 - 100.1 - 112.5 (12.1-12.1)	3.0	130	3.0			
199102020204	芝	右	1000	晴	重	12:45	3歳新馬		1991-9-1	2	函館	2	3歳新馬	(混)(馬齢)	5	390	2	5	120	2	12	100	1	5-8	290	1																							12.8 - 11.4 - 12.3 - 13.0 - 11.9	12.8 - 24.2 - 36.5 - 49.5 - 61.4 (12.8-12.8)	7.0	180	4.0	5-12	370.0	1.0
199102020205	芝	右	1800	晴	重	13:15	4歳未勝利		1991-9-1	2	函館	2	4歳未勝利	(馬齢)	1	220	1	1	140	1	3	680	7	1-3	5590	15																							12.0 - 11.7 - 12.2 - 13.4 - 12.6 - 12.7 - 12.6 - 13.5 - 12.7	12.0 - 23.7 - 35.9 - 49.3 - 61.9 - 74.6 - 87.2 - 100.7 - 113.4 (12.0-12.0)	2.0	310	5.0			
199102020206	ダ	右	1000	晴	稍重	13:50	4歳以上500万下		1991-9-1	2	函館	2	4歳以上500万下	(別定)	5	350	2	5	150	2	7	120	1	5-7	540	2																							12.7 - 11.0 - 11.9 - 12.6 - 12.9	12.7 - 23.7 - 35.6 - 48.2 - 61.1 (12.7-12.7)						
199102020207	芝	右	2000	晴	重	14:25	竜飛崎特別 		1991-9-1	2	函館	2	4歳以上500万下	(別定)	4	360	2	4	140	2	3	130	1	3-4	560	1																							12.7 - 10.8 - 12.4 - 12.3 - 12.6 - 12.1 - 12.7 - 12.9 - 13.4 - 12.4	12.7 - 23.5 - 35.9 - 48.2 - 60.8 - 72.9 - 85.6 - 98.5 - 111.9 - 124.3 (12.7-12.7)	2.0	230	6.0			
199102020208	芝	右	1800	晴	重	15:00	北海ハンデキャップ 		1991-9-1	2	函館	2	4歳以上900万下	(ハンデ)	8	1110	7	8	380	8	4	170	1	3-5	1430	5																							11.7 - 11.5 - 11.7 - 12.1 - 12.4 - 12.9 - 13.3 - 13.6 - 11.8	11.7 - 23.2 - 34.9 - 47.0 - 59.4 - 72.3 - 85.6 - 99.2 - 111.0 (11.7-11.7)	12.0	490	10.0	4-8	2730.0	10.0
199102020301	ダ	右	1700	晴	不良	10:40	4歳以上700万下		1991-9-7	2	函館	3	4歳以上700万下	[抽](別定)	4	280	2	4	110	2	5	100	1	4-5	210	1																							7.2 - 11.4 - 12.2 - 12.5 - 13.1 - 13.0 - 13.7 - 13.5 - 12.8	7.2 - 18.6 - 30.8 - 43.3 - 56.4 - 69.4 - 83.1 - 96.6 - 109.4 (7.2-7.2)						
199102020302	芝	右	1200	晴	不良	11:10	3歳未勝利		1991-9-7	2	函館	3	3歳未勝利	(馬齢)	3	820	6	3	270	6	10	250	4	3-8	3270	17																							12.6 - 11.1 - 11.8 - 12.7 - 12.6 - 12.4	12.6 - 23.7 - 35.5 - 48.2 - 60.8 - 73.2 (12.6-12.6)	2.0	490	9.0	3-10	2760.0	15.0
199102020303	ダ	右	1000	晴	不良	11:40	4歳未勝利		1991-9-7	2	函館	3	4歳未勝利	(馬齢)	5	450	3	5	120	3	2	120	2	2-5	1210	4																							12.8 - 11.2 - 12.1 - 12.4 - 12.4	12.8 - 24.0 - 36.1 - 48.5 - 60.9 (12.8-12.8)	6.0	100	1.0			
199102020304	芝	右	1000	晴	不良	12:40	3歳新馬		1991-9-7	2	函館	3	3歳新馬	牝(馬齢)	2	130	1	2	110	1	10	280	5	2-8	580	2																							12.6 - 11.3 - 12.4 - 12.3 - 11.8	12.6 - 23.9 - 36.3 - 48.6 - 60.4 (12.6-12.6)	8.0	480	8.0	2-10	960.0	3.0
199102020305	ダ	右	1000	晴	不良	13:10	4歳未勝利		1991-9-7	2	函館	3	4歳未勝利	(馬齢)	2	280	1	2	140	2	9	200	3	2-8	720	3																							12.8 - 11.0 - 12.0 - 12.3 - 12.8	12.8 - 23.8 - 35.8 - 48.1 - 60.9 (12.8-12.8)	8.0	220	6.0	2-9	1270.0	7.0
199102020306	芝	右	2000	晴	不良	13:45	4歳未勝利		1991-9-7	2	函館	3	4歳未勝利	(混)(馬齢)	5	280	1	5	110	2	7	110	1	5-7	510	1																							12.8 - 10.8 - 12.2 - 12.1 - 12.8 - 12.8 - 13.0 - 13.2 - 13.3 - 12.2	12.8 - 23.6 - 35.8 - 47.9 - 60.7 - 73.5 - 86.5 - 99.7 - 113.0 - 125.2 (12.8-12.8)	1.0	120	3.0			
199102020307	芝	右	1800	晴	不良	14:20	横津岳特別 		1991-9-7	2	函館	3	4歳以上500万下	(別定)	2	140	1	2	110	1	7	340	7	2-7	1270	6																							12.4 - 12.3 - 12.0 - 12.5 - 12.3 - 12.5 - 12.7 - 13.3 - 12.0	12.4 - 24.7 - 36.7 - 49.2 - 61.5 - 74.0 - 86.7 - 100.0 - 112.0 (12.4-12.4)	4.0	250	6.0	2-7	1200.0	5.0
199102020308	芝	右	1200	晴	不良	14:55	湯浜特別 		1991-9-7	2	函館	3	4歳以上500万下	(混)(別定)	4	350	2	4	150	1	7	160	3	3-5	800	2																							12.5 - 11.1 - 11.9 - 12.4 - 13.0 - 12.1	12.5 - 23.6 - 35.5 - 47.9 - 60.9 - 73.0 (12.5-12.5)	9.0	720	11.0	4-7	1270.0	3.0
199102020309	芝	右	1800	晴	不良	15:35	八雲特別 		1991-9-7	2	函館	3	4歳以上900万下	牝(別定)	3	530	3	3	180	3	2	160	2	2-3	1230	5																							12.5 - 12.5 - 12.5 - 12.8 - 12.5 - 12.5 - 12.3 - 12.8 - 12.1	12.5 - 25.0 - 37.5 - 50.3 - 62.8 - 75.3 - 87.6 - 100.4 - 112.5 (12.5-12.5)	5.0	190	4.0			
199102020401	ダ	右	1700	晴	稍重	10:40	4歳未勝利		1991-9-8	2	函館	4	4歳未勝利	(馬齢)	3	290	2	3	170	2	8	350	5	3-7	490	1																							7.0 - 11.6 - 12.3 - 12.6 - 12.8 - 12.3 - 13.0 - 13.4 - 13.7	7.0 - 18.6 - 30.9 - 43.5 - 56.3 - 68.6 - 81.6 - 95.0 - 108.7 (7.0-7.0)	2.0	470	9.0	3-8	4050.0	16.0
199102020402	芝	右	1200	晴	重	11:10	4歳未勝利		1991-9-8	2	函館	4	4歳未勝利	(馬齢)	1	390	2	1	140	2	8	270	6	1-7	1520	7																							12.6 - 10.8 - 11.7 - 12.1 - 12.6 - 12.7	12.6 - 23.4 - 35.1 - 47.2 - 59.8 - 72.5 (12.6-12.6)	3.0	120	1.0	1-8	2700.0	11.0
199102020403	芝	右	1200	晴	重	11:40	4歳未勝利		1991-9-8	2	函館	4	4歳未勝利	(馬齢)	11	950	4	11	220	5	1	200	4	1-8	3070	12																							12.3 - 10.7 - 11.4 - 12.0 - 12.4 - 11.8	12.3 - 23.0 - 34.4 - 46.4 - 58.8 - 70.6 (12.3-12.3)	8.0	120	1.0	1-11	3220.0	13.0
199102020404	芝	右	1700	晴	稍重	12:40	3歳新馬		1991-9-8	2	函館	4	3歳新馬	(混)(馬齢)	6	200	1	6	120	1	3	190	3	3-6	730	3																							6.7 - 12.4 - 12.0 - 12.7 - 12.3 - 12.3 - 12.7 - 13.3 - 13.0	6.7 - 19.1 - 31.1 - 43.8 - 56.1 - 68.4 - 81.1 - 94.4 - 107.4 (6.7-6.7)	7.0	280	6.0	3-6	770.0	2.0
199102020405	芝	右	1800	晴	稍重	13:10	4歳未勝利		1991-9-8	2	函館	4	4歳未勝利	(馬齢)	1	1150	4	1	240	4	8	120	1	1-7	1150	4																							12.7 - 12.3 - 11.9 - 12.6 - 12.4 - 12.2 - 12.9 - 13.2 - 12.6	12.7 - 25.0 - 36.9 - 49.5 - 61.9 - 74.1 - 87.0 - 100.2 - 112.8 (12.7-12.7)	4.0	410	7.0	1-8	1480.0	5.0
199102020406	ダ	右	1000	晴	良	13:45	4歳以上500万下		1991-9-8	2	函館	4	4歳以上500万下	(別定)	6	540	4	6	180	4	10	400	7	6-8	850	4																							12.4 - 10.7 - 12.0 - 13.1 - 13.1	12.4 - 23.1 - 35.1 - 48.2 - 61.3 (12.4-12.4)	4.0	160	2.0	6-10	3630.0	18.0
199102020407	芝	右	2000	晴	稍重	14:20	木古内特別 		1991-9-8	2	函館	4	4歳以上500万下	(別定)	4	510	4	4	270	4	3	220	3	3-4	1190	6																							13.2 - 12.0 - 12.8 - 12.1 - 12.3 - 11.8 - 12.2 - 12.7 - 13.1 - 12.4	13.2 - 25.2 - 38.0 - 50.1 - 62.4 - 74.2 - 86.4 - 99.1 - 112.2 - 124.6 (13.2-13.2)						
199102020408	芝	右	2500	晴	稍重	14:55	みなみ北海道S 		1991-9-8	2	函館	4	4歳以上900万下	(混)(ハンデ)	7	310	1	7	150	1	10	180	4	7-8	770	2																							7.2 - 11.3 - 11.7 - 12.8 - 11.5 - 13.0 - 12.5 - 12.9 - 12.4 - 12.7 - 13.5 - 13.9 - 12.4	7.2 - 18.5 - 30.2 - 43.0 - 54.5 - 67.5 - 80.0 - 92.9 - 105.3 - 118.0 - 131.5 - 145.4 - 157.8 (7.2-7.2)	4.0	440	8.0	7-10	1070.0	3.0
199102020409	芝	右	1800	晴	稍重	15:35	UHB杯 		1991-9-8	2	函館	4	4歳以上オープン	(混)(別定)	3	580	3	3	280	5	4	370	6	3-3	4140	24																							12.0 - 11.9 - 11.3 - 12.0 - 11.7 - 12.4 - 12.6 - 13.3 - 12.4	12.0 - 23.9 - 35.2 - 47.2 - 58.9 - 71.3 - 83.9 - 97.2 - 109.6 (12.0-12.0)	14.0	470	8.0	3-4	3700.0	20.0
199102020501	芝	右	1200	曇	良	11:10	3歳未勝利		1991-9-14	2	函館	5	3歳未勝利	(混)(馬齢)	8	460	2	8	120	2	3	100	1	3-7	220	1																							12.5 - 10.7 - 11.5 - 12.2 - 12.7 - 12.2	12.5 - 23.2 - 34.7 - 46.9 - 59.6 - 71.8 (12.5-12.5)	6.0	180	4.0	3-8	380.0	1.0
199102020502	ダ	右	1000	曇	良	11:40	4歳未勝利		1991-9-14	2	函館	5	4歳未勝利	牝(馬齢)	4	180	1	4	100	1	5	110	2	4-5	260	1																							12.5 - 11.3 - 12.1 - 12.8 - 12.9	12.5 - 23.8 - 35.9 - 48.7 - 61.6 (12.5-12.5)	7.0	270	6.0	4-5	320.0	1.0
199102020503	芝	右	1000	曇	良	12:40	4歳未勝利		1991-9-14	2	函館	5	4歳未勝利	(馬齢)	9	160	1	9	110	1	5	120	2	5-7	200	1																							12.5 - 10.8 - 11.2 - 12.1 - 11.9	12.5 - 23.3 - 34.5 - 46.6 - 58.5 (12.5-12.5)	4.0	350	7.0	5-9	230.0	1.0
199102020504	芝	右	2000	曇	良	13:10	4歳未勝利		1991-9-14	2	函館	5	4歳未勝利	(馬齢)	1	190	1	1	120	1	7	210	5	1-7	730	4																							13.3 - 11.5 - 13.2 - 12.6 - 12.6 - 12.1 - 12.1 - 12.1 - 12.6 - 11.7	13.3 - 24.8 - 38.0 - 50.6 - 63.2 - 75.3 - 87.4 - 99.5 - 112.1 - 123.8 (13.3-13.3)	2.0	480	8.0			
199102020505	ダ	右	1000	曇	良	13:45	4歳以上500万下		1991-9-14	2	函館	5	4歳以上500万下	(別定)	1	460	3	1	220	3	3	170	2	1-3	770	3																							12.5 - 10.9 - 12.0 - 12.7 - 12.6	12.5 - 23.4 - 35.4 - 48.1 - 60.7 (12.5-12.5)	4.0	350	8.0	1-3	770.0	2.0
199102020506	芝	右	2000	曇	良	14:20	檜山特別 		1991-9-14	2	函館	5	4歳以上500万下	牝(別定)	7	1100	7	7	290	7	4	170	2	4-7	2910	21																							13.0 - 10.6 - 12.0 - 11.9 - 12.0 - 11.8 - 12.1 - 12.7 - 12.9 - 12.2	13.0 - 23.6 - 35.6 - 47.5 - 59.5 - 71.3 - 83.4 - 96.1 - 109.0 - 121.2 (13.0-13.0)	9.0	350	8.0	4-7	3460.0	27.0
199102020507	ダ	右	1700	曇	良	14:55	長万部特別 		1991-9-14	2	函館	5	4歳以上900万下	(混)(別定)	7	650	2	7	210	3	5	110	1	5-6	280	1																							7.2 - 10.9 - 12.0 - 12.4 - 12.4 - 12.8 - 13.2 - 13.4 - 13.5	7.2 - 18.1 - 30.1 - 42.5 - 54.9 - 67.7 - 80.9 - 94.3 - 107.8 (7.2-7.2)	10.0	800	11.0	5-7	590.0	1.0
199102020508	芝	右	1800	曇	良	15:35	HTB杯 		1991-9-14	2	函館	5	4歳以上900万下	(別定)	7	760	5	7	420	5	2	260	4	2-7	2440	10																							12.4 - 11.6 - 11.2 - 11.8 - 11.6 - 12.3 - 12.5 - 12.5 - 12.3	12.4 - 24.0 - 35.2 - 47.0 - 58.6 - 70.9 - 83.4 - 95.9 - 108.2 (12.4-12.4)						
199102020601	芝	右	1000	晴	重	11:10	3歳未勝利		1991-9-15	2	函館	6	3歳未勝利	牝(馬齢)	2	550	2	2	200	2	6	270	3	2-6	2150	7																							12.5 - 11.4 - 12.1 - 12.5 - 12.0	12.5 - 23.9 - 36.0 - 48.5 - 60.5 (12.5-12.5)						
199102020602	芝	右	1000	晴	重	11:40	3歳新馬		1991-9-15	2	函館	6	3歳新馬	(馬齢)	7	250	1	7	130	1	5	140	2	5-7	390	1																							12.7 - 11.7 - 11.7 - 12.4 - 12.1	12.7 - 24.4 - 36.1 - 48.5 - 60.6 (12.7-12.7)						
199102020603	ダ	右	1700	晴	稍重	12:40	4歳未勝利		1991-9-15	2	函館	6	4歳未勝利	(馬齢)	1	270	2	1	130	2	2	440	6	1-2	2460	8																							7.0 - 11.4 - 12.1 - 12.7 - 13.1 - 13.3 - 13.8 - 13.9 - 13.2	7.0 - 18.4 - 30.5 - 43.2 - 56.3 - 69.6 - 83.4 - 97.3 - 110.5 (7.0-7.0)	9.0	170	3.0	1-2	2480.0	9.0
199102020604	芝	右	1800	晴	重	13:10	4歳未勝利		1991-9-15	2	函館	6	4歳未勝利	(混)(馬齢)	2	130	1	2	140	1	3	340	4	2-3	660	3																							12.3 - 11.5 - 11.3 - 12.4 - 12.4 - 13.2 - 13.1 - 13.1 - 12.5	12.3 - 23.8 - 35.1 - 47.5 - 59.9 - 73.1 - 86.2 - 99.3 - 111.8 (12.3-12.3)						
199102020605	ダ	右	1700	晴	良	13:45	恵山特別 		1991-9-15	2	函館	6	4歳以上500万下	(混)(別定)	3	200	1	3	130	2	6	120	1	3-6	250	1																							7.0 - 11.0 - 12.0 - 12.5 - 13.0 - 12.7 - 12.9 - 13.3 - 12.5	7.0 - 18.0 - 30.0 - 42.5 - 55.5 - 68.2 - 81.1 - 94.4 - 106.9 (7.0-7.0)						
199102020606	芝	右	1000	晴	稍重	14:20	4歳以上500万下		1991-9-15	2	函館	6	4歳以上500万下	(別定)	3	1200	6	3	400	7	4	220	3	3-4	4700	16																							12.5 - 11.1 - 11.9 - 12.1 - 11.3	12.5 - 23.6 - 35.5 - 47.6 - 58.9 (12.5-12.5)	5.0	350	6.0	3-4	8180.0	27.0
199102020607	芝	右	2000	晴	稍重	14:55	タマツバキ記念	G	1991-9-15	2	函館	6	4歳以上オープン	[抽](別定)	12	1180	6	12	350	6	11	580	9	7-7	6900	19																							12.4 - 10.5 - 11.8 - 12.0 - 12.7 - 12.9 - 13.1 - 13.3 - 13.2 - 12.6	12.4 - 22.9 - 34.7 - 46.7 - 59.4 - 72.3 - 85.4 - 98.7 - 111.9 - 124.5 (12.4-12.4)	7.0	530	8.0	11-12	6630.0	26.0
199102020608	芝	右	1200	晴	稍重	15:35	道新スポーツ杯 		1991-9-15	2	函館	6	4歳以上900万下	(ハンデ)	4	1460	8	4	350	7	3	240	5	3-4	5850	23																							12.4 - 10.5 - 11.4 - 12.6 - 12.6 - 11.7	12.4 - 22.9 - 34.3 - 46.9 - 59.5 - 71.2 (12.4-12.4)	8.0	350	8.0	3-4	5860.0	26.0
199102020609	芝	右	2000	晴	稍重	16:10	4歳以上500万下		1991-9-15	2	函館	6	4歳以上500万下	(別定)	3	390	2	3	150	2	1	100	1	1-3	300	1																							12.5 - 10.4 - 12.0 - 11.8 - 12.7 - 12.0 - 12.7 - 13.2 - 13.0 - 12.5	12.5 - 22.9 - 34.9 - 46.7 - 59.4 - 71.4 - 84.1 - 97.3 - 110.3 - 122.8 (12.5-12.5)	6.0	500	8.0			
199102020701	芝	右	1200	曇	稍重	10:40	3歳新馬		1991-9-21	2	函館	7	3歳新馬	(混)(馬齢)	1	140	1	1	110	1	4	200	3	1-4	550	2																							12.5 - 10.8 - 11.2 - 12.1 - 12.7 - 13.0	12.5 - 23.3 - 34.5 - 46.6 - 59.3 - 72.3 (12.5-12.5)						
199102020702	ダ	右	1000	曇	稍重	11:10	4歳未勝利		1991-9-21	2	函館	7	4歳未勝利	(馬齢)	8	160	1	8	100	1	5	140	3	5-8	640	2																							12.4 - 10.9 - 11.9 - 12.8 - 13.6	12.4 - 23.3 - 35.2 - 48.0 - 61.6 (12.4-12.4)	3.0	110	2.0			
