	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気
199109010710	ダ	右	1800	晴	良	15:00	サンタクロースハンデ 		1991-12-21	1	阪神	7	4歳以上1500万下	(混)(ハンデ)	3	460	2	3	180	1	7	1,890	16	2-4	4620	19																							12.9 - 11.5 - 12.8 - 12.6 - 12.5 - 13.1 - 13.0 - 12.8 - 12.8	12.9 - 24.4 - 37.2 - 49.8 - 62.3 - 75.4 - 88.4 - 101.2 - 114.0 (12.9-12.9)	14.0	1,110	14.0	3-7	30860.0	78.0
199109010711	芝	右	2000	晴	良	15:40	ラジオたんぱ杯3歳S	G3	1991-12-21	1	阪神	7	3歳オープン	牡・せん(馬齢)	7	200	1	7	110	1	12	130	2	6-8	280	1																							12.8 - 11.7 - 13.1 - 13.4 - 13.3 - 13.0 - 12.2 - 12.2 - 11.7 - 12.5	12.8 - 24.5 - 37.6 - 51.0 - 64.3 - 77.3 - 89.5 - 101.7 - 113.4 - 125.9 (12.8-12.8)	9.0	950	11.0	7-12	360.0	1.0
199109010712	ダ	右	1200	晴	良	16:15	4歳以上900万下		1991-12-21	1	阪神	7	4歳以上900万下	(別定)	13	1410	5	13	290	5	12	170	2	6-7	1870	7																							12.7 - 11.1 - 11.7 - 12.0 - 12.5 - 12.8	12.7 - 23.8 - 35.5 - 47.5 - 60.0 - 72.8 (12.7-12.7)	7.0	130	1.0	12-13	2520.0	9.0
199109010801	ダ	右	1800	曇	良	10:00	3歳未勝利		1991-12-22	1	阪神	8	3歳未勝利	(馬齢)	8	120	1	8	110	1	11	130	2	7-8	200	1																							13.0 - 12.0 - 13.9 - 13.7 - 13.2 - 13.2 - 12.5 - 13.6 - 13.4	13.0 - 25.0 - 38.9 - 52.6 - 65.8 - 79.0 - 91.5 - 105.1 - 118.5 (13.0-13.0)	1.0	210	4.0	8-11	330.0	1.0
199109010802	芝	右	1200	曇	良	10:25	3歳未勝利		1991-12-22	1	阪神	8	3歳未勝利	牝(馬齢)	12	670	3	12	180	3	13	370	7	6-7	860	3																							12.6 - 11.1 - 11.4 - 12.3 - 12.2 - 13.0	12.6 - 23.7 - 35.1 - 47.4 - 59.6 - 72.6 (12.6-12.6)	14.0	180	2.0	12-13	4500.0	17.0
199109010803	芝	右	2000	曇	良	10:50	3歳新馬		1991-12-22	1	阪神	8	3歳新馬	(混)(馬齢)	13	410	2	13	170	1	14	1,840	14	7-7	14490	25																							12.9 - 11.3 - 12.4 - 12.8 - 12.5 - 12.6 - 12.4 - 12.9 - 12.8 - 13.6	12.9 - 24.2 - 36.6 - 49.4 - 61.9 - 74.5 - 86.9 - 99.8 - 112.6 - 126.2 (12.9-12.9)	3.0	420	7.0	13-14	16070.0	39.0
199109010804	ダ	右	1200	曇	良	11:15	4歳以上500万下		1991-12-22	1	阪神	8	4歳以上500万下	(混)(別定)	10	290	1	10	150	1	1	520	7	1-5	2180	11																							13.2 - 10.8 - 11.8 - 12.3 - 13.0 - 13.4	13.2 - 24.0 - 35.8 - 48.1 - 61.1 - 74.5 (13.2-13.2)	5.0	250	4.0	1-10	3610.0	13.0
199109010805	障		3000	曇	良  ダート	11:45	障害4歳以上400万下		1991-12-22	1	阪神	8	障害4歳以上400万下	(混)(馬齢)	3	140	1	3	120	1	9	530	7	3-8	400	1																									6.0	640	9.0	3-9	2020.0	7.0
199109010806	ダ	右	1800	晴	良	12:45	4歳以上500万下		1991-12-22	1	阪神	8	4歳以上500万下	(別定)	10	850	4	10	260	3	14	1,060	13	6-8	1920	9																							13.0 - 11.2 - 12.9 - 12.7 - 13.0 - 13.2 - 12.9 - 13.6 - 13.3	13.0 - 24.2 - 37.1 - 49.8 - 62.8 - 76.0 - 88.9 - 102.5 - 115.8 (13.0-13.0)	13.0	700	10.0	10-14	14130.0	47.0
199109010807	芝	右	1400	晴	良	13:15	4歳以上900万下		1991-12-22	1	阪神	8	4歳以上900万下	(別定)	3	1500	7	3	340	7	5	160	2	3-4	1720	7																							12.7 - 10.8 - 11.3 - 12.1 - 12.8 - 12.1 - 12.8	12.7 - 23.5 - 34.8 - 46.9 - 59.7 - 71.8 - 84.6 (12.7-12.7)	11.0	140	1.0	3-5	2000.0	8.0
199109010808	芝	右	1400	晴	良	13:50	4歳以上900万下		1991-12-22	1	阪神	8	4歳以上900万下	(別定)	4	4680	11	4	1,440	12	12	360	5	3-7	2980	13																							12.7 - 11.1 - 11.2 - 11.9 - 12.3 - 12.2 - 13.2	12.7 - 23.8 - 35.0 - 46.9 - 59.2 - 71.4 - 84.6 (12.7-12.7)	14.0	1,250	10.0	4-12	29470.0	62.0
199109010809	ダ	右	1400	晴	良	14:25	さざんか賞 		1991-12-22	1	阪神	8	3歳500万下	(混)(馬齢)	1	180	1	1	120	1	9	360	7	1-5	420	1																							12.8 - 11.0 - 11.7 - 12.7 - 12.6 - 13.0 - 13.3	12.8 - 23.8 - 35.5 - 48.2 - 60.8 - 73.8 - 87.1 (12.8-12.8)	10.0	150	2.0	1-9	1850.0	5.0
199109010810	芝	右	2000	晴	良	15:00	千種川特別 		1991-12-22	1	阪神	8	4歳以上900万下	(ハンデ)	5	1160	6	5	330	4	2	740	10	2-5	4570	18																							13.5 - 12.1 - 13.2 - 11.8 - 12.1 - 12.7 - 12.6 - 12.6 - 12.1 - 12.9	13.5 - 25.6 - 38.8 - 50.6 - 62.7 - 75.4 - 88.0 - 100.6 - 112.7 - 125.6 (13.5-13.5)	11.0	740	11.0	2-5	11780.0	37.0
199109010811	芝	右	2000	晴	良	15:40	六甲ステークス 		1991-12-22	1	阪神	8	4歳以上オープン	(混)(別定)	10	740	3	10	320	6	12	180	1	6-7	640	2																							13.2 - 12.3 - 13.2 - 12.9 - 12.3 - 12.6 - 12.4 - 12.3 - 11.5 - 12.3	13.2 - 25.5 - 38.7 - 51.6 - 63.9 - 76.5 - 88.9 - 101.2 - 112.7 - 125.0 (13.2-13.2)	4.0	600	11.0	10-12	2190.0	5.0
199109010812	ダ	右	1800	晴	良	16:15	4歳以上900万下		1991-12-22	1	阪神	8	4歳以上900万下	(混)(別定)	12	1270	6	12	220	4	9	120	1	6-7	780	3																							13.1 - 11.4 - 13.1 - 12.7 - 12.7 - 12.8 - 12.6 - 13.4 - 13.3	13.1 - 24.5 - 37.6 - 50.3 - 63.0 - 75.8 - 88.4 - 101.8 - 115.1 (13.1-13.1)	4.0	190	2.0	9-12	1140.0	3.0
199109010310	ダ	右	1800	晴	良	15:00	北摂特別 		1991-12-7	1	阪神	3	4歳以上900万下	(ハンデ)	1	970	5	1	340	6	11	300	4	1-8	3110	13																							12.8 - 11.3 - 13.2 - 12.5 - 12.6 - 13.0 - 13.4 - 13.5 - 13.8	12.8 - 24.1 - 37.3 - 49.8 - 62.4 - 75.4 - 88.8 - 102.3 - 116.1 (12.8-12.8)	7.0	310	5.0	1-11	3850.0	16.0
199109010311	芝	右	1600	晴	良	15:40	阪神競馬場新装記念 		1991-12-7	1	阪神	3	4歳以上オープン	(混)(別定)	13	370	2	13	180	2	7	1,000	10	4-7	4030	16																							12.7 - 11.0 - 11.1 - 11.7 - 12.2 - 12.6 - 12.2 - 12.6	12.7 - 23.7 - 34.8 - 46.5 - 58.7 - 71.3 - 83.5 - 96.1 (12.7-12.7)	10.0	960	8.0	7-13	7840.0	22.0
199109010312	芝	右	1200	晴	良	16:15	4歳以上900万下		1991-12-7	1	阪神	3	4歳以上900万下	(別定)	3	3170	8	3	340	7	8	130	2	3-8	5520	19																							12.8 - 10.8 - 11.3 - 12.0 - 11.6 - 12.8	12.8 - 23.6 - 34.9 - 46.9 - 58.5 - 71.3 (12.8-12.8)	6.0	120	1.0			
199109010412	ダ	右	1200	曇	良	16:15	4歳以上900万下		1991-12-8	1	阪神	4	4歳以上900万下	(別定)	7	380	2	7	160	1	13	330	5	5-8	640	2																							12.6 - 10.8 - 11.8 - 11.8 - 13.4 - 13.6	12.6 - 23.4 - 35.2 - 47.0 - 60.4 - 74.0 (12.6-12.6)	5	700	11	7-13	1800	6
