waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	horse	コウリュウ			a0251	長澤幸太	a0381	大河原和	1034	6
2	2	horse	ジェイグレース			a0268	渡来心路	a006c	今井茂雅	900	8
3	3	horse	ギンツバメ			a0254	菊池一樹	a01d9	槻舘重人	1012	15
4	4	2005102610	グリフィス			a0066	松田道明	a022e	松井浩文	922	20
5	5	horse	サトニシキ			a022c	西謙一	a01da	大友栄人	1052	-14
6	6	1993106593	アーティスト			a02a4	舘澤直央	a0262	坂本東一	890	28
7	7	horse	スーパーシンデレラ			a0111	阿部武臣	a0225	小林長吉	863	-10
7	8	horse	ニシキハヤヒメ			a0061	藤本匠	a024e	中島敏博	965	7
8	9	2018106030	ミーティア			a0110	鈴木恵介	a01d9	槻舘重人	855	9
8	10	horse	ホクエイテイオウ			a028e	西将太	a022e	松井浩文	944	13
