日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/11	晴	11	16	3	5	746.2	15	10	56.0	良	1:49.5	3.3	10-10-9-8	31.7-37.4	39.7	大井	202244031111	ふたご座特別競走	movie.html?race_id=202244031111	05595	ダ	1700	441	1	0.0
2022/02/11	晴	12	11	7	8	15.5	7	10	56.0	重	1:48.2	2.9	10-11-8-11	28.2-38.3	40.4	大井	202244021112	エリダヌス座特別競走	movie.html?race_id=202244021112	a02d8	ダ	1650	440	-1	0.0
2022/01/28	曇	10	16	5	10	78.2	14	12	57.0	良	1:51.1	1.3	3-3-3-3	32.3-38.8	39.8	大井	202244012810	おおいぬ座特別競走	movie.html?race_id=202244012810	a02d8	ダ	1700	441	-1	0.0
2021/12/31	曇	8	14	1	1	201.5	13	11	56.0	良	1:44.6	1.8	13-12-14-14	38.6-38.9	39.8	大井	202144123108	C1二　三	movie.html?race_id=202144123108	a02d8	ダ	1600	442	3	0.0
2021/12/10	晴	12	12	6	8	44.9	9	5	56.0	重	1:46.6	0.5	8-9-7-6	28.5-39.8	39.5	大井	202144121012	さんかく座特別競走	movie.html?race_id=202144121012	a02d8	ダ	1650	439	2	20.0
2021/11/19	晴	11	16	2	4	119.2	12	8	57.0	良	1:57.1	1.2	12-11-7-7	37.8-39.7	40.3	大井	202144111911	スマイルシティ・品川	movie.html?race_id=202144111911	a02d8	ダ	1800	437	3	0.0
2021/11/03	晴	7	14	6	10	73.2	13	10	56.0	稍	1:43.5	1.5	13-13-13-13	37.3-39.6	39.2	大井	202144110307	JBCデー・ナイトタ	movie.html?race_id=202144110307	a02d8	ダ	1600	434	-5	0.0
2021/10/08	晴	8	11	3	3	40.9	8	7	56.0	良	1:43.9	1.7	8-7-8-8	37.9-39.1	39.8	大井	202144100808	モヒート賞	movie.html?race_id=202144100808	a02d8	ダ	1600	439	5	0.0
2021/09/21	晴	10	11	4	4	21.4	8	8	56.0	良	1:49.3	1.8	6-6-7-5	31.9-38.8	39.7	大井	202144092110	こうま座特別競走	movie.html?race_id=202144092110	05583	ダ	1700	434	-2	0.0
2021/09/09	曇	8	13	6	9	36.1	9	3	56.0	不	1:44.0	0.1	10-10-7-6	37.6-40.5	40.5	大井	202144090908	2016ウマイルスク	movie.html?race_id=202144090908	a02d8	ダ	1600	436	-2	30.0
2021/08/20	晴	8	11	1	1	174.8	11	6	56.0	稍	1:28.1	1.4	10-10-9	35.8-38.7	38.5	大井	202144082008	真夏のアフター6!楽	movie.html?race_id=202144082008	a02d8	ダ	1400	438	7	0.0
2021/08/04	晴	10	11	4	4	60.9	10	8	56.0	良	1:57.2	2.1	5-5-6-6	38.5-38.8	40.4	大井	202144080410	いるか座特別競走	movie.html?race_id=202144080410	a02d8	ダ	1800	431	-5	0.0
