日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/02/26	晴	3	14	8	14	5.3	2	4	57.0	良	0:59.7	0.3	6-4	34.6-36.5	36.5	小倉	202210020503	4歳以上1勝クラス	202210020503	01140	ダ	1000	456	-2	120.0
2022/02/06	晴	3	14	5	7	58.0	11	4	57.0	良	0:59.8	0.5	8-8	35.2-35.8	35.6	小倉	202210010803	4歳以上1勝クラス	202210010803	01140	ダ	1000	458	13	120.0
2021/11/25	晴	9	12	5	5	10.8	4	3	57.0	稍	1:28.9	0.7	5-5-4-4	37.2-38.0	38.3	浦和	202142112509	マルチフェイス特別	movie.html?race_id=202142112509	05549	ダ	1400	445	-7	80.0
2021/10/17	曇	8	14	6	9	46.7	12	6	54.0	不	1:11.6	0.8	12-14	34.0-36.8	36.8	新潟	202104050408	3歳以上1勝クラス	202104050408	01191	ダ	1200	452	-6	0.0
2021/08/25	曇	8	9	6	6	6.2	5	6	56.0	不	1:13.5	2.0	3-1	0.0-37.7	39.6	門別	202130082508	レダ特別	movie.html?race_id=202130082508	05492	ダ	1200	458	8	0.0
2021/07/03	小雨	9	14	8	14	14.5	8	6	54.0	稍	0:59.2	0.8	9-10	34.1-36.0	36.1	小倉	202110030109	3歳以上1勝クラス	202110030109	01191	ダ	1000	450	4	0.0
2021/04/25	曇	8	15	2	3	14.8	7	8	57.0	良	1:13.3	1.5	10-10	34.5-37.3	37.9	新潟	202104010608	4歳以上1勝クラス	202104010608	01095	ダ	1200	446	-2	0.0
2021/03/20	曇	7	11	6	7	43.4	10	10	54.0	良	1:13.5	1.3	2-3	34.7-37.5	38.2	阪神	202109011107	4歳以上1勝クラス	202109011107	01191	ダ	1200	448	0	0.0
2021/02/07	晴	3	13	8	14	17.0	6	7	57.0	稍	0:59.1	1.4	10-10	34.3-34.9	35.6	小倉	202110010803	4歳以上1勝クラス	202110010803	01095	ダ	1000	448	-2	0.0
2021/01/23	雨	7	16	4	8	18.3	8	3	56.0	稍	1:12.7	0.2	5-4	35.6-36.9	36.8	中京	202107010707	4歳以上1勝クラス	202107010707	01126	ダ	1200	450	4	190.0
2020/12/09	曇	10	15	3	5	93.9	14	9	57.0	良	1:13.6	1.2	9-9	34.8-37.6	37.8	大井	202044120910	アーバンステージ師走	movie.html?race_id=202044120910	05411	ダ	1200	446	2	0.0
2020/10/25	曇	6	11	4	4	18.1	8	10	53.0	重	1:12.2	1.4	1-1	34.0-36.8	38.2	新潟	202004040606	3歳以上1勝クラス	202004040606	01164	ダ	1200	444	3	0.0
2020/07/08	曇	9	15	8	16	7.0	3	12	56.0	重	1:14.7	2.2	1-1	35.6-36.9	39.1	大井	202044070809	アーバンステージ文月	movie.html?race_id=202044070809	05342	ダ	1200	441	-3	0.0
2020/06/28	曇	7	12	4	4	19.1	8	8	54.0	不	0:59.0	0.8	9-9	33.7-35.7	35.5	函館	202002010607	3歳以上1勝クラス	202002010607	01163	ダ	1000	444	6	0.0
2020/06/14	晴	7	12	7	9	31.0	8	4	54.0	良	0:59.3	0.8	6-6	34.2-35.9	36.0	函館	202002010207	3歳以上1勝クラス	202002010207	01163	ダ	1000	438	0	110.0
