rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	2	3		リンガスビンゴ	牝4	55.0		スミヨン	1:35.5		8-6	36.6	3.0	1	530	10		高橋祥泰		伊藤巖	750.0
2	6	12		ヨクエロマンボ	セ6	57.0		横山典弘	1:35.5	クビ	16-15	35.2	14.4	5	458	8		藤原辰雄		平井裕	300.0
3	5	10		バスタキヤ	セ3	56.0		ビュイッ	1:35.9	2.1/2	5-5	37.1	3.9	2	500	4		木村哲也		ゴドルフィン	190.0
4	2	4		ドーファン	セ4	57.0		吉田豊	1:36.1	1.0	12-12	36.5	32.4	9	520	6		中川公成		シルクレーシング	110.0
5	4	8		コスモハヤテ	牡3	53.0		菅原明良	1:36.4	2.0	7-6	37.5	73.6	14	476	26		小野次郎		ビッグレッドファーム	75.0
6	3	5		モリノカワセミ	牝3	54.0		江田照男	1:36.4	ハナ	11-10	37.2	6.5	3	454	4		大江原哲		森和久	
7	1	1		ニシノアメイズ	牝3	53.0		野中悠太	1:36.5	3/4	12-12	36.9	16.1	7	504	10		松山将樹		西山茂行	
8	7	14		ロークアルルージュ	牡3	56.0		マーフィ	1:36.6	1/2	2-2	38.0	8.0	4	546	2		手塚貴久		尾崎恒男	
9	7	13		ホウオウクリスティ	牝3	54.0		武豊	1:36.9	1.1/2	14-14	36.8	14.9	6	466	0		池上昌和		小笹芳央	
10	5	9		エフォートラン	牡4	57.0		津村明秀	1:37.2	1.3/4	2-2	38.6	40.1	10	490	6		牧光二		岡村善行	
11	8	16		ヤサカリベルテ	牡3	56.0		柴田善臣	1:37.7	3.0	5-6	38.8	46.8	12	462	18		水野貴広		志邑宣彦	
12	8	15		アルチレイロ	セ5	57.0		石川裕紀	1:37.8	1/2	1-1	39.4	237.7	16	462	-2		相沢郁		高瀬真尚	
13	6	11		バットオールソー	牡4	57.0		石橋脩	1:38.0	1.1/4	8-9	38.9	67.0	13	468	10		大和田成		久保田定	
14	1	2		アオテン	牡6	57.0		柴田大知	1:38.4	2.1/2	8-10	39.1	42.7	11	520	16		高橋文雅		ヒダカ・ブリーダーズ・ユニオン	
15	4	7		スペロラルーチェ	牝3	51.0		藤田菜七	1:38.4	クビ	15-15	38.0	116.4	15	448	6		中野栄治		岡田牧雄	
16	3	6		ゴー	牡3	56.0		嘉藤貴行	1:39.7	8.0	2-2	41.1	23.1	8	508	6		伊藤伸一		グリーンスウォード	
