rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		タキチャンゴー	牝3	54.0		張田昂	1:31.5		1-1-1-1	40.7	1.6	1	460	-5		小久保智		ブルーエクウス（株	140.0
2	5	6		ピンクオパール	牝3	54.0		笹川翼	1:32.0	2.1/2	2-3-2-2	40.9	3.0	2	466	3		新井清重		（有）上水牧場	49.0
3	7	9		アズールスフィア	牝3	54.0		藤江渉	1:32.4	2.0	8-6-4-3	40.9	18.5	6	412	-13		工藤伸輔		（株）アプエンテ	28.0
4	4	4		セシボン	牝3	52.0		古岡勇樹	1:32.6	1.1/2	3-2-3-4	41.6	11.7	3	396	-15		工藤伸輔		（株）アプエンテ	21.0
5	8	11		モエヨグラン	牡3	56.0		加藤和博	1:32.8	1.0	9-9-8-6	40.3	214.5	10	503	-2		箕輪武		望月朋子	14.0
6	1	1		スイフトマリー	牝3	54.0		岡村健司	1:32.8	ハナ	5-5-6-5	41.0	254.9	11	384	-2		酒井一則		小嶋安夫	
7	5	5		クレールアヴニール	牝3	54.0		和田譲治	1:33.8	5.0	10-10-9-9	40.9	76.5	7	446	2		野口寛仁		木村康義	
8	6	8		キャッスルムーン	牝3	50.0		神尾香澄	1:34.1	1.1/2	12-12-11-11	40.5	103.7	8	402	0		渋谷信博		城市公	
9	7	10		シェナコブシ	牡3	56.0		秋元耕成	1:34.2	クビ	11-11-10-10	41.1	12.9	4	474	8		吉田正美		冨田藤男	
10	6	7		ターミロンサール	牝3	54.0		福原杏	1:34.3	3/4	4-4-5-7	42.8	168.6	9	465	-6		小林真治		櫻井多美子	
11	2	2		アクアエナジー	牝3	54.0		寺島憂人	1:34.9	3.0	6-7-7-8	42.9	261.1	12	428	3		小澤宏次		大野裕	
12	8	12		エスポワールフレア	牝3	54.0		見越彬央	1:35.7	4.0	7-8-12-12	42.3	13.8	5	449	11		野口寛仁		前川隆範	
