waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016100189	ビレッジベルベ			05491	田中直人	05360	濱田一夫	445	5
2	2	2017100353	メイショウカミング			05501	山下裕貴	05005	九日俊光	477	0
3	3	2017104589	コキュートス			05548	竹吉徹	05690	松島壽	445	3
4	4	2016100704	ピュアデボーション			a0291	川島拓	05456	土井道隆	456	-2
5	5	2016105203	パイカジ			05601	金山昇馬	05741	池田忠好	472	12
6	6	2017101136	ルヴュー			05579	出水拓人	05059	大島静夫	442	-5
7	7	2017104533	ナオラブリイ			00409	鮫島克也	05059	大島静夫	446	-2
7	8	2016100286	サーチライト			05478	石川慎将	05257	手島勝利	472	7
8	9	2014109076	ソードヴァルキリー			05587	小松丈二	05690	松島壽	443	9
8	10	2016101322	デルマシャイヨー			a042c	飛田愛斗	05333	矢野久美	442	-1
