	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200805010101	ダ	左	1400	曇	良	10:00	3歳未勝利		2008-2-2	1	東京	1	3歳未勝利	牝[指](馬齢)	7	230	1	7	120	1	12	130	2	3	190	3	4-6	490.0	1.0	7-12	570	1	7-12	200	1	3-7	320	2	3-12	330	3	7=>12	950	1	3-7-12	1100	1			(*7,14)(13,12)(3,11,15)9(1,4)-2,5(8,16)6=10	(*7,14)(13,12)(3,15)9,11(1,4)(8,2)(16,5)-6-10	12.6 - 10.9 - 12.6 - 12.9 - 12.7 - 12.4 - 12.9	12.6 - 23.5 - 36.1 - 49.0 - 61.7 - 74.1 - 87.0 (36.1-38.0)			
200805010102	ダ	左	2100	曇	良	10:30	3歳未勝利		2008-2-2	1	東京	1	3歳未勝利	(混)[指](馬齢)	4	250	1	4	120	1	9	200	3	2	780	11	2-5	610.0	2.0	4-9	780	2	4-9	380	2	2-4	2,420	28	2-9	6,460	48	4=>9	1240	2	2-4-9	14750	48	4(5,6)-9,2(8,12)13,3(1,14)15(10,16)(7,11)	4-5,6-9,8(2,3,12,13)14,1,15,10(11,16)7	4(5,6)(9,13)(8,14)12(2,3,15)(1,11,16)7,10	(*4,5,6)13(9,8,14)12(2,3,15)(1,16)(11,7)10	7.2 - 11.3 - 12.1 - 12.7 - 13.5 - 14.1 - 14.0 - 13.6 - 13.1 - 12.5 - 12.6	7.2 - 18.5 - 30.6 - 43.3 - 56.8 - 70.9 - 84.9 - 98.5 - 111.6 - 124.1 - 136.7 (30.6-38.2)			
200805010103	ダ	左	1600	曇	良	11:00	3歳未勝利		2008-2-2	1	東京	1	3歳未勝利	[指](馬齢)	6	24900	15	6	6,410	14	15	930	7	7	260	2	3-8	5130.0	16.0	6-15	181030	88	6-15	43,340	94	6-7	11,410	58	7-15	1,520	13	6=>15	399710	175	6-7-15	215780	204			8(4,14)(10,15)(11,13)(2,16)(3,6)12,7(1,9)-5	(*8,14)(4,15)(10,13,16)(2,11,6,1,12)3-(7,5,9)	12.6 - 11.1 - 12.1 - 12.9 - 13.5 - 12.8 - 13.1 - 12.8	12.6 - 23.7 - 35.8 - 48.7 - 62.2 - 75.0 - 88.1 - 100.9 (35.8-38.7)			
200805010104	障		3000	曇	良  ダート	11:30	障害4歳以上未勝利		2008-2-2	1	東京	1	障害4歳以上未勝利	(混)(定量)	8	440	2	8	150	3	9	110	1	13	140	2	5-6	550.0	2.0	8-9	570	1	8-9	240	2	8-13	470	5	9-13	220	1	8=>9	1300	4	8-9-13	890	2	8-13-(3,14)7,9=10,11-2=6-4-12=5,1	8-13,14(3,9)7=(10,11)=(2,6)=4-12-5=1	8,13(9,14)-7-3=11,10=6-4=2,12=5=1	8,13,9,14-7=3=11-10=6,4=12-2-5=1					
200805010105	芝	左	1800	曇	良	12:20	3歳新馬		2008-2-2	1	東京	1	3歳新馬	(混)[指](馬齢)	5	310	1	5	130	1	6	150	2	9	160	3	3-3	730.0	3.0	5-6	680	1	5-6	290	1	5-9	330	2	6-9	430	4	5=>6	1270	1	5-6-9	1070	1		(3,*5,8)(4,6,10,12)(1,7)(9,13)-2-15,11,16-14	(*3,5)(1,4,8)(6,12)(7,10)(9,13)-2-15,16,11-14	(*3,5)(1,8)(4,6)(9,7,10,12)(11,2,13)(15,16)-14	13.1 - 11.3 - 11.7 - 12.5 - 12.4 - 13.0 - 12.0 - 11.3 - 11.2	13.1 - 24.4 - 36.1 - 48.6 - 61.0 - 74.0 - 86.0 - 97.3 - 108.5 (36.1-34.5)			
200805010106	芝	左	2400	曇	良	12:50	3歳500万下		2008-2-2	1	東京	1	3歳500万下	(混)(特指)(馬齢)	7	260	1	7	140	1	4	530	9	5	230	4	4-5	710.0	2.0	4-7	3290	11	4-7	1,440	17	5-7	350	2	4-5	1,840	26	7=>4	4590	18	4-5-7	6250	19	1,9(2,8)-10,5(4,7)13,6-(3,12)11	1,9-2,8-10,5,7,4(6,13)(3,12)-11	1,9-2,8-(10,5)7(4,6)13,3,12-11	1,9-2,8(10,7)5(4,6,13)(3,12)11	12.8 - 10.9 - 11.9 - 12.3 - 12.3 - 12.4 - 12.8 - 12.4 - 12.6 - 11.8 - 11.8 - 11.7	12.8 - 23.7 - 35.6 - 47.9 - 60.2 - 72.6 - 85.4 - 97.8 - 110.4 - 122.2 - 134.0 - 145.7 (35.6-35.3)			
200805010107	ダ	左	1600	曇	良	13:20	4歳以上500万下		2008-2-2	1	東京	1	4歳以上500万下	(混)[指](定量)	1	200	1	1	110	1	9	360	5	12	270	4	1-5	1110.0	5.0	1-9	1350	4	1-9	550	4	1-12	390	3	9-12	2,120	23	1=>9	1950	7	1-9-12	4190	11			7(12,16)13,10(1,4,11)15,14,2-9(8,3)5,6	(*7,12)16(13,11)10(1,4,14)15(2,8,9,3)5,6	12.5 - 11.1 - 11.4 - 12.2 - 12.9 - 12.9 - 12.4 - 12.5	12.5 - 23.6 - 35.0 - 47.2 - 60.1 - 73.0 - 85.4 - 97.9 (35.0-37.8)			
200805010108	ダ	左	1300	曇	良	13:55	4歳以上1000万下		2008-2-2	1	東京	1	4歳以上1000万下	牝[指](定量)	6	320	1	6	140	1	2	240	3	7	920	10	1-3	950.0	4.0	2-6	1110	2	2-6	490	2	6-7	1,950	22	2-7	4,940	44	6=>2	1800	3	2-6-7	14540	39			(*4,5)-(7,11)-12(2,3,14)9,13,1(8,10)6,16,15	(*4,5)-7,11(2,3,12,14)(9,13)(1,8)-(6,16,10)15	7.0 - 10.6 - 11.5 - 12.0 - 12.3 - 12.3 - 13.0	7.0 - 17.6 - 29.1 - 41.1 - 53.4 - 65.7 - 78.7 (29.1-37.6)			
200805010109	芝	左	1400	曇	良	14:30	クロッカスステークス 		2008-2-2	1	東京	1	3歳オープン	(混)(特指)(別定)	8	1500	6	8	460	6	3	330	4	9	1,220	9	3-6	3200.0	11.0	3-8	5240	18	3-8	1,830	17	8-9	6,420	46	3-9	5,710	42	8=>3	13930	42	3-8-9	86830	130			4,3(2,1,6)-(5,7,8)(11,12)9,10	4(3,1,6)(2,8)7(5,12)(11,10)9	12.6 - 11.1 - 11.3 - 11.8 - 11.4 - 11.4 - 11.7	12.6 - 23.7 - 35.0 - 46.8 - 58.2 - 69.6 - 81.3 (35.0-34.5)	8=>3=>9	441860.0	618.0
200805010110	ダ	左	1400	曇	良	15:05	春望ステークス 		2008-2-2	1	東京	1	4歳以上1600万下	(混)[指](ハンデ)	10	1730	7	10	510	7	15	360	3	16	740	11	5-8	1390.0	5.0	10-15	6570	28	10-15	2,120	28	10-16	3,950	50	15-16	2,100	27	10=>15	16750	68	10-15-16	35170	124			16(2,9)13,3,15(8,11)5,7(1,14)10,4,12,6	16(2,9)(3,13)15(11,7,14)(5,8)10,1(4,12,6)	12.5 - 11.0 - 12.2 - 12.5 - 12.0 - 11.9 - 12.3	12.5 - 23.5 - 35.7 - 48.2 - 60.2 - 72.1 - 84.4 (35.7-36.2)	10=>15=>16	250840.0	806.0
