	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200806010101	ダ	右	1200	曇	良	09:50	3歳未勝利		2008-1-5	1	中山	1	3歳未勝利	牝[指](馬齢)	2	810	4	2	260	4	5	400	6	3	290	5	1-3	3480.0	15.0	2-5	4520	17	2-5	1,550	17	2-3	960	10	3-5	1,560	18	2=>5	8940	32	2-3-5	10600	33			(*2,7)(11,12)(1,6,14)(8,15)(5,16)10(3,13)4-9	(*2,7)12(1,6,14)5(3,8,15)(4,11,10,16)13-9	12.3 - 10.8 - 11.6 - 12.6 - 12.8 - 13.8	12.3 - 23.1 - 34.7 - 47.3 - 60.1 - 73.9 (34.7-39.2)			
200806010102	ダ	右	1800	曇	良	10:20	3歳未勝利		2008-1-5	1	中山	1	3歳未勝利	[指](馬齢)	13	270	1	13	140	1	14	1,620	13	1	460	6	7-7	11680.0	24.0	13-14	12460	35	13-14	3,160	35	1-13	1,230	11	1-14	13,320	75	13=>14	16480	47	1-13-14	68590	146	15(14,16)(5,13)(7,6)(3,10)(9,12)2,1-8-(4,11)	15-14(5,16,13)-(7,6)(3,10)(2,9,12)-1-8-(4,11)	15(14,13)(5,16,6)(10,12)(9,3,1)(7,2)(8,11)4	(*15,14,13)-(5,16,6)(9,1,12)-(3,10,2)(7,11)4,8	12.5 - 11.9 - 12.6 - 13.1 - 12.8 - 13.1 - 13.3 - 13.4 - 13.4	12.5 - 24.4 - 37.0 - 50.1 - 62.9 - 76.0 - 89.3 - 102.7 - 116.1 (37.0-40.1)			
200806010103	ダ	右	1200	曇	良	10:50	3歳未勝利		2008-1-5	1	中山	1	3歳未勝利	(混)[指](馬齢)	11	220	1	11	110	1	13	250	4	3	470	8	6-7	390.0	1.0	11-13	1010	3	11-13	430	3	3-11	960	9	3-13	2,650	30	11=>13	1430	3	3-11-13	5320	18			11,13(6,12,7)(5,9)(3,16)(4,14,15)(8,10)-1=2	(*11,13)(6,12)(5,7)16(3,9,15)(4,14,10)(1,8)=2	12.1 - 10.7 - 11.7 - 12.3 - 12.3 - 12.9	12.1 - 22.8 - 34.5 - 46.8 - 59.1 - 72.0 (34.5-37.5)			
200806010104	ダ	右	1200	晴	良	11:20	3歳新馬		2008-1-5	1	中山	1	3歳新馬	(混)[指](馬齢)	10	1020	5	10	300	5	7	230	3	8	460	7	4-5	2000.0	9.0	7-10	2870	13	7-10	990	12	8-10	1,660	20	7-8	1,360	17	10=>7	6380	26	7-8-10	13300	38			(*8,11)(13,14)1,3,6-9(10,12)-7-4(2,15)-5,16	(*8,11)(1,14)13,3-6(10,9)(7,12)-(4,16)15-2-5	12.1 - 10.8 - 11.7 - 12.7 - 13.0 - 13.8	12.1 - 22.9 - 34.6 - 47.3 - 60.3 - 74.1 (34.6-39.5)			
200806010105	芝	右	1600	晴	良	12:10	3歳未勝利		2008-1-5	1	中山	1	3歳未勝利	(混)[指](馬齢)	4	180	1	4	110	1	2	160	2	12	170	3	1-2	420.0	2.0	2-4	460	1	2-4	230	1	4-12	240	2	2-12	530	6	4=>2	720	1	2-4-12	870	1		(2,*4,7,8,12)6(1,5,10,11)(3,9,14)16-13 15	(*4,8)12(7,2)(1,6)(9,5,11)(3,10,13)(16,14) 15	4(8,12)(7,2,6,11)(1,5,13)(3,10)(9,16)14 15	12.3 - 11.0 - 11.6 - 12.2 - 12.8 - 12.5 - 11.4 - 12.0	12.3 - 23.3 - 34.9 - 47.1 - 59.9 - 72.4 - 83.8 - 95.8 (34.9-35.9)			
200806010106	ダ	右	1200	晴	良	12:40	4歳以上500万下		2008-1-5	1	中山	1	4歳以上500万下	牝[指](定量)	14	460	3	14	210	3	4	570	8	10	390	6	2-7	1070.0	6.0	4-14	4810	20	4-14	1,540	21	10-14	1,470	17	4-10	3,800	43	14=>4	7330	31	4-10-14	27050	89			(*4,10)(1,14)16(3,12)(2,13)(6,15)(5,9)(8,7,11)	(*4,10)(1,14)16,3(2,12,13)(6,15)8(7,5,11,9)	12.2 - 10.6 - 11.4 - 12.1 - 12.4 - 13.6	12.2 - 22.8 - 34.2 - 46.3 - 58.7 - 72.3 (34.2-38.1)			
200806010107	ダ	右	1800	晴	良	13:10	4歳以上500万下		2008-1-5	1	中山	1	4歳以上500万下	(混)[指](定量)	8	350	1	8	180	1	2	420	7	3	210	3	1-4	1640.0	7.0	2-8	3360	12	2-8	1,180	13	3-8	670	6	2-3	1,470	15	8=>2	5100	21	2-3-8	6880	17	(*4,12)(6,16)(13,14)-(3,8)(7,15)1-(5,9)-(2,10)11	(*4,12)(6,16)(13,14)(3,8,7)(1,9,15)5(2,10)11	(4,*12)(6,16)(3,13,8,14,15,10)(2,9,7)(1,11)5	(4,*12)(3,6)8(9,14)(2,13,7,15)(16,10)(1,5,11)	12.5 - 11.5 - 13.0 - 13.6 - 13.0 - 12.8 - 12.8 - 12.7 - 13.2	12.5 - 24.0 - 37.0 - 50.6 - 63.6 - 76.4 - 89.2 - 101.9 - 115.1 (37.0-38.7)			
200806010108	ダ	右	1200	晴	良	13:40	4歳以上1000万下		2008-1-5	1	中山	1	4歳以上1000万下	[指](定量)	11	2850	9	11	720	10	9	310	5	14	170	1	5-6	3800.0	14.0	9-11	10940	34	9-11	3,430	38	11-14	1,760	22	9-14	680	5	11=>9	26280	76	9-11-14	13970	45			11,4(3,14,15)(2,16)-(1,12)(9,7)(5,10)(6,8)-13	11(4,14)(3,2,15,16)(1,12)9(5,7)(6,8,10)13	12.2 - 10.1 - 11.4 - 12.1 - 12.4 - 13.4	12.2 - 22.3 - 33.7 - 45.8 - 58.2 - 71.6 (33.7-37.9)			
200806010109	芝	右	2000	晴	良	14:15	寒竹賞 		2008-1-5	1	中山	1	3歳500万下	(混)(特指)(馬齢)	11	2340	7	11	570	7	4	200	2	2	1,430	9	2-6	920.0	5.0	4-11	4650	17	4-11	1,610	17	2-11	9,420	54	2-4	3,420	27	11=>4	12650	39	2-4-11	63430	106	(*4,7)9(3,5,16)-(8,12)-(2,6,13)-(10,14)(11,15) 1	4,7(3,5,9)16,8,12(2,6)(14,13)10(11,15) 1	4(7,9,16)(3,5)(12,6)(8,2)14-(15,13)(10,11) 1	(*4,9)(3,5,16)(8,7,12,6)(2,14)(15,11)-13=10 1	12.7 - 10.9 - 12.5 - 12.0 - 12.6 - 12.3 - 12.3 - 11.8 - 12.4 - 12.8	12.7 - 23.6 - 36.1 - 48.1 - 60.7 - 73.0 - 85.3 - 97.1 - 109.5 - 122.3 (36.1-37.0)	11=>4=>2	444360.0	606.0
200806010110	ダ	右	1800	晴	良	14:50	初日の出ステークス 		2008-1-5	1	中山	1	4歳以上1600万下	(混)[指](ハンデ)	3	500	1	3	210	2	2	280	6	5	270	4	1-2	2150.0	12.0	2-3	2150	6	2-3	880	6	3-5	940	8	2-5	1,430	20	3=>2	3930	8	2-3-5	7230	21	2,9(3,16)(1,15)(4,13)(5,8)14(6,7)11-10-12	2(3,9)16(1,4,15)(5,13)8(6,7,14)-11-10-12	(*2,9,16,15,13)3,5(4,7)(1,6,8,14)(11,10)12	(*2,9)(3,16,13)15(1,5)(4,6)(11,8)(7,10)12-14	12.6 - 11.6 - 12.7 - 13.1 - 12.7 - 12.2 - 12.1 - 12.3 - 13.0	12.6 - 24.2 - 36.9 - 50.0 - 62.7 - 74.9 - 87.0 - 99.3 - 112.3 (36.9-37.4)	3=>2=>5	34000.0	79.0
