	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200807010101	ダ	左	1700	晴	良	09:50	3歳未勝利		2008-3-1	1	中京	1	3歳未勝利	牝[指](馬齢)	16	630	3	16	190	3	10	390	7	12	170	1	5-8	1190	4	10-16	4140	20	10-16	1,630	26	12-16	580	3	10-12	1,040	13	16=>10	9290	41	10-12-16	5610	18	(*9,10)(3,16)(6,5,12,15)(8,14)-(4,11)-7(1,2) 13	(*9,10)(3,16)(5,12)(6,8,14,15)(4,11)7(1,2) 13	(*9,10,16,12)(3,5,14,15)(6,8)(4,2)(11,7)-1 13	(*9,10,16,12)(3,5,14)(6,15)2,8,4(11,7)-1 13	7.0 - 11.5 - 12.3 - 14.5 - 13.8 - 13.0 - 13.2 - 12.2 - 12.7	7.0 - 18.5 - 30.8 - 45.3 - 59.1 - 72.1 - 85.3 - 97.5 - 110.2 (30.8-38.1)			
200807010102	ダ	左	1000	曇	良	10:20	3歳未勝利		2008-3-1	1	中京	1	3歳未勝利	(混)[指](馬齢)	2	320	2	2	120	2	9	110	1	5	3,330	14	1-5	250	1	2-9	260	1	2-9	160	1	2-5	3,900	32	5-9	4,840	36	2=>9	610	2	2-5-9	11630	28			2(8,14)-(7,9)5,6,15(3,4)10(1,11)12(16,13)	2,8,14-(5,9)7,6-(3,4,15)11(1,10)16(13,12)	12.4 - 10.8 - 12.1 - 12.0 - 12.8	12.4 - 23.2 - 35.3 - 47.3 - 60.1 (35.3-36.9)			
200807010103	芝	左	1200	小雨	良	10:50	3歳未勝利		2008-3-1	1	中京	1	3歳未勝利	[指](馬齢)	11	270	2	11	120	2	13	110	1	18	220	3	6-7	310	1	11-13	300	1	11-13	150	1	11-18	510	4	13-18	360	2	11=>13	700	2	11-13-18	850	1			2,18(3,13)-(4,15,17)(5,14,11)(1,9)12,10(8,6)-16-7	(*2,18)(3,13)(4,15,17)(5,11)14(1,9,12)(8,6,10)16=7	12.1 - 10.4 - 11.3 - 12.1 - 11.7 - 11.9	12.1 - 22.5 - 33.8 - 45.9 - 57.6 - 69.5 (33.8-35.7)			
200807010104	芝	左	2000	曇	良	11:20	3歳未勝利		2008-3-1	1	中京	1	3歳未勝利	(混)[指](馬齢)	2	4200	12	2	1,170	12	17	330	6	3	280	4	1-8	1420	7	2-17	22510	61	2-17	5,080	52	2-3	2,990	35	3-17	1,250	12	2=>17	51760	123	2-3-17	40560	123	8,1(2,15)(13,17)(7,18)(5,16)(10,14)9(4,12)(3,6,11)	8-1,2(13,15)(7,17)(5,16,18)(10,14)9(4,12)11(3,6)	8,1(15,18)(2,13,17)14(7,16,10,11)3(5,12)4(9,6)	(*8,1)(2,13,15)18(7,16,17,14)(11,3)(5,12,10)4(9,6)	12.4 - 10.8 - 11.4 - 13.1 - 13.3 - 13.0 - 12.8 - 12.1 - 11.7 - 11.7	12.4 - 23.2 - 34.6 - 47.7 - 61.0 - 74.0 - 86.8 - 98.9 - 110.6 - 122.3 (34.6-35.5)			
200807010105	ダ	左	1000	曇	良	11:50	4歳以上500万下		2008-3-1	1	中京	1	4歳以上500万下	牝[指](定量)	5	480	3	5	180	3	4	150	2	2	140	1	3-4	860	3	4-5	900	3	4-5	330	3	2-5	290	2	2-4	260	1	5=>4	1960	6	2-4-5	780	1			(*2,4)5(1,12)(7,9)(3,8,14)(11,13)6,10	(*2,4)5-(1,12)-7(8,14)3(13,9)6,10=11	12.5 - 11.1 - 12.2 - 11.5 - 12.0	12.5 - 23.6 - 35.8 - 47.3 - 59.3 (35.8-35.7)			
200807010106	ダ	左	1700	曇	良	12:40	4歳以上500万下		2008-3-1	1	中京	1	4歳以上500万下	[指](定量)	10	490	3	10	150	3	6	140	2	15	110	1	3-5	1020	4	6-10	980	4	6-10	390	4	10-15	190	1	6-15	210	2	10=>6	2010	6	6-10-15	690	1	10,14(1,8,15,16)(7,12)-5(2,6)(9,11)(4,3) 13	10,14,15(1,16)(8,7,12)5(2,6)-(9,11)4,3 13	10,15(14,16)(1,8,7,12)6,5,2,9-4(3,11) 13	10,15-14,16(1,8,12)(7,6)5,2,9,4-(3,11) 13	7.3 - 11.3 - 12.0 - 13.3 - 12.5 - 12.3 - 13.0 - 12.1 - 12.6	7.3 - 18.6 - 30.6 - 43.9 - 56.4 - 68.7 - 81.7 - 93.8 - 106.4 (30.6-37.7)			
200807010107	ダ	左	1000	曇	良	13:10	4歳以上500万下		2008-3-1	1	中京	1	4歳以上500万下	(混)[指](定量)	7	530	2	7	170	3	12	120	1	14	290	6	4-7	550	2	7-12	560	2	7-12	290	2	7-14	930	12	12-14	450	5	7=>12	1600	6	7-12-14	1850	7			(*7,8)(12,14,15)-4(1,6,13)-(3,10,11)-(9,5)-2	7,8(12,14)-15-4,1(6,13)-3,11,10(9,5)=2	12.2 - 10.6 - 12.0 - 11.4 - 12.5	12.2 - 22.8 - 34.8 - 46.2 - 58.7 (34.8-35.9)			
200807010108	ダ	左	1700	晴	良	13:45	4歳以上500万下		2008-3-1	1	中京	1	4歳以上500万下	[指](定量)	8	360	1	8	160	2	15	180	4	2	160	1	4-8	910	4	8-15	1340	4	8-15	490	3	2-8	450	2	2-15	590	6	8=>15	2630	7	2-8-15	1900	1	7(8,15)(1,12,13)(6,16)(2,5,10)-14(3,4)11,9	7,8,15(12,13)1(6,16)(5,10)2-14(3,4)-(9,11)	7(8,15)-(12,5,13)(1,6,2,10,16)(3,14)-4-11,9	(7,*8,15)-12(6,5,13,2)-14,16(1,3,10)-4,11-9	7.0 - 11.0 - 11.7 - 12.7 - 12.5 - 12.8 - 13.1 - 13.0 - 13.7	7.0 - 18.0 - 29.7 - 42.4 - 54.9 - 67.7 - 80.8 - 93.8 - 107.5 (29.7-39.8)			
200807010109	芝	左	1200	晴	良	14:20	4歳以上500万下		2008-3-1	1	中京	1	4歳以上500万下	[指](定量)	13	1410	5	13	320	4	1	170	2	5	490	7	1-7	760	3	1-13	1850	5	1-13	840	5	5-13	2,620	31	1-5	1,290	14	13=>1	5370	19	1-5-13	11300	34			(*1,2)12,11(13,16,17)(5,7,15)3,14,9(4,8)-6 10	(*1,2)(11,12)13,16(5,15,17)7(3,14,9)(4,8)-6 10	12.0 - 10.3 - 11.1 - 11.7 - 11.6 - 11.8	12.0 - 22.3 - 33.4 - 45.1 - 56.7 - 68.5 (33.4-35.1)	13=>1=>5	69290.0	193.0
200807010110	ダ	左	1700	晴	良	14:55	沈丁花賞 		2008-3-1	1	中京	1	3歳500万下	(混)(特指)(馬齢)	15	620	3	15	190	2	14	460	5	2	400	4	7-8	2200	8	14-15	3120	9	14-15	1,100	9	2-15	1,040	8	2-14	2,570	23	15=>14	5790	15	2-14-15	10340	29	10,12(4,5,6,14)(2,15)8(9,11,13)-7,3-(1,16)	10,12(4,5,14)6,15,2,8(9,11,13)-7,3-16,1	(*10,12)14(4,15)(2,5)8(11,13)3(7,6)9(1,16)	(*10,12,14)(4,15)(2,5)8-(7,11,3)-(6,13)(9,1,16)	7.0 - 11.3 - 12.1 - 13.4 - 13.1 - 12.8 - 13.1 - 12.3 - 12.4	7.0 - 18.3 - 30.4 - 43.8 - 56.9 - 69.7 - 82.8 - 95.1 - 107.5 (30.4-37.8)	15=>14=>2	50570.0	129.0
