	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200810010101	ダ	右	1000	晴	良	09:50	3歳未勝利		2008-1-19	1	小倉	1	3歳未勝利	(混)(馬齢)	5	250	1	5	130	1	8	410	5	7.0	260	4.0	5-7	2190.0	6.0	5-8	2760	10	5-8	920	9	5-7	370	4	7-8	1,750	19	5=>8	4120	15	5-7-8	5430	17			(*1,7)-6-5(8,10)(3,4)2-11-9	1,7(6,5)(8,10)4,3,2-11-9	12.1 - 10.4 - 11.4 - 12.2 - 12.9	12.1 - 22.5 - 33.9 - 46.1 - 59.0 (33.9-36.5)			
200810010102	芝	右	1200	晴	良	10:20	3歳未勝利		2008-1-19	1	小倉	1	3歳未勝利	牝(馬齢)	4	350	2	4	170	2	10	340	5	1.0	410	6.0	2-5	430.0	1.0	4-10	2290	10	4-10	930	13	1-4	790	9	1-10	1,780	21	4=>10	3920	15	1-4-10	10310	30			(*3,4)13(1,10)11,2(8,7,12)(6,9,14)(16,17)15 5	(3,*4)(1,10,13)8,11(6,2,12)(15,7,9)14,16,17 5	12.0 - 10.7 - 10.9 - 11.5 - 12.2 - 11.7	12.0 - 22.7 - 33.6 - 45.1 - 57.3 - 69.0 (33.6-35.4)			
200810010103	芝	右	1800	晴	良	10:50	3歳未勝利		2008-1-19	1	小倉	1	3歳未勝利	(馬齢)	15	1880	5	15	570	7	4	290	4	5.0	240	3.0	2-8	2340.0	12.0	4-15	4690	17	4-15	1,850	20	5-15	1,820	19	4-5	750	7	15=>4	9690	34	4-5-15	11020	34	(*13,15)(8,10)(5,11)(7,12)(4,16)6,14,2,3(1,9)	(*13,15)(8,10)(5,11)12,16,7(4,6,14)-(2,3)(1,9)	(*13,15)(5,10)(8,11)(7,12)(4,16,14)6(2,3)(9,1)	(*13,15)(5,10)8(7,11,16)(12,14)4(2,3,6)(9,1)	12.2 - 11.7 - 12.8 - 13.0 - 12.7 - 12.5 - 11.8 - 12.0 - 11.5	12.2 - 23.9 - 36.7 - 49.7 - 62.4 - 74.9 - 86.7 - 98.7 - 110.2 (36.7-35.3)			
200810010104	芝	右	1200	晴	良	11:20	3歳未勝利		2008-1-19	1	小倉	1	3歳未勝利	(混)(馬齢)	4	250	1	4	130	2	14	120	1	9.0	280	5.0	2-7	450.0	1.0	4-14	500	1	4-14	210	1	4-9	600	4	9-14	820	9	4=>14	930	2	4-9-14	1840	2			(*4,11)(3,17)(5,10,14)(9,18,16)15(8,6)1,13(2,12,7)	(*4,11)17(3,14)(5,10)9(8,18,16)15(1,6,7)2,13-12	12.1 - 10.5 - 11.1 - 11.8 - 11.8 - 11.6	12.1 - 22.6 - 33.7 - 45.5 - 57.3 - 68.9 (33.7-35.2)			
200810010105	芝	右	1200	晴	良	11:50	3歳新馬		2008-1-19	1	小倉	1	3歳新馬	(混)(馬齢)	7	910	4	7	290	5	11	1,180	10	13.0	200	2.0	4-6	8430.0	20.0	7-11	15100	39	7-11	4,270	41	7-13	820	7	11-13	3,650	35	7=>11	25730	68	7-11-13	27010	73			(*13,17)-7,18(11,14)(8,5)15(3,2)12-(4,6)=(9,16)-10-1	(*13,17)7,14,11,18,8(3,5,15)(2,12)(4,6)=9=(1,16)10	12.0 - 10.4 - 11.2 - 11.4 - 11.8 - 11.9	12.0 - 22.4 - 33.6 - 45.0 - 56.8 - 68.7 (33.6-35.1)			
200810010106	ダ	右	1000	晴	良	12:40	4歳以上500万下		2008-1-19	1	小倉	1	4歳以上500万下	(定量)	2	1810	6	2	410	6	5	210	2	4.0	280	3.0	2-4	5110.0	15.0	2-5	4230	14	2-5	1,360	16	2-4	1,650	18	4-5	760	7	2=>5	13330	36	2-4-5	9250	29			(*8,14)(5,2)4(1,12)(3,9)7,11,6,10-13	(*8,14,2)5,4(1,12)3-(7,9)11,6,10,13	12.1 - 10.7 - 11.4 - 11.8 - 12.7	12.1 - 22.8 - 34.2 - 46.0 - 58.7 (34.2-35.9)			
200810010107	ダ	右	2400	晴	良	13:10	4歳以上500万下		2008-1-19	1	小倉	1	4歳以上500万下	(定量)	14	2710	7	14	520	7	9	220	3	11.0	2,210	14.0	5-8	2310.0	8.0	9-14	3690	13	9-14	1,100	11	11-14	9,800	69	9-11	4,090	38	14=>9	10070	36	9-11-14	62400	149	1,15,6(3,7)(4,5)11(14,2)8(12,13,10,9)	1,15(3,6,7)(4,5)11(14,2,8)9(12,13,10)	(1,*15,6,9)7(3,8)(5,11)(4,2)13,14,12,10	(15,*9)6,7(1,3)11(5,8,2)(4,14)12,13-10	12.7 - 11.1 - 11.9 - 13.4 - 13.6 - 13.8 - 14.0 - 13.2 - 12.4 - 12.3 - 12.7 - 13.1	12.7 - 23.8 - 35.7 - 49.1 - 62.7 - 76.5 - 90.5 - 103.7 - 116.1 - 128.4 - 141.1 - 154.2 (35.7-38.1)			
200810010108	芝	右	2000	晴	良	13:45	4歳以上500万下		2008-1-19	1	小倉	1	4歳以上500万下	牝(定量)	5	1210	5	5	430	6	1	710	9	7.0	740	10.0	1-3	3890.0	17.0	1-5	10790	35	1-5	3,830	46	5-7	3,790	44	1-7	5,750	63	5=>1	28910	88	1-5-7	39980	133	8,11,16(5,12,18)9,2(7,13)(1,3,10)4,6,14,17 15	8,11,16(5,12)18(2,9)(7,13)(1,10)(3,4)6,14,17 15	8,11,16(5,12)9(2,18)(7,13)(1,10,14)(6,4)3,17 15	(8,*11)16(5,12)9,2,7(1,10)(18,14)(3,6)(13,4)17 15	12.0 - 10.7 - 12.1 - 12.4 - 12.3 - 12.0 - 12.1 - 11.8 - 11.9 - 12.2	12.0 - 22.7 - 34.8 - 47.2 - 59.5 - 71.5 - 83.6 - 95.4 - 107.3 - 119.5 (34.8-35.9)			
200810010109	ダ	右	1700	晴	良	14:20	4歳以上500万下		2008-1-19	1	小倉	1	4歳以上500万下	(混)(定量)	9	400	2	9	140	2	7	160	3	2.0	130	1.0	4-5	1010.0	4.0	7-9	1140	4	7-9	370	3	2-9	270	1	2-7	310	2	9=>7	2150	7	2-7-9	1150	1	(*7,8,11)4,10(6,9)2(3,12)(1,5,13)16,15,14	7(4,8)11,10(6,9)2(1,3)(5,12)15(16,13)-14	7(4,8,11)9(10,2)6(15,1,5,3)-(16,12)13-14	7(4,9)(8,2)(10,11,5)(15,6,1,3)-16-(12,13)=14	7.1 - 11.4 - 12.1 - 12.9 - 12.5 - 12.4 - 12.3 - 12.2 - 12.9	7.1 - 18.5 - 30.6 - 43.5 - 56.0 - 68.4 - 80.7 - 92.9 - 105.8 (30.6-37.4)	9=>7=>2	6970.0	9.0
200810010110	芝	右	2000	晴	良	14:55	背振山特別 		2008-1-19	1	小倉	1	4歳以上500万下	(混)(定量)	3	530	3	3	200	3	10	240	4	14.0	140	1.0	2-5	2970.0	11.0	3-10	3020	9	3-10	1,110	10	3-14	450	2	10-14	510	3	3=>10	5190	16	3-10-14	3630	5	7,16(8,15,18)(3,11,12,13)(2,6,14)-10(5,9)17,4-1	7(16,18)(8,15,13)(11,12)3(6,14)2,10,5,9,17-4,1	(*7,18)13(8,16)12(3,15)(11,6,14)(2,10)(5,9)-17(4,1)	(7,*18)(8,16,13)3(12,14)(15,10)(11,6,9)(2,5)17(4,1)	12.3 - 11.3 - 11.7 - 12.3 - 11.9 - 11.7 - 11.9 - 12.0 - 12.1 - 12.3	12.3 - 23.6 - 35.3 - 47.6 - 59.5 - 71.2 - 83.1 - 95.1 - 107.2 - 119.5 (35.3-36.4)	3=>10=>14	29700.0	57.0
