	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200803010101	ダ	右	1000	晴	稍重	09:50	3歳未勝利		2008-4-12	1	福島	1	3歳未勝利	[指](馬齢)	12	2380	4	12	350	4	11	110	1	7	590	5	8-8	960.0	3.0	11-12	1020	3	11-12	440	4	7-12	3,780	21	7-11	660	5	12=>11	3860	11	7-11-12	5600	14			(*2,11)12-1,3,8(4,6,7)-10=9=5	(*2,11)12=1-(8,7)(4,3)6=10=9=5	12.4 - 10.6 - 11.4 - 12.0 - 13.1	12.4 - 23.0 - 34.4 - 46.4 - 59.5 (34.4-36.5)			
200803010102	芝	右	1200	晴	良	10:20	3歳未勝利		2008-4-12	1	福島	1	3歳未勝利	[指](馬齢)	10	280	2	10	110	2	15	110	1	1	160	3	5-8	280.0	1.0	10-15	260	1	10-15	140	1	1-10	440	5	1-15	350	3	10=>15	710	2	1-10-15	820	2			(*4,10)(1,5,15)13(2,3,9)(8,6,16)-7,14,12,11	(*4,10)(1,15)5,13(3,9)(2,8,6,16)-7-(12,14)11	12.1 - 10.5 - 11.1 - 11.9 - 11.7 - 12.8	12.1 - 22.6 - 33.7 - 45.6 - 57.3 - 70.1 (33.7-36.4)			
200803010103	ダ	右	1700	晴	稍重	10:50	3歳未勝利		2008-4-12	1	福島	1	3歳未勝利	[指](馬齢)	2	160	1	2	110	1	5	160	2	8	220	5	2-3	330.0	1.0	2-5	360	1	2-5	210	1	2-8	900	9	5-8	1,000	12	2=>5	500	1	2-5-8	2250	5	2,12(5,9,11,13)(10,14)(3,6)(4,8,15)1-7	2(5,12)(9,11)13,10,14(3,6)(4,8)1-15,7	2-5(12,6)-(9,11,8)(10,13)-14(1,4)-(3,7)15	2=5,6-8-(9,12)11(1,14,10)4(7,13)3-15	7.1 - 11.3 - 11.4 - 12.3 - 12.7 - 12.8 - 12.4 - 12.1 - 13.0	7.1 - 18.4 - 29.8 - 42.1 - 54.8 - 67.6 - 80.0 - 92.1 - 105.1 (29.8-37.5)			
200803010104	芝	右	2000	晴	良	11:20	3歳未勝利		2008-4-12	1	福島	1	3歳未勝利	牝[指](馬齢)	2	9410	10	2	1,090	10	1	120	1	4	900	8	1-1	7690.0	17.0	1-2	5620	18	1-2	2,220	19	2-4	13,850	64	1-4	1,880	17	2=>1	18190	44	1-2-4	45510	86	1,6(3,16)(2,8,13,14)(12,15)10(7,11)(4,5,9)	1,6(3,8,16)(2,13,14)15(10,12)(7,11)9(4,5)	(*1,6)8,3(2,14)16(10,13,12)15(7,4,11,9)-5	1(6,8)2-(3,10,12)(7,14)(13,4)-(5,11,15)(16,9)	12.2 - 11.4 - 11.7 - 12.7 - 12.9 - 12.5 - 12.0 - 12.4 - 12.1 - 13.0	12.2 - 23.6 - 35.3 - 48.0 - 60.9 - 73.4 - 85.4 - 97.8 - 109.9 - 122.9 (35.3-37.5)			
200803010105	芝	右	1200	晴	良	11:50	3歳未勝利		2008-4-12	1	福島	1	3歳未勝利	(混)[指](馬齢)	2	180	1	2	120	1	14	440	7	13	270	3	1-7	500.0	2.0	2-14	1990	5	2-14	750	6	2-13	360	2	13-14	1,360	12	2=>14	2750	7	2-13-14	2780	5			(*3,9,13,11)(1,2,7,15)(10,16)(4,14,6)8,12-5	(3,*9,13)(1,2,11)7(10,16,15,6)14(4,8)-12,5	12.0 - 10.9 - 11.5 - 12.2 - 12.2 - 12.4	12.0 - 22.9 - 34.4 - 46.6 - 58.8 - 71.2 (34.4-36.8)			
200803010106	芝	右	1800	晴	良	12:40	3歳未勝利		2008-4-12	1	福島	1	3歳未勝利	[指](馬齢)	15	610	2	15	220	2	11	480	5	1	350	4	6-8	2270.0	8.0	11-15	3710	14	11-15	1,130	10	1-15	720	7	1-11	1,450	16	15=>11	6740	21	1-11-15	8020	23	11,6(10,15,16)(3,9,12)(2,4,14)8,13(1,5)-7	11,6,15(10,9,16)(3,4,12)2(13,14)(1,8)5-7	(*11,6)15(9,3,16)(10,2,4,12)(14,8)13,1(5,7)	(*11,6)15(9,3,16)(2,4,12)8(10,13,14)(5,1)7	12.5 - 11.2 - 12.5 - 12.8 - 12.6 - 12.4 - 12.5 - 11.9 - 12.7	12.5 - 23.7 - 36.2 - 49.0 - 61.6 - 74.0 - 86.5 - 98.4 - 111.1 (36.2-37.1)			
200803010107	ダ	右	1150	晴	稍重	13:10	4歳以上500万下		2008-4-12	1	福島	1	4歳以上500万下	[指](定量)	11	290	1	11	150	1	6	260	5	3	860	10	3-6	1090.0	7.0	6-11	1610	6	6-11	540	5	3-11	2,170	22	3-6	3,630	36	11=>6	2270	6	3-6-11	14550	43			(*12,13,11)6(1,10,8)16(2,4,3,14)-(7,15)9,5	(*12,13)11(1,10,6)(2,3,8)4(14,16)7,15,9,5	9.3 - 11.0 - 11.2 - 12.0 - 12.4 - 12.7	9.3 - 20.3 - 31.5 - 43.5 - 55.9 - 68.6 (31.5-37.1)			
200803010108	ダ	右	1700	晴	稍重	13:45	4歳以上500万下		2008-4-12	1	福島	1	4歳以上500万下	牝[指](定量)	10	7290	10	10	1,210	10	12	180	2	15	200	3	6-7	7140.0	14.0	10-12	10450	27	10-12	3,340	29	10-15	3,390	30	12-15	460	4	10=>12	27740	61	10-12-15	16590	49	7(12,10)(8,15)14(3,11)(2,6,9,4)5-1-13	7,12(8,10)(14,15)(3,11)(2,6,9,4)5-1,13	(7,*12,1)10(15,4,13)(8,14)(11,5)(3,2,6,9)	(*12,10)1(7,15,4)(14,5,13)(8,11)9(2,6)3	7.0 - 11.1 - 12.1 - 13.0 - 13.2 - 12.7 - 12.2 - 12.5 - 13.0	7.0 - 18.1 - 30.2 - 43.2 - 56.4 - 69.1 - 81.3 - 93.8 - 106.8 (30.2-37.7)			
200803010109	芝	右	1200	晴	良	14:20	4歳以上500万下		2008-4-12	1	福島	1	4歳以上500万下	[指](定量)	7	1190	6	7	350	6	6	150	1	8	280	5	3-4	690.0	3.0	6-7	2700	9	6-7	850	8	7-8	1,680	23	6-8	570	4	7=>6	6660	24	6-7-8	6920	21			3,6,13,5(8,7,14)(2,9)(10,15)16(1,11,12)4	(*3,6)13(8,5,7)(2,9)(10,15,14)-16(11,12)1,4	12.1 - 10.5 - 11.0 - 12.2 - 11.8 - 12.2	12.1 - 22.6 - 33.6 - 45.8 - 57.6 - 69.8 (33.6-36.2)	7=>6=>8	57310.0	168.0
200803010110	芝	右	1800	晴	良	14:55	ひめさゆり賞 		2008-4-12	1	福島	1	3歳500万下	(混)(特指)(馬齢)	1	750	4	1	200	4	12	190	3	3	120	1	1-8	2110.0	10.0	1-12	2210	10	1-12	730	10	1-3	360	3	3-12	340	2	1=>12	4710	21	1-3-12	1970	6	(*6,11)(7,3)(8,10)2,12,4,9(1,5)	6(7,11)3-10-(2,8)(4,12)-(9,5)1	(*6,11)(7,3)(4,8,12)2(10,1)5,9	6,3(7,11,8,12)4,1(2,5)10,9	12.3 - 10.7 - 11.7 - 12.2 - 12.4 - 12.3 - 12.4 - 12.0 - 12.9	12.3 - 23.0 - 34.7 - 46.9 - 59.3 - 71.6 - 84.0 - 96.0 - 108.9 (34.7-37.3)	1=>12=>3	17160.0	57.0
