waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017102595	ロジーナ	牝5	54.0	01178	斎藤	00429	佐々木		
1	2	2018104949	フォイアーロート	牡4	54.0	01154	松若	01186	中村		
2	3	2016104232	カヌメラビーチ	牡6	55.0	01095	吉田隼	01105	須貝		
2	4	2013105594	ナンヨーアミーコ	セ9	54.0	05243	柴山	00420	宗像		
3	5	2016101153	ダノンシティ	牡6	56.0	01157	鮫島駿	01154	橋口		
3	6	2017100381	オパールシャルム	牝5	53.0	00689	江田照	01064	武藤		
4	7	2016104227	ジョニーズララバイ	牡6	55.0	01037	太宰	01002	音無		
4	8	2017102516	エレヴァート	牝5	52.0	01199	角田河	01121	角田		
5	9	2017106264	ビアイ	牝5	52.0	01128	川須	01188	畑端		
5	10	2017100367	サトノファビュラス	牝5	54.0	01117	丸田	00420	宗像		
6	11	2017103895	テーオーマルクス	牡5	55.0	01138	藤懸	01018	宮		
6	12	2016105673	トーセンリスト	牝6	54.0	01185	小沢	01115	菊沢		
7	13	2016104193	メイショウハナモリ	牡6	54.0	01130	高倉	01099	本田		
7	14	2016105211	オースミカテドラル	牡6	54.0	01019	秋山真	01136	高橋亮		
8	15	2017104055	ディモールト	牡5	54.0	01015	古川吉	01121	角田		
8	16	2018102047	マリーナ	牝4	53.0	01163	坂井	01075	矢作		
