rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	5	5		ゴールデンカイザー	牡4	650.0		阿部武臣	1:55.9				5.8	5	1052	17		金田勇		宝田浩二	16.0
2	3	3		マツノビューティ	牝6	640.0		藤野俊一	1:56.3				4.7	3	1076	8		長部幸光		渡辺勇	4.8
3	7	7		ロマンチック	牡8	660.0		赤塚健仁	1:58.7				4.6	2	1036	-9		大友栄人		大道哲也	2.4
4	4	4		マナユウ	牝5	640.0		鈴木恵介	2:04.2				15.9	6	1083	-4		小北栄一		赤麿秀人	1.4
5	2	2		キタカゼ	牡4	650.0		西謙一	2:06.0				3.4	1	1075	9		西弘美		丹治満夫	0.9
6	6	6		コウシュハスパーク	牡8	660.0		松田道明	2:06.2				4.8	4	1078	4		金山明彦		広瀬豪	
7	1	1		ホクショウゴールド	牡4	650.0		菊池一樹	2:06.7				49.6	8	993	3		村上慎一		井内紀子	
8	8	10		ミツボシ	牡9	660.0		長澤幸太	2:09.0				74.3	10	1012	-12		服部義幸		伊東洋一	
9	8	9		ダイヤディープ	牡5	660.0		船山蔵人	2:19.8				55.5	9	975	-7		松井浩文		白田信一	
10	7	8		ホッカイイチバン	牝5	640.0		村上章	2:22.9				28.9	7	1012	-17		小林勝二		（株）大阪畜産	
