rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		コノミチヒトスジ	牡2	490.0		鈴木恵介	2:23.1				6.8	4	882	14		金山明彦		新山正一郎	15.0
2	4	4		ニセコヒカル	牝2	470.0		藤野俊一	2:23.5				3.1	1	850	10		平田義弘		堀忠一	3.7
3	2	2		コジロウマル	牡2	490.0		西謙一	2:27.1				3.1	2	917	5		西弘美		丸毛清美	1.8
4	7	7		トウショウアイリス	牝2	470.0		阿部武臣	2:55.4				16.0	6	890	-4		大友栄人		宝田浩二	1.2
5	7	8		ショウオー	牡2	490.0		菊池一樹	2:59.6				25.4	9	902	-2		久田守		佐藤豊	0.7
6	6	6		ロングビユウテイ	牝2	470.0		西将太	3:10.7				12.6	5	827	-6		西康幸		熊谷信義	
7	8	9		フレイムサクラ	牝2	470.0		舘澤直央	3:12.0				101.4	10	802	-2		金田勇		今野義雄	
8	5	5		カルヴァドス	牡2	490.0		船山蔵人	3:12.9				5.8	3	847	-6		鈴木邦哉		鈴木公伸	
9	8	10		アアモンドカゲオー	セ2	480.0		松田道明	3:18.9				18.2	7	871	5		金山明彦		下内美繪子	
10	3	3		メオトサワー	牝2	470.0		赤塚健仁	3:41.2				19.1	8	879	-10		西康幸		杉沢勝治	
