waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017105886	アークウィズ			05599	池谷匠翔	a0293	武井和実	433	5
2	2	2016101228	ルルド			a017d	橋本直哉	a02a6	平山真希	427	6
3	3	2016102871	ラウズアップ			05001	内田利雄	a0188	牛房栄吉	418	-1
4	4	2018103947	スマートリン			05443	本田正重	a022a	玉井昇	499	-6
5	5	2018101283	ゲームアプレット			05488	本橋孝太	a02d8	山崎裕也	461	2
5	6	2017101054	ナムラダヴィンチ			05230	今野忠成	05332	安池成実	425	-1
6	7	2016100281	アルディートシチー			05199	左海誠二	05436	林正人	485	1
6	8	2018101624	ウインジュノー			05590	藤本現暉	05439	河津裕昭	520	4
7	9	2016103622	ルフレシャンス			05562	岡村健司	05496	佐々木清	459	-4
7	10	2017103071	アクートラッシュ			a0420	古岡勇樹	05703	山田質	444	-1
8	11	2014102793	ザイマカ			05365	山崎誠士	05670	林隆之	477	3
8	12	2018106677	ノアブラック			05455	町田直希	a0293	武井和実	439	3
