rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	14		スカーレットスカイ	牝3	54.0		国分優作	1:25.7		2-2	38.9	4.0	2	460	0		岡田稲男		ゴドルフィン	730.0
2	6	12		シャークスポット	牡3	53.0		松本大輝	1:25.7	クビ	9-9	38.3	29.6	12	446	8		高柳大輔		沖田正憲	290.0
3	6	11		プレジールミノル	牡3	56.0		荻野極	1:25.8	1/2	6-6	38.6	5.7	3	482	0		北出成人		吉岡實	180.0
4	8	16		ボイラーハウス	牡3	56.0		川又賢治	1:25.8	ハナ	6-7	38.6	11.7	5	494	6		竹内正洋		永田博之	110.0
5	4	8		サステナブル	牡3	56.0		団野大成	1:25.9	クビ	12-11	38.2	3.7	1	512	-2		長谷川浩		ノースヒルズ	73.0
6	7	13		シューラヴァラ	牡3	56.0		松若風馬	1:25.9	クビ	14-14	37.7	23.7	10	452	-4		川村禎彦		高原将浩	
7	3	6		タガノペカ	牝3	51.0		角田大和	1:26.0	1/2	4-4	39.0	21.2	7	504	0		西園正都		八木良司	
8	1	2		シゲルホサヤク	牡3	56.0		国分恭介	1:26.4	2.1/2	8-7	39.1	39.5	14	458	4		服部利之		森中蕃	
9	5	10		メイショウハナモモ	牝3	52.0		泉谷楓真	1:26.6	1.1/4	9-10	39.2	22.3	9	454	-2		松永昌博		松本好雄	
10	4	7		トランザクト	牡3	55.0		富田暁	1:27.1	3.0	3-2	40.2	86.5	15	500	-4		武藤善則		明栄商事	
11	3	5		タガノネクステージ	牡3	56.0		藤懸貴志	1:27.9	5.0	1-1	41.2	29.9	13	492	2		鈴木孝志		八木良司	
12	8	15		サンライズシューズ	牝3	51.0		小沢大仁	1:28.2	1.1/2	9-13	40.7	28.8	11	454	-4		牧浦充徳		呉本昌時	
13	5	9		ウェーブメジャー	牡3	56.0		川須栄彦	1:28.2	クビ	12-11	40.5	101.8	16	464	-2		中尾秀正		万波健二	
14	2	3		レッドソルダード	セ3	56.0		藤岡康太	1:28.3	1/2	16-16	38.9	15.5	6	482	4		須貝尚介		東京ホースレーシング	
15	2	4		タマモヒメギミ	牝3	54.0		松田大作	1:28.4	1/2	4-4	41.4	11.5	4	478	4		五十嵐忠		タマモ	
16	1	1		ジャスティンスター	牡3	56.0		岩田康誠	1:28.7	1.3/4	15-15	40.3	22.1	8	500	-6		安田隆行		三木正浩	
