waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2015102745	クリノアリエル	牝7	55.0	05243	柴山	01161	武英		
1	2	2017102808	オレンジペコ	牝5	55.0	01093	藤岡佑	01161	武英		
2	3	2018104041	マウンテンムスメ	牝4	55.0	01170	横山武	01010	中野		
2	4	2017103792	ノクターンノーツ	牝5	55.0	01178	斎藤	01180	田中克		
3	5	2018100756	シュアーヴアリア	牝4	55.0	01095	吉田隼	00412	高橋裕		
3	6	2017105337	ミスビアンカ	牝5	55.0	01186	角田和	01129	高橋忠		
4	7	2016100298	ミニオンペール	牝6	55.0	01109	黛	01171	小手川		
4	8	2017100583	ディヴィナシオン	牡5	57.0	01030	松田	00427	森		
5	9	2018106603	ネクストストーリー	牝4	55.0	01144	菱田	01081	中川		
5	10	2015104270	オメガラヴィサン	セ7	57.0	01140	横山和	01164	安田翔		
6	11	2016110041	ショウナンアリアナ	牝6	55.0	01015	古川吉	01117	高野		
6	12	2017110123	ヴィズサクセス	牡5	57.0	05203	岩田康	01145	奥村武		
7	13	2018103932	フミロア	牝4	55.0	01181	秋山稔	01133	黒岩		
7	14	2017101248	コスモアンジュ	牝5	55.0	01091	丹内	01064	武藤		
8	15	2018101452	スンリ	牝4	55.0	01157	鮫島駿	01110	清水久		
8	16	2016104227	ジョニーズララバイ	牡6	57.0	01025	勝浦	01002	音無		
