rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	11		ダイチヴィット	牡3	56.0		江田照男	1:27.5		6-6	36.7	20.7	6	456	4		竹内正洋		荻伏服部牧場	510.0
2	7	13		トーセンリヤン	牡3	56.0		横山和生	1:28.0	3.0	4-3	37.5	11.1	5	442	-4		池上昌和		島川隆哉	200.0
3	3	5		グローサーベア	セ3	56.0		津村明秀	1:28.1	3/4	13-10	36.8	5.9	2	466	-6		矢野英一		社台レースホース	130.0
4	5	9		クァンタムリープ	牡3	54.0		木幡育也	1:28.3	1.0	2-2	37.9	21.3	7	474	-2		鹿戸雄一		シルクレーシング	77.0
5	2	2		ドロス	牡3	56.0		ルメール	1:28.3	クビ	1-1	37.9	1.9	1	490	-10		新開幸一		外池榮一郎	51.0
6	8	14		チェリーガイア	牝3	53.0		野中悠太	1:28.7	2.1/2	2-3	38.2	73.2	9	462	-2		小西一男		櫻井悦朗	
7	2	3		トーセンレビュー	牡3	56.0		木幡巧也	1:29.0	2.0	10-8	37.9	115.2	10	514	0		松永康利		島川隆哉	
8	1	1		マロンジェム	牡3	56.0		内田博幸	1:29.1	1/2	6-6	38.4	25.3	8	488	12		稲垣幸雄		フロンティア	
9	4	6		フィーバス	牡3	56.0		ミナリク	1:29.8	4.0	4-5	39.2	7.2	4	476	8		田中剛		松村真司	
10	6	10		パレット	牝3	54.0		北村宏司	1:29.8	アタマ	9-8	38.7	205.6	13	448	4		黒岩陽一		水上行雄	
11	7	12		キタノタカワシ	牡3	56.0		吉田豊	1:30.0	1.0	10-10	38.6	180.1	12	458	8		土田稔		北所直人	
12	5	8		エバーバリュー	牝3	54.0		松岡正海	1:30.0	クビ	13-14	38.2	249.9	15	386	6		小島茂之		宇田豊	
13	4	7		キンバリープロセス	牡3	56.0		石橋脩	1:30.3	2.0	15-15	38.2	6.0	3	490	-14		手塚貴久		ゴドルフィン	
14	8	15		スタニングビスタ	牝3	54.0		武藤雅	1:30.7	2.1/2	8-13	39.2	240.8	14	448	0		武藤善則		岡田牧雄	
15	3	4		ネイチャーローズ	牡3	56.0		井上敏樹	1:30.7	ハナ	10-10	39.3	155.3	11	468	12		根本康広		井上修一	
