rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	7		ヴェリタスキング	牡10	56.0		大柿一真	1:34.3		4-4-4-3	40.7	2.7	1	477	-3		野田忍		野田秀人	50.0
2	5	6		キョウワベルナルド	牡8	56.0		中田貴士	1:34.4	3/4	9-9-7-4	40.1	10.6	5	470	0		山口浩幸		冨田藤男	20.0
3	8	12		コスモプロケッラ	セ5	56.0		石堂響	1:34.4	ハナ	5-5-3-1	40.6	4.1	2	452	1		盛本信春		山田弘	12.5
4	2	2		ウワサノテンマ	牝4	54.0		竹村達也	1:34.8	2.1/2	8-7-6-5	40.9	28.4	7	456	2		大山寿文		山本晋也	7.5
5	6	8		エイシンニアルコス	牡4	56.0		鴨宮祥行	1:34.8	クビ	11-11-9-7	40.1	6.7	4	462	-9		渡瀬寛彰		谷謙介	5.0
6	7	10		アズナブール	牝4	54.0		川原正一	1:35.2	2.1/2	3-3-4-6	41.6	30.0	8	406	3		有馬澄男		西田彰宏	
7	1	1		ギョベクリテペ	牝4	52.0		長尾翼玖	1:35.6	2.1/2	1-1-1-2	42.2	27.9	6	415	3		田村彰啓		梶原大輔	
8	8	11		アチェンティ	牝7	54.0		渡瀬和幸	1:35.6	アタマ	12-12-12-11	40.4	4.3	3	441	2		稻田彰宏		巴山尊文	
9	3	3		エンジェルアイドル	牝7	54.0		小谷周平	1:35.8	1.0	10-10-9-10	41.4	48.8	10	462	-3		稻田彰宏		組）オールザベスト組	
10	5	5		チェリージャーマン	セ4	56.0		松本幸祐	1:35.9	1/2	2-2-2-7	42.5	45.4	9	469	6		保利良次		保利照美	
11	7	9		オメガクラージュ	牝4	53.0		大山龍太	1:36.1	1.0	5-6-8-9	42.2	93.6	12	442	8		田村彰啓		重野心平	
12	4	4		シルフィウム	牡7	56.0		廣瀬航	1:36.4	2.0	7-8-11-12	42.2	82.1	11	455	2		大塚信次		大黒富美子	
