rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	14		アラビアンナイト	牝2	54.0		戸崎圭太	1:36.3		8-7	34.5	2.4	1	426	0		田村康仁		ＨｉｍＲｏｃｋＲａｃｉｎｇホールディングス	510.0
2	4	6		ディアマンテール	牡2	55.0		ルメール	1:36.5	1.1/4	2-2	35.3	3.0	2	484	10		国枝栄		サンデーレーシング	200.0
3	7	11		アップリバー	牝2	54.0		木幡巧也	1:36.7	1.1/4	5-6	35.1	3.8	3	490	8		牧光二		平田修	130.0
4	2	2		ラブリーハミング	牝2	54.0		武士沢友	1:36.9	1.1/2	11-11	34.7	147.6	9	452	-6		竹内正洋		池田草龍	77.0
5	6	9		コスモノート	牡2	55.0		内田博幸	1:37.0	クビ	14-13	34.5	20.6	4	512	-4		古賀慎明		ゴドルフィン	51.0
6	7	12		ドルフィンクエスト	牡2	55.0		田辺裕信	1:37.0	クビ	4-2	35.7	24.4	6	458	-10		伊藤大士		ミルファーム	
7	1	1		ヒットザシーン	牝2	54.0		津村明秀	1:37.3	1.1/2	5-7	35.6	176.2	12	462	-2		畠山吉宏		サラブレッドクラブ・ラフィアン	
8	6	10		タイプチョウサン	牡2	55.0		江田照男	1:37.6	2.0	11-11	35.4	149.2	10	392	8		石毛善彦		チョウサン	
9	5	7		リネンデザイン	牝2	54.0		荻野極	1:37.7	1/2	1-1	36.5	32.0	7	480	-2		加藤和宏		戸山昌彦	
10	4	5		シグナステソーロ	牡2	55.0		武藤雅	1:37.9	3/4	5-4	36.4	124.9	8	480	0		加藤士津		了徳寺健二ホールディングス	
11	3	4		シヴァタウ	牝2	54.0		嘉藤貴行	1:38.5	4.0	8-9	36.6	530.9	14	454	2		高橋祥泰		ミルファーム	
12	5	8		モッツアフィアート	牝2	53.0		木幡育也	1:38.6	3/4	8-9	36.7	363.8	13	446	0		岩戸孝樹		田頭勇貴	
13	8	13		キイソアリング	牝2	51.0		原優介	1:38.7	アタマ	13-13	36.2	158.5	11	408	-4		小桧山悟		安田嘉太郎	
14	3	3		スノウリリー	牝2	54.0		柴田大知	1:39.0	2.0	2-4	37.5	24.0	5	410	-2		高橋祥泰		ビッグレッドファーム	
