rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	16		アシタガアルサ	牡3	56.0		江田照男	1:38.2		9-8	37.3	11.8	3	460	6		小笠倫弘		千葉正人	510.0
2	5	10		オレデイイノカ	牡3	56.0		内田博幸	1:38.3	1/2	3-3	38.2	3.8	2	470	-2		古賀慎明		福島徳佑	200.0
3	2	4		ネオヒューズ	牡3	56.0		野中悠太	1:38.4	3/4	16-13	36.8	15.5	5	486	4		小西一男		西田俊二	130.0
4	4	8		オブデュモンド	牡3	56.0		ルメール	1:38.6	1.1/4	5-4	38.2	1.8	1	516	4		藤沢和雄		多田信尊	77.0
5	1	2		モーリスシチー	牡3	53.0		永野猛蔵	1:38.7	クビ	7-6	38.1	12.5	4	488	0		上原博之		友駿ホースクラブ	51.0
6	6	11		ウインラザンツ	牡3	56.0		柴田大知	1:39.1	2.1/2	1-1	39.2	16.1	6	504	16		畠山吉宏		ウイン	
7	4	7		サムライスピアー	牡3	56.0		柴田善臣	1:39.3	1.1/2	11-10	38.0	18.5	7	448	6		菊川正達		玉腰勇吉	
8	5	9		ニンジャゴー	牡3	56.0		武藤雅	1:39.3	ハナ	15-11	37.9	98.8	11	426	6		水野貴広		野村茂雄	
9	6	12		ウエイトジャッジ	牡3	56.0		田中勝春	1:39.6	1.3/4	11-9	38.5	39.2	9	538	-4		宗像義忠		薗部博之	
10	8	15		タケショウワンダー	牡3	56.0		大野拓弥	1:39.8	1.1/4	11-13	38.2	225.9	14	514	-2		田中清隆		ナイト商事	
11	7	13		トミケンカラバティ	牡3	56.0		横山武史	1:40.1	1.1/2	2-2	40.2	69.5	10	436	-12		尾形和幸		佐野信幸	
12	3	6		テイエムマルタン	牡3	53.0		原優介	1:40.6	3.0	6-6	40.0	216.1	13	484	4		石栗龍彦		竹園正繼	
13	2	3		トラストガイア	牡3	55.0		木幡育也	1:40.8	1.1/2	14-15	38.8	357.2	15	496	10		高木登		菅波立知子	
14	3	5		タイガースネーク	牡3	56.0		石川裕紀	1:42.8	大	3-4	42.5	26.7	8	468	-4		相沢郁		石瀬浩三	
15	1	1		ツカサ	セ3	56.0		横山和生	1:43.0	1.1/2	9-15	41.1	193.9	12	468	-4		勢司和浩		木村廣太	
16	7	14		ヒラボクフラッシュ	牡3	56.0		嶋田純次	1:46.1	大	7-11	44.7	387.5	16	514	0		大竹正博		平田牧場	
