waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2013101462	コスモアモル			05074	赤岡修次	a0041	平和人	531	8
2	2	2016103087	タイセイシャトル			a01ad	上田将司	a003f	宮路洋一	473	0
3	3	2015100451	コスモロブロイ			a03e1	妹尾将充	a02f3	宮川浩一	526	0
4	4	2014105032	シルバーストーン			a0270	岡村卓弥	a0043	雑賀正光	506	1
5	5	2016106492	エイシンオーディン			a042b	井上瑛太	a020e	胡本友晴	487	3
6	6	2017101066	ペイシャワイルド			a02f8	林謙佑	a00ed	田中譲二	518	2
6	7	2014101148	サンライズフォルテ			a00ab	嬉勝則	a00ed	田中譲二	520	1
7	8	2013104542	ロマンチスト			a02da	妹尾浩一	05726	那俄性哲	533	-5
7	9	2014102840	ブレイヴコール			05496	郷間勇太	05580	田中守	504	2
8	10	2013100670	ネスター			05572	佐原秀泰	05726	那俄性哲	446	-6
8	11	2015104876	ロビンズソング			a0258	山崎雅由	a00ed	田中譲二	509	-2
