waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019104077	ナリタボルテックス	牡3	54.0	01185	小沢	01083	松永昌	478	-12
2	2	2019100601	ヤマニンフルリール	牝3	51.0	01199	角田河	01186	中村	458	-4
3	3	2019103041	ショウグン	牡3	56.0	01174	岩田望	01104	笹田	458	-2
4	4	2019100430	ロイエンタール	牡3	56.0	01163	坂井	01176	吉岡	504	2
5	5	2019102568	マーゴットワーズ	牡3	56.0	01138	藤懸	01185	小林	464	4
5	6	2019106573	ヒルノデプラーツ	牡3	55.0	01176	亀田	01078	北出	494	2
6	7	2019100580	リリーラッシャー	牡3	56.0	01112	荻野琢	01082	平田	472	-8
6	8	2019104673	サンティエレーヌ	牝3	52.0	01191	松本	01117	高野	490	-6
7	9	2019105777	ホウオウスミヨシ	牡3	56.0	01099	鮫島良	01018	宮	540	-4
7	10	2019103458	ミヤジタンジロウ	牡3	56.0	01152	小崎	01003	川村	506	-4
8	11	2019102414	ワンダースピアー	牡3	56.0	05525	藤井勘	01166	石坂	494	-4
8	12	2019100932	キタノセレナード	牡3	56.0	01095	吉田隼	01170	坂口	448	0
