rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	15		アスターディゴン	牡3	56.0		吉田隼人	1:09.5		4-2	34.2	2.2	1	466	0		中竹和也		加藤久枝	520.0
2	4	7		エムズフラッシュ	牡3	53.0		西谷凜	1:09.6	1.0	1-1	34.6	79.0	12	436	-6		谷潔		本谷兼三	210.0
3	6	12		ディージェーサン	牝3	54.0		丹内祐次	1:09.7	3/4	2-2	34.6	3.6	2	422	4		古賀史生		ドリームジャパンホースレーシング	130.0
4	8	16		ロッホローモンド	牡3	56.0		富田暁	1:09.8	1/2	5-7	34.3	8.4	3	452	14		須貝尚介		小林英一ホールディングス	78.0
5	8	18		イデアノキセキ	牡3	55.0		泉谷楓真	1:09.9	クビ	9-7	34.3	23.7	8	444	-2		金成貴史		益田修一	52.0
6	5	10		インペリアス	牝3	54.0		松若風馬	1:09.9	1/2	13-10	34.1	16.5	4	440	2		浅見秀一		杉山忠国	
7	3	6		イダマンテ	牡3	56.0		鮫島克駿	1:09.9	ハナ	2-2	34.7	17.8	6	454	4		浅見秀一		ＫＡＪＩＭＯＴＯホールディングス	
8	7	13		ウインオワーズ	牡3	53.0		角田大和	1:10.0	クビ	5-2	34.6	16.9	5	466	-2		高木登		ウイン	
9	2	3		ユーロックデュード	牝3	54.0		川又賢治	1:10.2	1.1/2	5-9	34.8	21.0	7	414	6		吉村圭司		坂東牧場	
10	3	5		チアリング	牝3	54.0		城戸義政	1:10.4	1.1/2	5-2	35.0	121.0	14	458	-6		本間忍		ミルファーム	
11	1	2		ニシノランディ	牡3	56.0		勝浦正樹	1:10.8	2.1/2	9-10	35.2	86.8	13	438	16		土田稔		西山茂行	
12	4	8		サキホコレ	牝3	53.0		秋山稔樹	1:10.8	クビ	15-14	34.8	324.5	17	408	-4		辻野泰之		増山武志	
13	2	4		イーサンカレラ	牡3	56.0		古川吉洋	1:10.9	アタマ	11-12	35.2	25.5	9	452	2		昆貢		国本勇	
14	5	9		レイメイ	牡3	54.0		藤田菜七	1:11.2	1.3/4	17-16	35.0	34.6	11	490	2		松永幹夫		岡浩二	
15	6	11		タイセイホリデー	牝3	54.0		菱田裕二	1:11.4	1.1/4	11-14	35.7	139.2	15	432	4		森田直行		田中成奉	
16	1	1		モンテラパン	牡3	54.0		小沢大仁	1:11.4	アタマ	13-12	35.5	226.4	16	448	4		池添兼雄		村上憲政	
17	7	14		ラブティー	牝3	51.0		松本大輝	1:11.4	アタマ	16-16	35.3	372.8	18	426	-8		和田雄二		増田陽一	
中	8	17		ライブリスマイル	牡3	56.0		西村淳也			18-18		26.2	10	466	-10		森田直行		加藤哲郎	
