rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	6		エスト	牝4	55.0		藤岡佑介	1:53.2		4-2-1-1	38.2	4.2	2	464	2		安田隆行		大島昌也	760.0
2	1	1		ヒミノブルー	牡4	57.0		幸英明	1:53.6	2.1/2	10-9-8-8	37.8	2.4	1	520	2		寺島良		佐々木八郎	300.0
3	5	5		マテラサンオウ	牡4	56.0		岩田望来	1:53.7	クビ	7-7-5-6	38.1	4.6	3	444	-2		浜田多実		大野照旺	190.0
4	8	10		ルクスムンディー	牡5	57.0		川須栄彦	1:54.0	2.0	3-4-2-2	38.8	22.5	7	516	-2		寺島良		前田幸治	110.0
5	7	9		メイショウミチノク	牝4	55.0		太宰啓介	1:54.4	2.1/2	8-8-8-8	38.6	28.7	9	476	-15		高橋亮		松本好雄	76.0
6	7	8		メイショウフクイク	牝4	55.0		鮫島克駿	1:54.4	アタマ	11-11-11-11	38.0	74.8	11	472	-8		藤沢則雄		松本和子	
7	6	7		メイショウラッシュ	牝4	52.0		泉谷楓真	1:54.8	2.1/2	2-2-2-2	39.7	7.9	4	476	14		石橋守		松本好隆	
8	3	3		オリーブティアラ	牝4	54.0		斎藤新	1:54.9	クビ	4-5-5-4	39.3	26.7	8	464	28		中尾秀正		飯田良枝	
9	2	2		マイティバローズ	牡5	57.0		菱田裕二	1:55.0	1/2	4-5-5-4	39.4	14.2	5	452	8		上村洋行		猪熊広次	
10	4	4		ブルベアブロンゾ	牡4	57.0		国分恭介	1:55.0	クビ	9-9-10-10	38.9	22.5	6	562	-4		服部利之		森中蕃	
11	8	11		ライズ	牡4	56.0		富田暁	1:57.3	大	1-1-4-6	41.9	63.8	10	520	4		藤岡健一		中辻明	
