日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/03/29	曇	9	13	6	9	153.4	10	10	56.0	重	1:16.7	2.4	10-11	35.9-38.4	39.9	大井	202244032909	C212　13	202244032909	a0260	中村尚平	ダ	1200	430	2	0.0
2022/03/08	曇	7	16	4	7	80.1	9	7	56.0	良	1:15.5	1.9	13-13	35.6-38.0	38.3	大井	202244030807	C212　13	202244030807	a0260	中村尚平	ダ	1200	428	-4	0.0
2022/02/08	晴	9	16	5	9	38.5	6	7	56.0	良	1:15.8	1.1	7-7	35.8-38.9	39.2	大井	202244020809	C211　1213	202244020809	a0260	中村尚平	ダ	1200	432	-2	0.0
2022/01/25	曇	5	14	3	4	343.9	11	6	56.0	良	1:16.0	0.9	12-11	36.4-38.7	38.0	大井	202244012505	蛇崩川賞	202244012505	a0260	中村尚平	ダ	1200	434	-2	0.0
2021/12/27	晴	6	10	1	1	97.2	9	9	56.0	稍	2:00.3	2.9	6-6-7-7	38.6-39.6	41.4	大井	202144122706	C2一　特選	202144122706	a0260	中村尚平	ダ	1800	436	3	0.0
2021/12/06	曇	5	13	4	4	34.6	7	7	56.0	稍	1:45.8	1.1	10-10-12-11	37.5-41.7	41.6	大井	202144120605	C212　1314	202144120605	a0260	中村尚平	ダ	1600	433	3	0.0
2021/11/16	晴	6	14	6	9	62.8	13	6	56.0	良	1:45.7	1.6	11-10-9-8	38.4-40.5	41.1	大井	202144111606	C211　12	202144111606	a0260	中村尚平	ダ	1600	430	-3	0.0
2021/11/02	晴	6	14	7	11	29.2	5	8	56.0	重	1:15.7	0.9	7-5	35.7-39.1	39.2	大井	202144110206	C212　13	202144110206	05524	笹川翼	ダ	1200	433	-2	0.0
2021/10/04	晴	7	15	8	14	7.1	3	7	56.0	重	1:15.4	2.1	3-4	36.1-37.2	39.1	大井	202144100407	C211　1213	202144100407	00817	的場文男	ダ	1200	435	3	0.0
2021/09/19	晴	3	14	3	4	4.7	3	2	56.0	重	1:14.4	1.3	7-7	35.9-37.2	37.8	大井	202144091903	3歳　220万	202144091903	00817	的場文男	ダ	1200	432	-1	64.0
2021/09/07	曇	3	16	6	11	3.1	2	2	56.0	重	1:16.2	0.1	6-2	37.2-38.9	38.8	大井	202144090703	1995サンタアニタ	202144090703	a01d4	東原悠善	ダ	1200	433	5	64.0
2021/07/17	晴	4	14	5	7	79.0	11	13	56.0	良	1:53.1	6.3	5-5-12-13	29.6-39.5	43.7	函館	202102010504	3歳未勝利	202102010504	01166	川又賢治	ダ	1700	428	-4	0.0
2021/06/27	晴	3	12	8	11	20.8	6	7	56.0	良	1:01.1	0.9	11-9	35.1-36.9	36.2	札幌	202101010603	3歳未勝利	202101010603	01170	横山武史	ダ	1000	432	-2	0.0
2021/06/12	曇	3	12	6	8	10.9	3	6	56.0	良	1:00.9	0.8	10-8	35.0-36.6	35.9	札幌	202101010103	3歳未勝利	202101010103	01170	横山武史	ダ	1000	434	2	0.0
2021/04/10	晴	3	15	2	3	6.5	3	10	56.0	良	1:14.1	1.7	13-11	34.8-37.6	37.8	新潟	202104010103	3歳未勝利	202104010103	01095	吉田隼人	ダ	1200	432	2	0.0
2020/12/19	曇	6	16	6	11	49.1	10	4	55.0	良	1:15.1	0.4	1-1	36.2-38.5	38.9	中山	202006050506	2歳新馬	202006050506	01043	北村宏司	ダ	1200	430	0	110.0
