日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/01/06	雪	9	0	3	3				54.0	稍						川崎	202245010609	豊楽賞	movie.html?race_id=202245010609	a01df	増田充宏	ダ	900	453	5	0.0
2021/12/13	晴	7	10	2	2	62.1	8	4	54.0	稍	0:54.7	0.6	7-5	28.7-37.1	37.0	川崎	202145121307	剛勇賞	movie.html?race_id=202145121307	a01df	増田充宏	ダ	900	448	2	18.0
2021/11/09	曇	7	11	3	3	9.1	5	7	53.0	不	0:55.5	1.0	9-9	28.8-37.1	37.0	川崎	202145110907	飛翔賞	movie.html?race_id=202145110907	05599	池谷匠翔	ダ	900	446	-2	0.0
2021/10/13	雨	12	13	6	10	63.4	10	6	52.0	稍	1:36.8	1.1	4-4-3-3	29.9-40.2	40.8	川崎	202145101312	紅葉葵賞	movie.html?race_id=202145101312	05599	池谷匠翔	ダ	1500	448	-2	0.0
2021/09/30	曇	8	9	2	2	11.1	4	4	54.0	良	1:38.3	1.4	6-5-6-4	32.3-39.0	39.6	船橋	202143093008	馬い!アカシアはちみ	movie.html?race_id=202143093008	05365	山崎誠士	ダ	1500	450	-1	18.0
2021/09/17	曇	6	11	6	7	14.5	6	8	54.0	稍	1:32.4	3.2	7-8-7-7	37.6-39.6	41.4	川崎	202145091706	C1一　二三	movie.html?race_id=202145091706	05365	山崎誠士	ダ	1400	451	1	0.0
2021/08/31	曇	8	12	8	11	42.2	8	4	54.0	良	1:31.3	1.1	9-10-9-6	37.6-40.0	40.0	川崎	202145083108	C1一　二	movie.html?race_id=202145083108	05549	張田昂	ダ	1400	450	5	18.0
2021/07/31	晴	7	9	1	1	6.8	4	8	54.0	良	1:31.4	1.4	8-8-9-8	39.2-38.5	39.0	川崎	202145073107	C1一　二三	movie.html?race_id=202145073107	05365	山崎誠士	ダ	1400	445	-8	0.0
2021/04/22	晴	8	12	5	5	52.6	8	7	54.0	良	1:30.7	0.8	9-8-8-6	38.3-39.4	39.5	川崎	202145042208	C1一　二三	movie.html?race_id=202145042208	a0188	藤江渉	ダ	1400	453	1	0.0
2021/04/02	曇	9	12	8	12	30.6	5	6	54.0	良	1:30.4	0.4	7-8-7-5	37.7-39.0	38.4	浦和	202142040209	春の夢特別	movie.html?race_id=202142040209	05365	山崎誠士	ダ	1400	452	-4	0.0
2021/03/05	曇	8	12	8	12	20.6	5	11	54.0	良	1:31.5	2.5	2-3-3-5	38.8-38.3	40.4	川崎	202145030508	姫金魚草賞	movie.html?race_id=202145030508	05230	今野忠成	ダ	1400	456	1	0.0
2021/01/28	雨	6	10	1	1	5.6	3	3	54.0	重	1:31.6	0.8	3-4-3-2	38.4-40.3	40.7	川崎	202145012806	C1一　二三	movie.html?race_id=202145012806	05549	張田昂	ダ	1400	455	2	30.0
2021/01/03	晴	9	12	8	12	15.5	4	6	54.0	良	1:31.6	0.6	2-2-2-2	38.5-40.1	40.5	川崎	202145010309	恵比寿天賞	movie.html?race_id=202145010309	05000	酒井忍	ダ	1400	453	5	0.0
2020/12/15	晴	10	14	8	14	17.9	7	5	54.0	良	1:36.6	1.1	12-12-14-11	29.5-40.5	39.4	川崎	202045121510	大磯港にぎわい交流施	movie.html?race_id=202045121510	05365	山崎誠士	ダ	1500	448	1	24.0
2020/11/12	曇	10	14	8	14	8.8	4	8	54.0	良	1:45.6	2.3	6-6-6-4	37.3-39.8	41.3	川崎	202045111210	木枯らし特別	movie.html?race_id=202045111210	05524	笹川翼	ダ	1600	447	1	0.0
2020/10/14	曇	7	11	2	2	4.1	2	3	54.0	稍	1:30.7	0.6	5-3-5-4	38.1-39.8	40.0	川崎	202045101407	C1一　二三	movie.html?race_id=202045101407	05524	笹川翼	ダ	1400	446	5	30.0
2020/08/11	晴	9	11	6	6	3.5	2	2	54.0	良	1:30.4	0.9	3-3-3-2	37.8-39.4	40.1	川崎	202045081109	C1一　二	movie.html?race_id=202045081109	05524	笹川翼	ダ	1400	441	-2	45.6
2020/07/16	曇	8	11	5	5	2.8	2	3	54.0	重	1:31.7	1.0	4-4-5-4	38.2-39.9	40.5	川崎	202045071608	C1一　二三	movie.html?race_id=202045071608	05524	笹川翼	ダ	1400	443	-1	30.0
2020/06/11	雨	8	12	8	12	7.5	2	2	54.0	重	1:30.8	0.6	5-5-3-2	39.0-39.3	39.4	川崎	202045061108	C1一　二三	movie.html?race_id=202045061108	05524	笹川翼	ダ	1400	444	-6	45.6
2020/05/15	曇	8	12	5	6	4.2	2	7	54.0	良	1:30.6	0.6	4-3-4-3	38.9-39.2	39.5	川崎	202045051508	C1一　二三	movie.html?race_id=202045051508	a01df	増田充宏	ダ	1400	450	5	0.0
2020/04/17	曇	6	10	4	4	4.7	3	1	54.0	稍	1:29.7	-0.3	3-3-3-2	37.2-40.3	39.3	川崎	202045041706	C1三　四五	movie.html?race_id=202045041706	a01df	増田充宏	ダ	1400	445	5	120.0
2020/03/02	雨	8	12	5	6	3.6	2	1	54.0	重	1:30.7	-0.5	2-2-2-1	38.4-40.0	39.8	川崎	202045030208	C1五　六	movie.html?race_id=202045030208	a01df	増田充宏	ダ	1400	440	3	120.0
2020/01/27	曇	8	11	7	8	55.6	8	3	54.0	重	1:32.3	0.3	4-5-5-3	39.0-40.1	40.0	川崎	202045012708	三武孝尚退職記念	movie.html?race_id=202045012708	a01df	増田充宏	ダ	1400	437	-2	27.5
2019/07/03	曇	3	10	3	3	6.1	3	4	54.0	重	1:48.6	1.5	5-5-5-5	41.0-38.8	39.4	川崎	201945070303	菖蒲特別	movie.html?race_id=201945070303	05455	町田直希	ダ	1600	439	3	27.0
2019/06/12	曇	9	12	5	6	9.6	3	3	54.0	重	1:32.7	0.2	4-4-4-3	38.8-41.1	41.0	川崎	201945061209	ムーンストーンフラワ	movie.html?race_id=201945061209	05455	町田直希	ダ	1400	436	3	62.5
2019/05/13	曇	5	11	3	3	6.5	5	2	54.0	良	1:38.0	0.4	5-5-5-6	30.6-40.6	40.5	川崎	201945051305	杜若賞	movie.html?race_id=201945051305	05230	今野忠成	ダ	1500	433	5	53.2
2019/04/02	曇	10	10	7	7	4.8	2	6	54.0	良	1:33.3	2.0	8-6-5-6	39.4-39.9	40.4	川崎	201945040210	エイプリルフラワー賞	movie.html?race_id=201945040210	05365	山崎誠士	ダ	1400	428	2	0.0
2019/02/27	曇	4	14	5	8	5.1	2	3	54.0	良	1:39.0	0.9	10-10-7-7	30.4-40.6	40.9	川崎	201945022704	萌芽賞	movie.html?race_id=201945022704	05230	今野忠成	ダ	1500	426	-1	37.5
2019/01/29	晴	1	12	6	8	3.0	2	1	54.0	良	1:34.0	-1.0	1-2-1-1	40.4-40.9	40.8	川崎	201945012901	3歳5	movie.html?race_id=201945012901	05365	山崎誠士	ダ	1400	427	-3	130.0
2018/11/08	曇	3	12	8	11	14.4	5	7	54.0	稍	1:02.8	1.1	6-5	0.0-38.4	38.7	門別	201830110803	2歳3組	movie.html?race_id=201830110803	05534	石川倭	ダ	1000	430	0	0.0
2018/10/18	曇	5	12	4	4	6.6	3	12	52.0	稍	1:21.5	6.2	1-6	0.0-39.4	45.6	門別	201830101805	2歳3組	movie.html?race_id=201830101805	05578	落合玄太	ダ	1200	430	2	0.0
2018/09/26	晴	3	10	7	7	1.9	1	10	54.0	良	1:04.0	1.6	2-2	0.0-38.4	39.7	門別	201830092603	2歳3組	movie.html?race_id=201830092603	05286	服部茂史	ダ	1000	428	-4	0.0
2018/08/22	晴	4	8	8	8	3.4	2	4	54.0	重	1:01.2	0.4	2-2	0.0-37.2	37.4	門別	201830082204	JRA認定アタックチ(未勝利)	movie.html?race_id=201830082204	05286	服部茂史	ダ	1000	432	2	8.0
2018/08/09	雨	4	8	2	2	3.3	2	2	54.0	良	1:03.4	0.1	1-1	0.0-39.4	39.5	門別	201830080904	JRA認定アタックチ(未勝利)	movie.html?race_id=201830080904	05286	服部茂史	ダ	1000	430	2	16.0
2018/07/04	曇	2	9	5	5	1.5	1	1	54.0	重	1:02.1	-1.0	1-1	0.0-37.9	37.9	門別	201830070402	2歳未勝利(未勝利)	movie.html?race_id=201830070402	05286	服部茂史	ダ	1000	428	10	50.0
2018/05/22	晴	5	8	8	8	2.5	1	8	54.0	良	1:05.1	2.6	2-2	0.0-39.0	41.4	門別	201830052205	JRA認定フレッシュ(新馬)	movie.html?race_id=201830052205	05286	服部茂史	ダ	1000	418	0	0.0
