waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017105726	カフェメモワール			a029e	笹田知宏	a02be	飯田良弘	486	2
2	2	2018103233	クララコード			00815	川原正一	05289	田中範雄	448	-1
3	3	2018100873	ライトヴィグラス			05522	井上幹太	a02c0	雑賀伸一	471	-3
4	4	2018101004	ダンスウィズロンド			05580	長谷部駿	05639	小牧毅	414	-8
5	5	2013105402	デルマアツヒメ			05584	山田雄大	05707	諏訪貴正	403	3
5	6	2017106062	メイショウマサカツ			a0395	永井孝典	a029f	高馬元紘	420	-11
6	7	2014105631	マリードゥラメール			a0489	佐々木世	05590	長倉功	465	-4
6	8	2018102672	スノウリリー			05328	下原理	05715	北野真弘	414	-6
7	9	2013101133	アーバンスター			05530	杉浦健太	05435	碇清次郎	512	4
7	10	2018102343	エーストビーズ			a048a	長尾翼玖	05266	田中道夫	459	0
8	11	2015102436	モンテローザシチー			05597	鴨宮祥行	a029e	田村彰啓	480	12
8	12	2017106732	レッドホーク			05581	松木大地	a02c0	雑賀伸一	483	-3
