	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
202142010601	ダ	左	1400	曇	良	10:20	2021浦和開幕福始		2021-1-6	10	浦和	1			11	350	2	11	130	2	12	170	4	10.0	100.0	1.0	8-8	3050.0	9.0	11-12	2000	6	11-12	480	6	10-11	150	1	10-12	330	3	8=>8	2950.0	12.0	11=>12	3600	11	10-11-12	660	2	11=>12=>10	7740	22	117122941016583.0	117122941015683	11,7,12,10,9,2,5,4,8,1,6-3	111210729548163	12.2 - 12.1 - 13.5 - 13.6 - 12.0 - 13.6 - 14.3	12.2 - 24.3 - 37.8 - 51.4 - 63.4 - 77.0 - 91.3 (37.8-39.9)
202142010602	ダ	左	1400	曇	良	10:50	C3　4歳イ		2021-1-6	10	浦和	1			7	150	1	7	100	1	10	130	3	5.0	130.0	2.0	6-8	210.0	1.0	7-10	460	3	7-10	190	3	5-7	170	1	5-10	400	6	6=>8	320.0	1.0	7=>10	610	3	5-7-10	690	2	7=>10=>5	2190	6	7910268351141.0	7921086531141	7910511246183	7105941126138	12.6 - 12.5 - 13.0 - 13.4 - 12.2 - 13.7 - 13.0	12.6 - 25.1 - 38.1 - 51.5 - 63.7 - 77.4 - 90.4 (38.1-38.9)
202142010603	ダ	左	1400	曇	良	11:20	C3七　八		2021-1-6	10	浦和	1			5	650	4	5	150	3	8	110	1	9.0	250.0	6.0	5-7	490.0	1.0	5-8	490	1	5-8	200	1	5-9	830	11	8-9	350	5	5=>7	1430.0	6.0	5=>8	1600	6	5-8-9	1360	5	5=>8=>9	8340	28	1110842793561.0	1110842937561	8109113542176	8109511312476	12.9 - 12.7 - 13.2 - 13.3 - 12.8 - 13.8 - 14.3	12.9 - 25.6 - 38.8 - 52.1 - 64.9 - 78.7 - 93.0 (38.8-40.9)
202142010604	ダ	左	1400	曇	良	11:50	C3七　八		2021-1-6	10	浦和	1			1	1100	6	1	370	5	5	1,610	10	8.0	800.0	9.0	1-5	2170.0	11.0	1-5	22390	45	1-5	6,110	45	1-8	3,680	36	5-8	11,810	54	1=>5	5320.0	25.0	1=>5	42170	85	1-5-8	162650	166	1=>5=>8	746380	839	910711126452381.0	971110124625318	791112105624381	511791261024813	13.5 - 12.5 - 13.5 - 13.2 - 12.7 - 13.7 - 13.3	13.5 - 26.0 - 39.5 - 52.7 - 65.4 - 79.1 - 92.4 (39.5-39.7)
202142010605	ダ	左	1500	曇	良	12:20	特選		2021-1-6	10	浦和	1			7	270	2	7	120	1	10	290	5	11.0	890.0	9.0	6-8	570.0	3.0	7-10	1270	5	7-10	480	5	7-11	1,740	19	10-11	4,270	33	6=>8	560.0	2.0	7=>10	1720	4	7-10-11	13210	37	7=>10=>11	36520	102	6711821094315.0	6781110294315	6710118493215	7611108439251	7.3 - 12.5 - 12.9 - 13.7 - 13.8 - 12.1 - 13.6 - 13.6	7.3 - 19.8 - 32.7 - 46.4 - 60.2 - 72.3 - 85.9 - 99.5 (32.7-39.3)
202142010606	ダ	左	1500	曇	良	12:50	若水特別 		2021-1-6	10	浦和	1			7	320	2	7	110	2	10	140	3	3.0	100.0	1.0	6-7	700.0	2.0	7-10	920	4	7-10	340	5	3-7	170	1	3-10	190	2	6=>7	1460.0	5.0	7=>10	1620	5	3-7-10	490	1	7=>10=>3	3130	6	1104712283695.0	1107412238695	1107412328695	1017341228695	7.6 - 11.0 - 13.0 - 13.3 - 13.5 - 12.3 - 13.8 - 13.2	7.6 - 18.6 - 31.6 - 44.9 - 58.4 - 70.7 - 84.5 - 97.7 (31.6-39.3)
202142010607	ダ	左	1500	曇	良	13:20	C2五　六七		2021-1-6	10	浦和	1			6	220	1	6	130	1	12	140	2	7.0	200.0	5.0	5-8	370.0	1.0	6-12	540	1	6-12	290	2	6-7	590	6	7-12	650	7	5=>8	560.0	1.0	6=>12	700	1	6-7-12	1830	4	6=>12=>7	5040	5	243671121098115.0	243671219108115	641229710111853	6,12,4,11,7,9,10,5,1,2,8-3	7.2 - 11.4 - 12.0 - 13.2 - 13.8 - 12.7 - 13.2 - 13.9	7.2 - 18.6 - 30.6 - 43.8 - 57.6 - 70.3 - 83.5 - 97.4 (30.6-39.8)
202142010608	ダ	左	1400	曇	良	13:55	農業王国ふかや賞		2021-1-6	10	浦和	1			2	330	2	2	130	3	6	110	1	10.0	130.0	2.0	2-5	400.0	1.0	2-6	400	1	2-6	170	1	2-10	290	3	6-10	230	2	2=>5	860.0	3.0	2=>6	830	2	2-6-10	550	1	2=>6=>10	2530	3	367281259110114.0	362781215911410	362711191012854	632118110795412	12.6 - 12.8 - 13.4 - 13.3 - 12.2 - 13.3 - 13.3	12.6 - 25.4 - 38.8 - 52.1 - 64.3 - 77.6 - 90.9 (38.8-38.8)
202142010609	ダ	左	1400	曇	良	14:30	『深谷ねぎ』賞		2021-1-6	10	浦和	1			12	380	2	12	150	2	5	200	4	1.0	170.0	3.0	5-8	940.0	4.0	5-12	1730	6	5-12	570	6	1-12	370	3	1-5	850	12	8=>5	1860.0	8.0	12=>5	2590	8	1-5-12	2910	8	12=>5=>1	17350	53	111104897126253.0	111410971268523	111109475126328	110457111269238	12.6 - 11.9 - 13.5 - 13.7 - 12.0 - 13.6 - 13.8	12.6 - 24.5 - 38.0 - 51.7 - 63.7 - 77.3 - 91.1 (38.0-39.4)
202142010610	ダ	左	1400	曇	良	15:05	小寒特別 		2021-1-6	10	浦和	1	(ハンデ)		9	670	3	9	190	4	6	120	1	10.0	340.0	8.0	5-7	420.0	1.0	6-9	850	3	6-9	330	3	9-10	1,610	21	6-10	1,020	11	7=>5	1060.0	4.0	9=>6	2090	8	6-9-10	4680	18	9=>6=>10	17490	55	131192610125847.0	131192610512847	936111102851274	961031128512174	12.3 - 12.1 - 13.1 - 13.3 - 12.0 - 13.9 - 13.6	12.3 - 24.4 - 37.5 - 50.8 - 62.8 - 76.7 - 90.3 (37.5-39.5)
