	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
202135062701	ダ	左	1200	晴	良	12:25	Horse&Hope		2021-6-27	1	盛岡	1			1	440	2	1	240	5	2	480	7	8.0	120	1.0	1-2	6470	18	1-2	1,350	18	1-8	280	3	2-8	800	15	1=>2	9870	33	1-2-8	3990	19	1=>2=>8	36390	134			26581734.0	2,6,(5,8),1,7,3,4					
202135062702	ダ	左	1200	晴	良	12:55	C2九組		2021-6-27	1	盛岡	1			3	330	2	3	100	1	7	110	2	6.0	170	4.0	3-7	310	1	3-7	140	1	3-6	500	7	6-7	450	5	3=>7	680	2	3-6-7	840	3	3=>7=>6	3060	8			43786251.0	43762851.0					
202135062703	ダ	左	1200	晴	良	13:30	C2八組		2021-6-27	1	盛岡	1			4	160	1	4	140	1	6	540	9	3.0	300	5.0	4-6	2210	8	4-6	720	10	3-4	450	3	3-6	2,300	27	4=>6	2770	10	3-4-6	5340	19	4=>6=>3	16210	55			941627385.0	941623785.0			4-6	1460.0	6.0
202135062704	ダ	左	1400	晴	良	14:05	3歳B2二組		2021-6-27	1	盛岡	1			1	120	1	1	100	1	9	120	2	8.0	210	5.0	1-9	280	1	1-9	180	2	1-8	240	3	8-9	560	8	1=>9	350	1	1-8-9	720	2	1=>9=>8	1330	3			19378102465.0	19378210564.0			1-8	260.0	1.0
202135062705	ダ	左	1400	晴	良	14:40	3歳B2一組		2021-6-27	1	盛岡	1			1	150	1	1	140	1	7	500	8	6.0	360	6.0	1-7	2370	7	1-7	1,190	18	1-6	530	4	6-7	3,650	33	1=>7	3480	10	1-6-7	10720	33	1=>7=>6	50190	142			1471096112385.0	1471069823115.0			1-6	990.0	5.0
202135062706	ダ	左	1000	曇	良	15:15	B2		2021-6-27	1	盛岡	1			4	1020	5	4	250	5	3	360	8	10.0	140	1.0	3-4	5660	26	3-4	1,420	22	4-10	470	4	3-10	1,050	12	4=>3	8430	38	3-4-10	6620	30	4=>3=>10	48440	208			7,(3,4),1,9,10,(5,8),2,6	34917810526			3-4	6650.0	22.0
202135062707	ダ	左	1600	曇	良	15:50	B2五組		2021-6-27	1	盛岡	1			2	250	1	2	120	2	3	130	3	1.0	110	1.0	2-3	850	5	2-3	300	3	1-2	210	2	1-3	370	7	2=>3	1530	8	1-2-3	480	1	2=>3=>1	3080	5			13542687.0	13524678.0					
202135062708	ダ	左	1600	曇	良	16:25	B1二組		2021-6-27	1	盛岡	1			3	510	2	3	230	3	10	160	1	9.0	320	8.0	3-10	1380	3	3-10	730	8	3-9	1,590	25	9-10	680	6	3=>10	3220	8	3-9-10	6590	24	3=>10=>9	36030	116			361110129487125.0	310911486127512.0			3-7	1300.0	6.0
202135062709	ダ	左	1600	曇	良	17:00	久慈市山形村短角牛賞		2021-6-27	1	盛岡	1			2	730	2	2	240	2	9	310	4	7.0	950	11.0	2-9	5980	21	2-9	1,230	12	2-7	3,400	34	7-9	6,290	52	2=>9	11630	27	2-7-9	47880	116	2=>9=>7	221930	518			111279351028164.0	117392512864101.0			2-7	560.0	1.0
202135062710	芝	左	1700	曇	良	17:35	サートゥルナーリア特		2021-6-27	1	盛岡	1			12	5410	11	12	720	11	10	150	1	7.0	1,320	12.0	10-12	6380	22	10-12	2,110	25	7-12	21,390	66	7-10	3,040	35	12=>10	21500	56	7-10-12	95960	153	12=>10=>7	684910	885	810111217943652.0	810111217493652.0	810121171496352	8107121116352			7-8	1030.0	4.0
202135062711	ダ	左	1400	曇	良	18:15	ウイナーカップ	G	2021-6-27	1	盛岡	1	(別定)		11	4890	7	11	700	7	9	150	2	7.0	210	3.0	9-11	6710	16	9-11	1,810	16	7-11	2,160	17	7-9	360	3	11=>9	24270	44	7-9-11	7610	21	11=>9=>7	96020	201			3527986411101.0	5967111024831.0			7-8	1160.0	6.0
202135062801	ダ	左	1200	晴	良	11:50	C2七組		2021-6-28	1	盛岡	2			8	440	3	8	150	2	3	160	3	6.0	390	7.0	3-8	1410	5	3-8	390	2	6-8	550	8	3-6	900	16	8=>3	2210	6	3-6-8	4200	20	8=>3=>6	20930	88			138925647	3,1,8,(2,9),5,4,6,7			3-8	660.0	2.0
202135062802	ダ	左	1200	晴	良	12:20	C2六組		2021-6-28	1	盛岡	2			6	800	4	6	260	5	2	250	4	7.0	130	1.0	2-6	3600	17	2-6	830	13	6-7	470	6	2-7	390	4	6=>2	7650	31	2-6-7	2890	12	6=>2=>7	23880	94			346958217.0	346925178.0			2-6	4080.0	21.0
202135062803	ダ	左	1400	晴	良	12:55	C2五組		2021-6-28	1	盛岡	2			8	320	1	8	160	4	1	140	2	6.0	150	3.0	1-8	1450	6	1-8	490	5	6-8	300	2	1-6	300	4	8=>1	2350	11	1-6-8	1280	3	8=>1=>6	8550	22			6,5,8,(3,9),4,1,7,2	658931247			1-8	980.0	5.0
202135062804	ダ	左	1400	晴	良	13:30	C2四組		2021-6-28	1	盛岡	2			8	150	1	8	110	1	1	230	4	2.0	330	6.0	1-8	720	3	1-8	350	4	2-8	430	5	1-2	1,250	15	8=>1	1070	6	1-2-8	2630	12	8=>1=>2	6240	22			857164293	8-5,1,7,6,2,4,9,3			1-8	990.0	4.0
202135062805	ダ	左	1400	晴	良	14:05	3歳C1二組		2021-6-28	1	盛岡	2			5	130	1	5	100	1	6	100	2	3.0	120	3.0	5-6	170	1	5-6	110	1	3-5	160	2	3-6	190	3	5=>6	230	1	3-5-6	240	1	5=>6=>3	480	1			18564723.0	56813427.0					
