	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
202143011411	ダ	左	1700	晴	良	19:15	チバテレ盃 		2021-1-14	10	船橋	4	(別定)		11	230	1	11	120	1	7	140	3	3.0	460	6.0	7-11	390	2	7-11	220	2	3-11	1,040	11	3-7	840	10	11=>7	680	2	3-7-11	2580	8	11=>7=>3	8390	27	1751139104628	1751139106428	1711596103428	7111596348210	7.0 - 11.3 - 13.3 - 13.5 - 13.1 - 12.4 - 12.1 - 12.6 - 12.7	7.0 - 18.3 - 31.6 - 45.1 - 58.2 - 70.6 - 82.7 - 95.3 - 108.0 (31.6-37.4)	6-8	270.0	1.0	8=>6	500.0	2.0
202143011412	ダ	左	2200	晴	良	19:55	ロングアンドワインデ 		2021-1-14	10	船橋	4	(ハンデ)		3	380	1	3	150	1	2	260	5	8.0	200	3.0	2-3	1230	3	2-3	490	4	3-8	590	6	2-8	780	8	3=>2	2410	6	2-3-8	3520	10	3=>2=>8	18030	44	78-21161593410	7811261954310	7821161953410	7821161395410	12.9 - 12.7 - 13.6 - 12.8 - 13.5 - 12.7 - 12.9 - 13.2 - 13.3 - 14.1 - 13.9	12.9 - 25.6 - 39.2 - 52.0 - 65.5 - 78.2 - 91.1 - 104.3 - 117.6 - 131.7 - 145.6 (39.2-41.3)	2-3	1690.0	8.0	3=>2	3190.0	16.0
202143011501	ダ	左	1200	曇	良	14:00	3歳七		2021-1-15	10	船橋	5	28万円以上41万円未満		1	150	1	1	110	2	8	110	1	9.0	260	6.0	1-8	160	1	1-8	130	1	1-9	600	9	8-9	320	5	1=>8	280	1	1-8-9	730	4	1=>8=>9	1990	7		298673451	2893674-15	829376415	12.8 - 11.6 - 12.2 - 12.8 - 13.5 - 13.7	12.8 - 24.4 - 36.6 - 49.4 - 62.9 - 76.6 (36.6-40.0)	1-8	160.0	1.0	1=>8	240.0	1.0
202143011502	ダ	左	1000	曇	良	14:30	パプリカデビュー		2021-1-15	10	船橋	5			10	1540	3	10	210	3	2	290	6	11.0	110	1.0	2-10	7260	17	2-10	1,320	15	10-11	370	2	2-11	420	4	10=>2	28190	46	2-10-11	4240	12	10=>2=>11	77730	182			1134910512876.0	1134910521687.0	12.3 - 11.7 - 12.2 - 13.2 - 13.6	12.3 - 24.0 - 36.2 - 49.4 - 63.0 (36.2-39.0)	2-8	1640.0	6.0	8=>2	1630.0	7.0
202143011503	ダ	左	1200	曇	良	15:00	C2九　十		2021-1-15	10	船橋	5			8	2970	6	8	280	6	6	100	1	1.0	220	4.0	6-8	950	4	6-8	390	4	1-8	1,360	16	1-6	230	3	8=>6	4630	14	1-6-8	1510	5	8=>6=>1	32320	85		121012895364711.0	121281095634117.0	128121095637114.0	12.6 - 12.0 - 12.4 - 12.8 - 13.2 - 13.1	12.6 - 24.6 - 37.0 - 49.8 - 63.0 - 76.1 (37.0-39.1)	5-6	700.0	4.0	6=>5	5370.0	12.0
202143011504	ダ	左	1500	曇	良	15:30	C3一　特選		2021-1-15	10	船橋	5			1	350	2	1	120	2	7	110	1	9.0	170	4.0	1-7	340	1	1-7	190	1	1-9	430	5	7-9	280	2	1=>7	740	2	1-7-9	880	2	1=>7=>9	3450	4	1154697181023	1154697181023	1159647181032	1156974183102	7.0 - 12.4 - 12.9 - 12.9 - 13.0 - 13.0 - 13.5 - 13.2	7.0 - 19.4 - 32.3 - 45.2 - 58.2 - 71.2 - 84.7 - 97.9 (32.3-39.7)	1-6	310.0	1.0	1=>6	630.0	2.0
202143011505	ダ	左	1500	曇	良	16:00	C2九　十		2021-1-15	10	船橋	5			8	690	3	8	200	3	10	360	6	9.0	940	8.0	8-10	2180	11	8-10	900	11	8-9	3,060	24	9-10	5,620	35	8=>10	4810	18	8-9-10	12710	39	8=>10=>9	107000	270	689311101217245	689311110127245	689310111122547	86910311112254-7	6.9 - 12.4 - 12.6 - 12.5 - 12.8 - 13.1 - 13.1 - 13.7	6.9 - 19.3 - 31.9 - 44.4 - 57.2 - 70.3 - 83.4 - 97.1 (31.9-39.9)	6-7	1330.0	7.0	6=>7	2900.0	13.0
202143011506	ダ	左	1200	曇	良	16:30	C2　選抜馬		2021-1-15	10	船橋	5			1	140	1	1	110	1	5	160	2	8.0	800	10.0	1-5	310	1	1-5	190	1	1-8	1,590	17	5-8	3,220	28	1=>5	480	1	1-5-8	6000	20	1=>5=>8	14120	48		851113124792106.0	581112341710269.0	581231141710269.0	12.5 - 11.7 - 12.4 - 12.6 - 13.0 - 13.0	12.5 - 24.2 - 36.6 - 49.2 - 62.2 - 75.2 (36.6-38.6)	1-5	340.0	1.0	1=>5	500.0	1.0
202143011507	ダ	左	1200	曇	良	17:00	ハートビートスプリン 		2021-1-15	10	船橋	5			5	520	3	5	130	3	8	220	4	1.0	130	2.0	5-8	3700	11	5-8	480	6	1-5	350	5	1-8	260	3	5=>8	6200	17	1-5-8	2300	7	5=>8=>1	21720	66		13468572.0	13468572.0	13648572.0	12.3 - 11.6 - 12.1 - 12.7 - 13.3 - 13.2	12.3 - 23.9 - 36.0 - 48.7 - 62.0 - 75.2 (36.0-39.2)						
202143011508	ダ	左	1600	曇	良	17:30	馬い!?菊池ごぼう天		2021-1-15	10	船橋	5			12	210	1	12	130	1	1	200	4	7.0	280	6.0	1-12	940	4	1-12	380	4	7-12	470	5	1-7	1,220	14	12=>1	1210	4	1-7-12	3090	10	12=>1=>7	9850	29	312511178210469	312511178210469	(3,12),5,11,1,7,8,2,10,4,9,6	312115174821096	12.6 - 12.3 - 12.7 - 12.8 - 12.5 - 12.6 - 13.8 - 13.8	12.6 - 24.9 - 37.6 - 50.4 - 62.9 - 75.5 - 89.3 - 103.1 (37.6-40.2)	1-8	760.0	3.0	8=>1	1070.0	4.0
202143011509	ダ	左	1200	曇	良	18:05	初鷹スプリント 		2021-1-15	10	船橋	5			5	590	4	5	170	4	7	150	2	1.0	160	3.0	5-7	1390	6	5-7	370	6	1-5	330	4	1-7	360	5	5=>7	3340	13	1-5-7	1610	4	5=>7=>1	10720	37		517498263.0	579148263.0	571948623.0	12.4 - 11.7 - 11.9 - 12.1 - 12.5 - 12.8	12.4 - 24.1 - 36.0 - 48.1 - 60.6 - 73.4 (36.0-37.4)	5-7	1190.0	6.0	5=>7	3420.0	14.0
202143011510	ダ	左	1000	曇	良	18:40	ジャニュアリーダッシ 		2021-1-15	10	船橋	5	(ハンデ)		6	280	2	6	110	1	3	160	4	2.0	110	2.0	3-6	780	4	3-6	240	4	2-6	150	1	2-3	250	5	6=>3	1320	6	2-3-6	510	2	6=>3=>2	3270	12			36824571.0	36824517.0	12.4 - 11.4 - 11.9 - 12.3 - 12.7	12.4 - 23.8 - 35.7 - 48.0 - 60.7 (35.7-36.9)						
202143011511	ダ	左	1600	曇	良	19:15	習志野特別 		2021-1-15	10	船橋	5	(ハンデ)		10	2550	7	10	290	7	6	100	1	2.0	110	2.0	6-10	1490	6	6-10	440	6	2-10	700	10	2-6	170	1	10=>6	5730	20	2-6-10	1380	5	10=>6=>2	18980	58	12611181025937134	12611811023597134	12611121083597134	6121121109313754-8	12.5 - 12.1 - 12.0 - 12.2 - 12.4 - 12.7 - 13.6 - 14.2	12.5 - 24.6 - 36.6 - 48.8 - 61.2 - 73.9 - 87.5 - 101.7 (36.6-40.5)	5-7	770.0	2.0	7=>5	2700.0	8.0
202143011512	ダ	左	2200	曇	良	19:50	羅生門2200		2021-1-15	10	船橋	5			3	650	4	3	190	3	1	130	1	4.0	340	7.0	1-3	790	2	1-3	400	2	3-4	1,300	19	1-4	660	8	3=>1	1950	5	1-3-4	2630	10	3=>1=>4	15710	54	124216731059811	124216731058911	438615121072911	431861057911122	12.9 - 12.4 - 13.5 - 14.0 - 14.5 - 13.7 - 14.1 - 13.3 - 13.1 - 13.4 - 14.0	12.9 - 25.3 - 38.8 - 52.8 - 67.3 - 81.0 - 95.1 - 108.4 - 121.5 - 134.9 - 148.9 (38.8-40.5)	1-3	740.0	2.0	3=>1	2120.0	10.0
202143020801	ダ	左	1200	晴	良	14:00	C3　4歳		2021-2-8	11	船橋	1			5	480	2	5	190	2	3	430	5				3-5	2660	9	3-5	650	9	2-5	180	2	2-3	260	5	5=>3	3820	15	2-3-5	1460	7	5=>3=>2	8270	31		23514.0	23154.0	23514.0	13.1 - 12.4 - 12.3 - 12.8 - 12.9 - 13.9	13.1 - 25.5 - 37.8 - 50.6 - 63.5 - 77.4 (37.8-39.6)						
202143020802	ダ	左	1200	曇	良	14:30	C3十		2021-2-8	11	船橋	1			10	470	2	10	190	3	9	170	2	11.0	350	6.0	9-10	1900	9	9-10	460	5	10-11	1,270	19	9-11	860	12	10=>9	3020	13	9-10-11	6560	23	10=>9=>11	31960	122		854111031976122.0	851141096137122.0	851110496132127.0	13.1 - 12.0 - 12.1 - 12.7 - 13.6 - 13.7	13.1 - 25.1 - 37.2 - 49.9 - 63.5 - 77.2 (37.2-40.0)	7-7	1500.0	8.0	7=>7	2250.0	9.0
202143020803	ダ	左	1200	曇	良	15:00	C3九		2021-2-8	11	船橋	1			10	870	3	10	180	4	4	120	2	3.0	100	1.0	4-10	2040	6	4-10	360	5	3-10	200	2	3-4	130	1	10=>4	5390	13	3-4-10	480	1	10=>4=>3	11830	39		341057196281211.0	341079115621128.0	341091175126218.0	12.8 - 11.8 - 12.1 - 12.7 - 13.0 - 13.9	12.8 - 24.6 - 36.7 - 49.4 - 62.4 - 76.3 (36.7-39.6)	4-7	1260.0	4.0	7=>4	3230.0	10.0
202143020804	ダ	左	1200	曇	良	15:30	3歳二　三		2021-2-8	11	船橋	1	145万円以上301万円未満		11	790	3	11	210	4	9	840	10	7.0	120	1.0	9-11	23440	38	9-11	3,160	32	7-11	370	2	7-9	1,460	19	11=>9	22490	53	7-9-11	7300	27	11=>9=>7	97850	274		792341011181256.0	791023114128165.0	791011342812615.0	12.5 - 11.8 - 12.5 - 12.5 - 12.8 - 13.5	12.5 - 24.3 - 36.8 - 49.3 - 62.1 - 75.6 (36.8-38.8)	7-8	2110.0	8.0	8=>7	4540.0	20.0
202143020805	ダ	左	1500	曇	良	16:00	3歳二　三		2021-2-8	11	船橋	1	145万円以上301万円未満		11	1740	5	11	240	6	10	100	1	4.0	120	2.0	10-11	1080	4	10-11	350	4	4-11	640	10	4-10	160	1	11=>10	5190	15	4-10-11	930	3	11=>10=>4	18070	53	491121237105186	491121237105186	4,9,11,2,(3,12),10,7,5,1,8,6	411912231071586	6.9 - 12.4 - 13.3 - 13.1 - 12.5 - 12.7 - 13.1 - 12.9	6.9 - 19.3 - 32.6 - 45.7 - 58.2 - 70.9 - 84.0 - 96.9 (32.6-38.7)	7-8	380.0	2.0	8=>7	1350.0	5.0
202143020806	ダ	左	1200	曇	良	16:30	C1四　五		2021-2-8	11	船橋	1			1	570	3	1	160	2	7	220	5	9.0	290	6.0	1-7	1750	10	1-7	620	9	1-9	690	11	7-9	960	13	1=>7	3250	15	1-7-9	5060	20	1=>7=>9	23560	90		832149756.0	832194756.0	832194756.0	12.4 - 12.0 - 11.7 - 12.0 - 13.3 - 13.5	12.4 - 24.4 - 36.1 - 48.1 - 61.4 - 74.9 (36.1-38.8)	1-7	2600.0	10.0	1=>7	4360.0	17.0
202143020807	ダ	左	1500	曇	良	17:00	馬い!?じじちゃんの		2021-2-8	11	船橋	1			8	280	1	8	130	2	10	120	1	2.0	300	6.0	8-10	390	1	8-10	200	1	2-8	600	8	2-10	660	10	8=>10	820	1	2-8-10	1880	5	8=>10=>2	6460	13	111214893105276	111218493105267	11,12,8,4,3,1,9,10,(5,2),6,7	128101134296715	6.8 - 12.0 - 12.3 - 12.8 - 12.7 - 13.1 - 13.4 - 13.3	6.8 - 18.8 - 31.1 - 43.9 - 56.6 - 69.7 - 83.1 - 96.4 (31.1-39.8)	6-7	350.0	1.0	6=>7	800.0	2.0
202143020808	ダ	左	1200	曇	良	17:30	ハートビートプリンセ 		2021-2-8	11	船橋	1			6	450	3	6	140	3	5	100	1	7.0	180	4.0	5-6	480	2	5-6	220	2	6-7	500	7	5-7	260	3	6=>5	1220	6	5-6-7	1250	4	6=>5=>7	5200	16		678319254.0	678312594.0	678531294.0	12.1 - 11.3 - 12.0 - 12.0 - 12.8 - 14.3	12.1 - 23.4 - 35.4 - 47.4 - 60.2 - 74.5 (35.4-39.1)	5-6	550.0	3.0	6=>5	1200.0	6.0
202143020809	ダ	左	1200	曇	良	18:05	浜風スプリント 		2021-2-8	11	船橋	1			1	320	1	1	140	3	8	140	1	10.0	290	7.0	1-8	610	1	1-8	280	2	1-10	870	13	8-10	690	11	1=>8	1010	1	1-8-10	2500	8	1=>8=>10	8760	18		61038124795.0	61083412759.0	10683412795.0	12.5 - 11.4 - 11.6 - 12.5 - 12.9 - 13.4	12.5 - 23.9 - 35.5 - 48.0 - 60.9 - 74.3 (35.5-38.8)	1-7	550.0	1.0	1=>7	680.0	1.0
202143020810	ダ	左	1200	曇	良	18:40	海神スプリント 		2021-2-8	11	船橋	1			10	150	1	10	100	1	3	200	4	9.0	420	7.0	3-10	760	3	3-10	310	3	9-10	600	6	3-9	2,610	25	10=>3	960	3	3-9-10	4820	18	10=>3=>9	15240	49		4591161102873.0	4591110168237.0	4951110163827.0	12.4 - 11.2 - 11.7 - 12.3 - 13.2 - 13.2	12.4 - 23.6 - 35.3 - 47.6 - 60.8 - 74.0 (35.3-38.7)	3-8	640.0	3.0	8=>3	920.0	3.0
202143020811	ダ	左	1600	曇	良	19:15	野島崎特別 		2021-2-8	11	船橋	1	(ハンデ)		4	1470	6	4	230	6	8	120	1	7.0	210	4.0	4-8	1970	6	4-8	590	6	4-7	1,270	16	7-8	330	2	4=>8	7290	21	4-7-8	3060	10	4=>8=>7	38040	117	678291110311254	678112910311254	678291131101245	678921113412510	12.5 - 12.3 - 12.8 - 12.6 - 12.2 - 12.8 - 13.9 - 14.1	12.5 - 24.8 - 37.6 - 50.2 - 62.4 - 75.2 - 89.1 - 103.2 (37.6-40.8)	4-6	1950.0	7.0	4=>6	6050.0	13.0
202143020812	ダ	左	1600	曇	良	19:50	久留里賞		2021-2-8	11	船橋	1			11	230	1	11	130	1	8	720	10	12.0	370	6.0	8-11	4560	14	8-11	1,510	17	11-12	460	2	8-12	5,990	46	11=>8	6620	25	8-11-12	13270	42	11=>8=>12	59240	175	10612113921341875	10126113913241875	10126113139428157	10121161393842157	12.4 - 12.0 - 13.0 - 12.9 - 12.5 - 13.0 - 13.7 - 13.7	12.4 - 24.4 - 37.4 - 50.3 - 62.8 - 75.8 - 89.5 - 103.2 (37.4-40.4)	6-7	790.0	4.0	7=>6	810.0	3.0
202143020901	ダ	左	1200	晴	良	14:00	C3七　八		2021-2-9	11	船橋	2			5	1110	4	5	230	4	10	120	1	3.0	160	3.0	5-10	830	3	5-10	300	3	3-5	680	8	3-10	190	1	5=>10	2530	8	3-5-10	980	2	5=>10=>3	10320	28		513710681249112	513101278911462	5131071284911-26	12.8 - 11.5 - 12.1 - 13.0 - 13.3 - 13.8	12.8 - 24.3 - 36.4 - 49.4 - 62.7 - 76.5 (36.4-40.1)	5-7	670.0	3.0	5=>7	1910.0	10.0
202143020902	ダ	左	1500	晴	良	14:30	C3七　八		2021-2-9	11	船橋	2			8	300	1	8	140	2	10	130	1	12.0	290	6.0	8-10	300	1	8-10	200	1	8-12	820	12	10-12	700	9	8=>10	470	1	8-10-12	2000	7	8=>10=>12	6370	17	587101264129311	581071261249311	810561217294113	810126571249113	7.1 - 12.5 - 12.8 - 12.7 - 12.3 - 12.6 - 13.7 - 13.8	7.1 - 19.6 - 32.4 - 45.1 - 57.4 - 70.0 - 83.7 - 97.5 (32.4-40.1)	6-7	370.0	1.0	6=>7	730.0	1.0
202143020903	ダ	左	1200	晴	良	15:00	C2三　四		2021-2-9	11	船橋	2			7	180	1	7	120	1	5	130	2	11.0	1,200	11.0	5-7	420	1	5-7	190	1	7-11	2,520	26	5-11	6,250	40	7=>5	630	1	5-7-11	13390	42	7=>5=>11	32080	103		674912210811153.0	674910111252831.0	674109115128231.0	12.2 - 11.2 - 12.1 - 12.5 - 13.3 - 13.4	12.2 - 23.4 - 35.5 - 48.0 - 61.3 - 74.7 (35.5-39.2)	5-6	190.0	1.0	6=>5	360.0	1.0
202143020904	ダ	左	1500	晴	良	15:30	C2三　四		2021-2-9	11	船橋	2			10	210	1	10	110	1	6	150	4	12.0	140	3.0	6-10	750	3	6-10	220	3	10-12	200	1	6-12	420	6	10=>6	1070	4	6-10-12	780	2	10=>6=>12	3860	7	121036749115281	121036947115281	121069371124851	121069311725814	6.9 - 12.5 - 12.8 - 13.2 - 12.8 - 12.5 - 13.0 - 13.8	6.9 - 19.4 - 32.2 - 45.4 - 58.2 - 70.7 - 83.7 - 97.5 (32.2-39.3)	5-7	400.0	2.0	7=>5	540.0	3.0
202143020905	ダ	左	1500	晴	良	16:00	たまご王国千葉のたま		2021-2-9	11	船橋	2			12	130	1	12	100	1	5	130	2	4.0	140	3.0	5-12	330	1	5-12	190	1	4-12	210	2	4-5	540	7	12=>5	460	1	4-5-12	770	1	12=>5=>4	1810	1	912111671035248	912117611035482	912116711054382	912116751104328	7.0 - 12.6 - 13.9 - 12.7 - 12.9 - 12.6 - 12.7 - 13.1	7.0 - 19.6 - 33.5 - 46.2 - 59.1 - 71.7 - 84.4 - 97.5 (33.5-38.4)	5-8	310.0	1.0	8=>5	440.0	1.0
202143020906	ダ	左	1200	晴	良	16:30	C1二　三		2021-2-9	11	船橋	2			8	160	1	8	120	2	4	220	3	7.0	280	5.0	4-8	930	3	4-8	380	4	7-8	320	2	4-7	1,780	16	8=>4	1370	4	4-7-8	2420	8	8=>4=>7	7210	23		738426951.0	783462915.0	784263915.0	12.9 - 11.8 - 12.3 - 12.1 - 12.9 - 12.6	12.9 - 24.7 - 37.0 - 49.1 - 62.0 - 74.6 (37.0-37.6)	4-8	970.0	3.0	8=>4	950.0	3.0
202143020907	ダ	左	1600	晴	良	17:00	フリオーソ・メモリア 		2021-2-9	11	船橋	2	301万円以上		9	370	3	9	140	1	10	500	7	7.0	150	3.0	9-10	6290	19	9-10	1,780	19	7-9	290	2	7-10	1,580	17	9=>10	7740	32	7-9-10	4440	19	9=>10=>7	37540	134	26781094153	26107891453	26107589143	26107958134	12.6 - 12.4 - 12.8 - 12.5 - 12.5 - 12.6 - 13.4 - 13.7	12.6 - 25.0 - 37.8 - 50.3 - 62.8 - 75.4 - 88.8 - 102.5 (37.8-39.7)	8-8	7260.0	15.0	8=>8	5330.0	20.0
202143020908	ダ	左	1600	晴	良	17:30	馬い!?明日開催池尻		2021-2-9	11	船橋	2			7	1700	6	7	280	5	6	140	2	3.0	300	6.0	6-7	1270	4	6-7	460	4	3-7	2,870	25	3-6	510	6	7=>6	4710	16	3-6-7	4450	14	7=>6=>3	32970	104	6710491112583	6710491251183	6724310951118	6724310519811	12.9 - 12.9 - 12.9 - 13.2 - 12.6 - 12.4 - 13.3 - 13.8	12.9 - 25.8 - 38.7 - 51.9 - 64.5 - 76.9 - 90.2 - 104.0 (38.7-39.5)	6-6	1330.0	5.0	6=>6	1470.0	5.0
202143020909	ダ	左	1200	晴	良	18:05	松戸スプリント 		2021-2-9	11	船橋	2	(ハンデ)		5	150	1	5	100	1	2	200	3	1.0	350	9.0	2-5	440	1	2-5	270	1	1-5	460	6	1-2	2,140	23	5=>2	680	2	1-2-5	2750	10	5=>2=>1	6460	17		1253649127811.0	1253469712811.0	1254369712811.0	12.2 - 11.8 - 11.9 - 12.1 - 12.5 - 12.9	12.2 - 24.0 - 35.9 - 48.0 - 60.5 - 73.4 (35.9-37.5)	2-5	470.0	2.0	5=>2	680.0	3.0
202143020910	ダ	左	1600	晴	良	18:40	アメジスト特別 		2021-2-9	11	船橋	2			9	120	1	9	100	1	12	340	6	3.0	310	4.0	9-12	1010	4	9-12	380	4	3-9	410	5	3-12	3,040	25	9=>12	1210	4	3-9-12	3650	14	9=>12=>3	9900	28	1111289101351423764	11112891013514237-64	1111298105131423746	1291181410135132476	12.7 - 12.5 - 12.5 - 12.7 - 12.7 - 13.1 - 13.2 - 13.2	12.7 - 25.2 - 37.7 - 50.4 - 63.1 - 76.2 - 89.4 - 102.6 (37.7-39.5)	6-7	910.0	5.0	6=>7	1000.0	5.0
202143020911	ダ	左	1700	晴	良	19:15	駿麗賞 		2021-2-9	11	船橋	2	(ハンデ)		11	490	3	11	200	3	2	270	5	3.0	870	10.0	2-11	1900	9	2-11	740	8	3-11	2,190	29	2-3	3,220	37	11=>2	3390	13	2-3-11	16000	59	11=>2=>3	69080	243	127921110683541	127921110683451	127921110683415	79121128106341	6.8 - 11.6 - 12.7 - 13.0 - 13.1 - 12.4 - 12.6 - 12.7 - 13.3	6.8 - 18.4 - 31.1 - 44.1 - 57.2 - 69.6 - 82.2 - 94.9 - 108.2 (31.1-38.6)	2-8	1890.0	9.0	8=>2	3410.0	18.0
202143020912	ダ	左	2200	晴	良	19:50	河豚2200 		2021-2-9	11	船橋	2	(ハンデ)		5	900	4	5	280	5	10	140	1	9.0	580	8.0	5-10	1270	4	5-10	430	4	5-9	3,110	29	9-10	860	11	5=>10	3320	12	5-9-10	9210	31	5=>10=>9	56820	164	115163102849712	115163102489712	115610312489712	561011243197812	13.3 - 12.8 - 14.5 - 13.3 - 14.6 - 13.6 - 13.3 - 12.8 - 13.0 - 13.8 - 13.3	13.3 - 26.1 - 40.6 - 53.9 - 68.5 - 82.1 - 95.4 - 108.2 - 121.2 - 135.0 - 148.3 (40.6-40.1)	5-7	680.0	3.0	5=>7	2420.0	9.0
202143021001	ダ	左	1200	晴	良	14:00	3歳四　五		2021-2-10	11	船橋	3	108万円以上145万円未満		5	270	2	5	120	1	8	200	5	2.0	140	2.0	5-8	1530	6	5-8	520	9	2-5	210	1	2-8	490	6	5=>8	2610	12	2-5-8	1180	3	5=>8=>2	6130	17		469810521131	461095821113	41065892111-3	12.4 - 11.5 - 12.1 - 12.5 - 13.3 - 13.1	12.4 - 23.9 - 36.0 - 48.5 - 61.8 - 74.9 (36.0-38.9)	5-7	1220.0	4.0	5=>7	2070.0	9.0
202143021002	ダ	左	1500	晴	良	14:30	3歳四　五		2021-2-10	11	船橋	3	108万円以上145万円未満		9	330	1	9	150	3	1	140	2	6.0	290	5.0	1-9	860	4	1-9	320	3	6-9	770	10	1-6	910	14	9=>1	1580	4	1-6-9	2830	9	9=>1=>6	11960	36	29610741583	29610741583	29610714853	29761018453	6.8 - 12.5 - 13.7 - 13.1 - 12.6 - 12.5 - 13.2 - 13.8	6.8 - 19.3 - 33.0 - 46.1 - 58.7 - 71.2 - 84.4 - 98.2 (33.0-39.5)	1-8	650.0	1.0	8=>1	1460.0	3.0
202143021003	ダ	左	1200	晴	良	15:00	C3五　六		2021-2-10	11	船橋	3			7	250	1	7	120	1	11	140	2	6.0	200	4.0	7-11	780	2	7-11	330	2	6-7	350	3	6-11	780	14	7=>11	1610	2	6-7-11	1960	6	7=>11=>6	8390	12		471069112511832.0	471096111312582.0	471096111123582.0	12.8 - 12.1 - 12.3 - 12.6 - 12.9 - 13.0	12.8 - 24.9 - 37.2 - 49.8 - 62.7 - 75.7 (37.2-38.5)	6-8	530.0	3.0	6=>8	940.0	3.0
202143021004	ダ	左	1500	晴	良	15:30	C3五　六		2021-2-10	11	船橋	3			5	400	2	5	170	2	4	340	5	2.0	220	4.0	4-5	4540	14	4-5	1,390	15	2-5	540	5	2-4	1,220	12	5=>4	9120	27	2-4-5	8310	29	5=>4=>2	60000	175	4573821061191	4573821061191	4578321069111	4578321096111	7.2 - 13.1 - 13.1 - 13.5 - 12.8 - 12.5 - 12.9 - 13.8	7.2 - 20.3 - 33.4 - 46.9 - 59.7 - 72.2 - 85.1 - 98.9 (33.4-39.2)	4-5	4940.0	18.0	5=>4	9950.0	27.0
202143021005	ダ	左	1200	晴	良	16:00	C2五　六		2021-2-10	11	船橋	3			11	230	1	11	120	1	5	120	2	9.0	190	5.0	5-11	390	1	5-11	190	1	9-11	440	6	5-9	530	7	11=>5	670	1	5-9-11	1060	3	11=>5=>9	3690	5		8911351042167.0	1148935101267.0	1145108913627.0	12.5 - 11.8 - 12.0 - 12.2 - 12.7 - 12.6	12.5 - 24.3 - 36.3 - 48.5 - 61.2 - 73.8 (36.3-37.5)	5-8	270.0	1.0	8=>5	650.0	1.0
202143021006	ダ	左	1500	曇	良	16:30	C2五　六		2021-2-10	11	船橋	3			10	230	1	10	130	1	5	680	9	4.0	210	4.0	5-10	3140	13	5-10	1,300	17	4-10	410	3	4-5	3,610	34	10=>5	4290	18	4-5-10	7840	29	10=>5=>4	31520	108	91051482637	91051842637	91058627134	91058271463	7.0 - 13.1 - 12.9 - 12.9 - 12.1 - 12.4 - 13.5 - 13.8	7.0 - 20.1 - 33.0 - 45.9 - 58.0 - 70.4 - 83.9 - 97.7 (33.0-39.7)	5-8	2600.0	9.0	8=>5	4480.0	19.0
202143021007	ダ	左	1200	曇	良	17:00	馬い!?今夜は鳥すき		2021-2-10	11	船橋	3			11	320	2	11	150	2	7	230	5	10.0	580	7.0	7-11	1210	4	7-11	420	4	10-11	1,280	17	7-10	2,760	23	11=>7	1830	6	7-10-11	6810	25	11=>7=>10	22050	77		911341017285.0	911310472158.0	911103478125.0	12.5 - 11.7 - 11.9 - 12.6 - 13.3 - 12.8	12.5 - 24.2 - 36.1 - 48.7 - 62.0 - 74.8 (36.1-38.7)	6-8	1020.0	5.0	8=>6	1640.0	6.0
202143021008	ダ	左	1500	曇	良	17:30	ヒマラヤユキノシタ賞 		2021-2-10	11	船橋	3	(ハンデ)		9	810	3	9	160	3	6	110	1	4.0	170	4.0	6-9	580	2	6-9	250	2	4-9	920	13	4-6	310	3	9=>6	1590	6	4-6-9	1620	5	9=>6=>4	9500	32	45962813	45926183	45926183	45926813	7.1 - 12.8 - 13.8 - 13.1 - 12.5 - 12.1 - 12.8 - 13.2	7.1 - 19.9 - 33.7 - 46.8 - 59.3 - 71.4 - 84.2 - 97.4 (33.7-38.1)	6-8	520.0	2.0	8=>6	1640.0	6.0
202143021009	ダ	左	1200	曇	良	18:05	早春スプリント		2021-2-10	11	船橋	3			7	390	3	7	140	2	6	260	6	2.0	180	3.0	6-7	1930	12	6-7	600	11	2-7	350	3	2-6	690	12	7=>6	3420	16	2-6-7	1930	10	7=>6=>2	12330	45		39784102615.0	39784210615.0	93748102615.0	12.6 - 11.4 - 11.9 - 12.6 - 13.1 - 13.2	12.6 - 24.0 - 35.9 - 48.5 - 61.6 - 74.8 (35.9-38.9)	6-7	1740.0	8.0	7=>6	2700.0	14.0
