	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気
199202020307	芝	右	1800	曇	重	14:20	横津岳特別 		1992-9-12	2	函館	3	4歳以上500万下	(別定)	2	340	2	2	170	2	5	230	4	2-5	1300	6																							12.2 - 11.4 - 11.6 - 12.7 - 13.0 - 13.1 - 13.0 - 13.8 - 14.2	12.2 - 23.6 - 35.2 - 47.9 - 60.9 - 74.0 - 87.0 - 100.8 - 115.0 (12.2-12.2)	3.0	240.0	5.0	2-5	1370.0	4.0
199202020308	芝	右	1200	曇	重	14:55	湯浜特別 		1992-9-12	2	函館	3	4歳以上500万下	(混)(別定)	9	1080	6	9	270	6	5	160	2	5-8	1540	8																							12.8 - 11.0 - 11.9 - 12.8 - 13.2 - 13.3	12.8 - 23.8 - 35.7 - 48.5 - 61.7 - 75.0 (12.8-12.8)	1.0	260.0	4.0	5-9	1530.0	5.0
199202020309	芝	右	1800	曇	重	15:35	八雲特別 		1992-9-12	2	函館	3	4歳以上900万下	牝(別定)	1	210	1	1	120	1	9	520	8	1-7	840	3																							12.2 - 11.9 - 12.0 - 12.8 - 12.7 - 12.9 - 13.1 - 13.5 - 13.2	12.2 - 24.1 - 36.1 - 48.9 - 61.6 - 74.5 - 87.6 - 101.1 - 114.3 (12.2-12.2)	7.0	140.0	2.0	1-9	3050.0	11.0
199202020401	ダ	右	1000	晴	稍重	10:40	4歳未勝利		1992-9-13	2	函館	4	4歳未勝利	(馬齢)	1	350	2	1	140	2	9	160	3	1-7	610	3																							13.1 - 11.1 - 12.2 - 12.7 - 13.3	13.1 - 24.2 - 36.4 - 49.1 - 62.4 (13.1-13.1)	2.0	270.0	4.0	1-9	1050.0	3.0
199202020402	芝	右	1800	晴	重	11:10	4歳未勝利		1992-9-13	2	函館	4	4歳未勝利	(馬齢)	5	1060	5	5	300	4	3	1,410	9	3-5	15370	25																							12.4 - 12.1 - 12.2 - 12.7 - 12.8 - 13.0 - 13.1 - 13.7 - 13.9	12.4 - 24.5 - 36.7 - 49.4 - 62.2 - 75.2 - 88.3 - 102.0 - 115.9 (12.4-12.4)	2.0	350.0	5.0	3-5	21190.0	32.0
199202020403	ダ	右	1700	晴	稍重	11:40	4歳未勝利		1992-9-13	2	函館	4	4歳未勝利	(混)(馬齢)	8	1460	7	8	290	6	5	180	3	5-7	1790	8																							7.2 - 11.6 - 12.4 - 13.0 - 13.7 - 12.8 - 13.0 - 13.2 - 13.9	7.2 - 18.8 - 31.2 - 44.2 - 57.9 - 70.7 - 83.7 - 96.9 - 110.8 (7.2-7.2)	11.0	140.0	1.0	5-8	2680.0	14.0
199202020404	芝	右	1700	晴	重	12:40	3歳新馬		1992-9-13	2	函館	4	3歳新馬	(混)(馬齢)	7	400	1	7	140	1	8	170	3	6-6	1080	5																							6.7 - 12.2 - 12.2 - 12.7 - 12.6 - 12.9 - 13.2 - 13.3 - 13.0	6.7 - 18.9 - 31.1 - 43.8 - 56.4 - 69.3 - 82.5 - 95.8 - 108.8 (6.7-6.7)	3.0	220.0	5.0	7-8	1110.0	3.0
199202020405	芝	右	1800	晴	重	13:10	4歳未勝利		1992-9-13	2	函館	4	4歳未勝利	(馬齢)	2	240	1	2	150	1	1	1,050	9	1-2	5410	14																							12.5 - 12.1 - 12.5 - 13.1 - 12.6 - 12.5 - 12.8 - 13.3 - 13.3	12.5 - 24.6 - 37.1 - 50.2 - 62.8 - 75.3 - 88.1 - 101.4 - 114.7 (12.5-12.5)	3.0	680.0	7.0	1-2	5240.0	19.0
199202020406	ダ	右	1000	晴	良	13:45	4歳以上500万下		1992-9-13	2	函館	4	4歳以上500万下	(別定)	9	1840	6	9	260	6	12	120	1	7-8	640	3																							12.6 - 11.0 - 11.8 - 12.6 - 12.8	12.6 - 23.6 - 35.4 - 48.0 - 60.8 (12.6-12.6)	3.0	140.0	2.0	9-12	2000.0	8.0
199202020407	芝	右	2000	晴	重	14:20	木古内特別 		1992-9-13	2	函館	4	4歳以上500万下	(混)(別定)	3	250	1	3	140	1	4	360	6	3-4	1690	8																							12.4 - 11.2 - 12.1 - 12.1 - 12.7 - 12.6 - 13.0 - 13.5 - 13.8 - 13.4	12.4 - 23.6 - 35.7 - 47.8 - 60.5 - 73.1 - 86.1 - 99.6 - 113.4 - 126.8 (12.4-12.4)	6.0	300.0	5.0	3-4	1640.0	6.0
199202020408	芝	右	2500	晴	重	14:55	みなみ北海道S 		1992-9-13	2	函館	4	4歳以上900万下	(混)(ハンデ)	5	1320	6	5	280	6	8	150	2	5-8	1990	11																							7.7 - 11.5 - 11.8 - 12.9 - 12.3 - 13.5 - 12.9 - 12.8 - 12.6 - 13.2 - 13.4 - 13.4 - 13.3	7.7 - 19.2 - 31.0 - 43.9 - 56.2 - 69.7 - 82.6 - 95.4 - 108.0 - 121.2 - 134.6 - 148.0 - 161.3 (7.7-7.7)	6.0	160.0	3.0			
199202020409	芝	右	1800	晴	重	15:35	UHB杯 		1992-9-13	2	函館	4	4歳以上オープン	(混)(別定)	5	300	1	5	130	1	2	200	2	2-4	750	1																							12.2 - 11.9 - 11.7 - 12.4 - 12.2 - 12.4 - 12.8 - 12.8 - 13.1	12.2 - 24.1 - 35.8 - 48.2 - 60.4 - 72.8 - 85.6 - 98.4 - 111.5 (12.2-12.2)	8.0	230.0	4.0	2-5	880.0	1.0
199202020501	芝	右	1200	晴	稍重	10:40	3歳未勝利		1992-9-19	2	函館	5	3歳未勝利	(混)(馬齢)	10	750	3	10	170	2	9	110	1	8-8	500	2																							12.8 - 11.2 - 11.6 - 12.3 - 12.8 - 12.7	12.8 - 24.0 - 35.6 - 47.9 - 60.7 - 73.4 (12.8-12.8)	7.0	1,150	10.0	9-10	510.0	1.0
199202020502	ダ	右	1700	曇	良	11:10	4歳未勝利		1992-9-19	2	函館	5	4歳未勝利	(馬齢)	8	180	1	8	110	1	6	140	2	6-8	440	1																							7.2 - 11.3 - 12.4 - 13.1 - 13.5 - 12.9 - 13.3 - 13.6 - 13.5	7.2 - 18.5 - 30.9 - 44.0 - 57.5 - 70.4 - 83.7 - 97.3 - 110.8 (7.2-7.2)	2.0	200	5.0			
199202020503	芝	右	1000	曇	稍重	11:40	3歳新馬		1992-9-19	2	函館	5	3歳新馬	(混)(馬齢)	4	1520	6	4	420	5	1	110	1	1-4	810	4																							12.7 - 11.2 - 11.6 - 12.2 - 12.0	12.7 - 23.9 - 35.5 - 47.7 - 59.7 (12.7-12.7)						
199202020504	芝	右	1000	曇	稍重	12:40	4歳未勝利		1992-9-19	2	函館	5	4歳未勝利	(混)(馬齢)	2	680	4	2	160	4	4	120	1	2-4	1120	4																							12.8 - 11.4 - 11.9 - 11.7 - 12.3	12.8 - 24.2 - 36.1 - 47.8 - 60.1 (12.8-12.8)	1.0	160	3.0	2-4	1150.0	5.0
199202020505	芝	右	1000	雨	稍重	13:10	4歳未勝利		1992-9-19	2	函館	5	4歳未勝利	(混)(馬齢)	8	490	2	8	120	2	6	100	1	6-7	460	1																							13.1 - 11.9 - 12.0 - 12.0 - 12.6	13.1 - 25.0 - 37.0 - 49.0 - 61.6 (13.1-13.1)	3.0	120	3.0	6-8	430.0	2.0
199202020506	ダ	右	1000	雨	稍重	13:45	4歳以上500万下		1992-9-19	2	函館	5	4歳以上500万下	(別定)	8	860	5	8	230	5	2	120	2	2-7	1460	7																							12.9 - 11.4 - 11.8 - 12.2 - 12.8	12.9 - 24.3 - 36.1 - 48.3 - 61.1 (12.9-12.9)	7.0	110	1.0	2-8	1520.0	8.0
199202020507	芝	右	2000	雨	稍重	14:20	檜山特別 		1992-9-19	2	函館	5	4歳以上500万下	牝(別定)	9	290	2	9	130	1	1	130	2	1-8	390	1																							12.5 - 11.4 - 12.0 - 12.8 - 13.2 - 12.9 - 13.1 - 13.2 - 13.4 - 13.2	12.5 - 23.9 - 35.9 - 48.7 - 61.9 - 74.8 - 87.9 - 101.1 - 114.5 - 127.7 (12.5-12.5)	10.0	380	8.0	1-9	480.0	1.0
199202020701	ダ	右	1700	晴	不良	10:40	4歳未勝利		1992-9-26	2	函館	7	4歳未勝利	(馬齢)	7	360	2	7	140	2	1	380	6	1-7	2940	11																							7.4 - 11.3 - 11.9 - 12.8 - 12.9 - 12.7 - 12.9 - 13.1 - 13.8	7.4 - 18.7 - 30.6 - 43.4 - 56.3 - 69.0 - 81.9 - 95.0 - 108.8 (7.4-7.4)	3.0	110	1.0			
199202020702	芝	右	1200	晴	不良	11:10	4歳未勝利		1992-9-26	2	函館	7	4歳未勝利	(馬齢)	8	190	1	8	110	1	2	260	6	2-8	1580	7																							12.9 - 11.4 - 11.7 - 12.1 - 12.6 - 13.2	12.9 - 24.3 - 36.0 - 48.1 - 60.7 - 73.9 (12.9-12.9)	1.0	130	2.0			
199202020703	芝	右	1200	晴	不良	11:40	4歳未勝利		1992-9-26	2	函館	7	4歳未勝利	(馬齢)	3	330	2	3	130	1	1	460	7	1-3	2420	9																							12.9 - 11.5 - 11.9 - 12.3 - 12.9 - 13.4	12.9 - 24.4 - 36.3 - 48.6 - 61.5 - 74.9 (12.9-12.9)	4.0	580	8.0	1-3	2530.0	10.0
199202020704	ダ	右	1000	晴	不良	12:40	3歳新馬		1992-9-26	2	函館	7	3歳新馬	(馬齢)	5	180	1	5	100	1	1	100	2	1-5	300	1																							12.8 - 11.1 - 12.0 - 12.5 - 12.9	12.8 - 23.9 - 35.9 - 48.4 - 61.3 (12.8-12.8)	2.0	130	3.0			
199202020705	芝	右	1800	曇	重	13:10	4歳未勝利		1992-9-26	2	函館	7	4歳未勝利	(混)(馬齢)	4	170	1	4	120	1	6	300	5	4-6	1120	4																							12.3 - 12.5 - 12.6 - 13.2 - 12.5 - 12.6 - 12.9 - 13.7 - 14.0	12.3 - 24.8 - 37.4 - 50.6 - 63.1 - 75.7 - 88.6 - 102.3 - 116.3 (12.3-12.3)	1.0	840	10.0	4-6	1180.0	3.0
199202020706	芝	右	1700	曇	重	13:45	コスモス賞 		1992-9-26	2	函館	7	3歳オープン	(混)(別定)	1	350	2	1	150	2	3	100	1	1-3	210	1																							6.8 - 12.1 - 12.3 - 13.6 - 13.5 - 12.7 - 12.6 - 12.7 - 12.5	6.8 - 18.9 - 31.2 - 44.8 - 58.3 - 71.0 - 83.6 - 96.3 - 108.8 (6.8-6.8)						
199202020707	ダ	右	1700	曇	重	14:20	4歳以上500万下		1992-9-26	2	函館	7	4歳以上500万下	(別定)	10	530	2	10	210	2	7	330	5	6-7	990	4																							7.1 - 11.0 - 11.6 - 12.5 - 13.3 - 12.9 - 13.0 - 13.2 - 12.9	7.1 - 18.1 - 29.7 - 42.2 - 55.5 - 68.4 - 81.4 - 94.6 - 107.5 (7.1-7.1)	11.0	440	7.0	7-10	2480.0	10.0
199202020708	芝	右	1200	曇	重	14:55	洞爺湖特別 		1992-9-26	2	函館	7	4歳以上500万下	(別定)	10	410	2	10	170	2	7	270	5	5-6	880	3																							12.6 - 11.1 - 11.8 - 12.8 - 12.8 - 13.4	12.6 - 23.7 - 35.5 - 48.3 - 61.1 - 74.5 (12.6-12.6)	4.0	890	10.0	7-10	2400.0	9.0
199202020709	芝	右	1800	曇	重	15:35	STV杯 		1992-9-26	2	函館	7	4歳以上900万下	(別定)	5	370	2	5	180	3	3	880	9	3-5	8660	22																							12.3 - 11.7 - 12.2 - 13.2 - 12.6 - 12.5 - 12.4 - 12.6 - 13.0	12.3 - 24.0 - 36.2 - 49.4 - 62.0 - 74.5 - 86.9 - 99.5 - 112.5 (12.3-12.3)	7.0	350	6.0	3-5	9540.0	26.0
199202020801	芝	右	1000	晴	重	10:10	3歳未勝利		1992-9-27	2	函館	8	3歳未勝利	(馬齢)	1	290	2	1	120	1	9	240	5	1-8	360	1																							12.9 - 12.0 - 11.9 - 12.5 - 12.4	12.9 - 24.9 - 36.8 - 49.3 - 61.7 (12.9-12.9)	5.0	140	3.0	1-9	1620.0	6.0
199202020802	ダ	右	1000	曇	重	10:40	4歳未勝利		1992-9-27	2	函館	8	4歳未勝利	(馬齢)	3	250	1	3	130	1	10	370	5	3-7	730	2																							13.3 - 11.6 - 12.3 - 12.8 - 13.4	13.3 - 24.9 - 37.2 - 50.0 - 63.4 (13.3-13.3)	9.0	240	4.0	3-10	2270.0	9.0
199202020803	ダ	右	1700	晴	重	11:10	4歳未勝利		1992-9-27	2	函館	8	4歳未勝利	(馬齢)	7	590	2	7	160	2	8	180	4	7-8	1110	4																							7.3 - 10.8 - 12.0 - 13.3 - 13.5 - 13.0 - 13.1 - 13.1 - 12.6	7.3 - 18.1 - 30.1 - 43.4 - 56.9 - 69.9 - 83.0 - 96.1 - 108.7 (7.3-7.3)	6.0	110	1.0	7-8	1830.0	7.0
199202020804	芝	右	1200	晴	重	11:40	3歳新馬		1992-9-27	2	函館	8	3歳新馬	(混)(馬齢)	7	200	1	7	120	1	2	350	6	2-7	2540	7																							13.0 - 11.5 - 12.0 - 12.4 - 12.4 - 13.0	13.0 - 24.5 - 36.5 - 48.9 - 61.3 - 74.3 (13.0-13.0)	4.0	220	4.0	2-7	2560.0	6.0
199202020805	芝	右	2000	晴	重	12:40	4歳未勝利		1992-9-27	2	函館	8	4歳未勝利	(馬齢)	8	510	2	8	180	2	6	120	1	5-6	360	1																							12.8 - 10.7 - 12.4 - 12.6 - 13.5 - 13.5 - 13.4 - 13.2 - 13.1 - 12.9	12.8 - 23.5 - 35.9 - 48.5 - 62.0 - 75.5 - 88.9 - 102.1 - 115.2 - 128.1 (12.8-12.8)	5.0	850	10.0	6-8	740.0	1.0
199202020806	ダ	右	1000	晴	重	13:10	4歳以上500万下		1992-9-27	2	函館	8	4歳以上500万下	(別定)	8	810	5	8	270	5	6	170	2	6-8	1880	8																							12.8 - 11.3 - 11.8 - 12.4 - 12.9	12.8 - 24.1 - 35.9 - 48.3 - 61.2 (12.8-12.8)	5.0	300	6.0			
199202020807	ダ	右	1000	晴	重	13:45	4歳以上500万下		1992-9-27	2	函館	8	4歳以上500万下	(別定)	7	400	3	7	130	1	3	150	4	3-7	1190	6																							12.6 - 11.4 - 11.9 - 12.8 - 12.7	12.6 - 24.0 - 35.9 - 48.7 - 61.4 (12.6-12.6)	1.0	130	2.0	3-7	1160.0	6.0
199202020808	芝	右	1800	晴	重	14:20	十和田湖特別 		1992-9-27	2	函館	8	4歳以上500万下	(別定)	4	1930	8	4	450	8	12	240	2	4-8	2990	12																							12.3 - 11.8 - 12.1 - 13.2 - 13.0 - 12.6 - 13.0 - 12.9 - 13.0	12.3 - 24.1 - 36.2 - 49.4 - 62.4 - 75.0 - 88.0 - 100.9 - 113.9 (12.3-12.3)	6.0	400	7.0	4-12	5030.0	22.0
199202020809	芝	右	2000	晴	重	14:55	大沼ステークス 		1992-9-27	2	函館	8	4歳以上900万下	(混)(ハンデ)	1	260	1	1	130	1	6	130	2	1-6	510	1																							12.7 - 11.4 - 12.4 - 12.4 - 13.0 - 12.9 - 12.9 - 13.0 - 12.8 - 12.7	12.7 - 24.1 - 36.5 - 48.9 - 61.9 - 74.8 - 87.7 - 100.7 - 113.5 - 126.2 (12.7-12.7)	7.0	180	4.0			
199202020810	芝	右	1200	晴	重	15:35	函館3歳ステークス	G3	1992-9-27	2	函館	8	3歳オープン	(混)(馬齢)	6	510	2	6	190	2	4	230	3	3-4	1570	7																							12.6 - 11.0 - 11.8 - 12.5 - 12.9 - 12.7	12.6 - 23.6 - 35.4 - 47.9 - 60.8 - 73.5 (12.6-12.6)	2	330	5	4-6	1850	5
