	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気
199202010101	ダ	右	1700	雨	不良	10:15	4歳以上オープン		1992-8-8	1	函館	1	4歳以上オープン	[抽](別定)	3	460	3	3	290	3	6	510	6	3-6	2570	12																							7.2 - 11.2 - 12.0 - 12.7 - 12.6 - 12.7 - 13.1 - 12.8 - 13.3	7.2 - 18.4 - 30.4 - 43.1 - 55.7 - 68.4 - 81.5 - 94.3 - 107.6 (7.2-7.2)						
199202010102	ダ	右	1700	雨	不良	10:45	4歳未勝利		1992-8-8	1	函館	1	4歳未勝利	(馬齢)	1	290	1	1	130	2	7	150	4	1-7	1060	5																							7.1 - 11.2 - 11.7 - 13.2 - 12.7 - 12.8 - 13.0 - 13.5 - 13.0	7.1 - 18.3 - 30.0 - 43.2 - 55.9 - 68.7 - 81.7 - 95.2 - 108.2 (7.1-7.1)	2.0	120.0	1.0			
199202010103	芝	右	1000	雨	重	11:15	4歳未勝利		1992-8-8	1	函館	1	4歳未勝利	(馬齢)	9	600	4	9	150	3	8	170	4	8-8	1950	9																							12.3 - 10.9 - 11.9 - 11.8 - 12.2	12.3 - 23.2 - 35.1 - 46.9 - 59.1 (12.3-12.3)	6.0	140.0	2.0	8-9	1960.0	10.0
199202010104	芝	右	1000	雨	重	11:45	3歳新馬		1992-8-8	1	函館	1	3歳新馬	(馬齢)	1	130	1	1	110	1	6	160	2	1-6	260	1																							12.5 - 11.2 - 11.8 - 11.3 - 12.1	12.5 - 23.7 - 35.5 - 46.8 - 58.9 (12.5-12.5)						
199202010105	芝	右	1800	雨	重	12:45	4歳未勝利		1992-8-8	1	函館	1	4歳未勝利	(馬齢)	1	770	5	1	310	5	4	550	9	1-4	5480	27																							12.6 - 11.2 - 12.6 - 12.7 - 12.3 - 12.1 - 12.4 - 12.4 - 12.6	12.6 - 23.8 - 36.4 - 49.1 - 61.4 - 73.5 - 85.9 - 98.3 - 110.9 (12.6-12.6)	3.0	490.0	7.0	1-4	5090.0	25.0
199202010106	芝	右	1800	雨	重	13:15	4歳未勝利		1992-8-8	1	函館	1	4歳未勝利	(馬齢)	5	3830	9	5	650	8	4	220	2	4-5	6160	15																							13.0 - 11.2 - 12.1 - 12.1 - 12.5 - 12.6 - 12.7 - 13.1 - 13.0	13.0 - 24.2 - 36.3 - 48.4 - 60.9 - 73.5 - 86.2 - 99.3 - 112.3 (13.0-13.0)	7.0	780.0	9.0	4-5	6310.0	21.0
199202010107	芝	右	2000	雨	重	13:50	4歳以上500万下		1992-8-8	1	函館	1	4歳以上500万下	(父)(別定)	3	480	4	3	160	1	8	710	8	3-8	5940	21																							12.7 - 11.4 - 11.8 - 13.0 - 13.0 - 12.4 - 12.8 - 12.6 - 13.0 - 12.6	12.7 - 24.1 - 35.9 - 48.9 - 61.9 - 74.3 - 87.1 - 99.7 - 112.7 - 125.3 (12.7-12.7)	6.0	190.0	4.0			
199202010108	ダ	右	1700	雨	不良	14:25	陸奥湾特別 		1992-8-8	1	函館	1	4歳以上500万下	(混)(別定)	4	6530	11	4	1,070	11	8	490	7	4-6	15370	27																							7.0 - 11.2 - 12.1 - 12.9 - 12.6 - 12.4 - 13.1 - 13.2 - 13.1	7.0 - 18.2 - 30.3 - 43.2 - 55.8 - 68.2 - 81.3 - 94.5 - 107.6 (7.0-7.0)	1.0	400.0	5.0	4-8	20370.0	49.0
199202010109	芝	右	1800	雨	不良	15:00	江差特別 		1992-8-8	1	函館	1	4歳以上500万下	牝(別定)	5	180	1	5	130	1	8	190	4	5-8	370	1																							12.7 - 11.4 - 12.2 - 12.0 - 12.0 - 12.1 - 12.7 - 12.5 - 12.5	12.7 - 24.1 - 36.3 - 48.3 - 60.3 - 72.4 - 85.1 - 97.6 - 110.1 (12.7-12.7)	2.0	530.0	7.0	5-8	790.0	4.0
199202010110	芝	右	2000	雨	不良	15:35	五稜郭特別 		1992-8-8	1	函館	1	4歳以上900万下	(混)(別定)	3	2500	9	3	780	11	12	200	2	2-6	1090	5																							12.8 - 11.1 - 11.7 - 12.5 - 12.2 - 12.4 - 12.1 - 12.3 - 12.5 - 13.2	12.8 - 23.9 - 35.6 - 48.1 - 60.3 - 72.7 - 84.8 - 97.1 - 109.6 - 122.8 (12.8-12.8)	11.0	280.0	4.0	3-12	9650.0	32.0
199202010201	ダ	右	1000	雨	不良	10:00	4歳未勝利		1992-8-9	1	函館	2	4歳未勝利	(馬齢)	3	320	1	3	150	4	7	120	1	3-7	570	1																							12.5 - 11.1 - 11.9 - 12.5 - 12.4	12.5 - 23.6 - 35.5 - 48.0 - 60.4 (12.5-12.5)	2.0	130.0	2.0			
199202010202	芝	右	1200	雨	不良	10:25	4歳未勝利		1992-8-9	1	函館	2	4歳未勝利	(馬齢)	8	210	1	8	120	1	5	180	3	5-8	500	2																							12.5 - 11.0 - 11.8 - 12.5 - 13.0 - 13.2	12.5 - 23.5 - 35.3 - 47.8 - 60.8 - 74.0 (12.5-12.5)	3.0	340.0	6.0			
199202010203	芝	右	1200	雨	不良	10:50	4歳未勝利		1992-8-9	1	函館	2	4歳未勝利	(馬齢)	5	2770	6	5	330	5	6	160	2	5-6	2640	10																							12.6 - 11.0 - 11.9 - 13.1 - 12.8 - 13.3	12.6 - 23.6 - 35.5 - 48.6 - 61.4 - 74.7 (12.6-12.6)	2.0	460.0	7.0			
199202010204	ダ	右	1700	雨	不良	11:15	4歳未勝利		1992-8-9	1	函館	2	4歳未勝利	牝(馬齢)	5	490	3	5	130	2	1	130	1	1-5	660	2																							7.5 - 11.1 - 11.6 - 12.6 - 12.3 - 12.6 - 13.2 - 13.5 - 13.4	7.5 - 18.6 - 30.2 - 42.8 - 55.1 - 67.7 - 80.9 - 94.4 - 107.8 (7.5-7.5)	3.0	180.0	4.0			
199202010205	芝	右	1000	雨	不良	11:45	3歳新馬		1992-8-9	1	函館	2	3歳新馬	(混)(馬齢)	2	140	1	2	100	1	6	170	4	2-6	660	2																							12.7 - 11.3 - 11.9 - 12.6 - 13.0	12.7 - 24.0 - 35.9 - 48.5 - 61.5 (12.7-12.7)	7.0	120.0	2.0			
199202010206	芝	右	1200	雨	不良	12:45	3歳新馬		1992-8-9	1	函館	2	3歳新馬	(馬齢)	2	510	2	2	180	3	4	370	5	2-4	2410	10																							12.7 - 11.3 - 11.8 - 12.8 - 13.9 - 12.5	12.7 - 24.0 - 35.8 - 48.6 - 62.5 - 75.0 (12.7-12.7)	8.0	450.0	6.0	2-4	2450.0	10.0
199202010207	芝	右	2000	雨	不良	13:15	4歳未勝利		1992-8-9	1	函館	2	4歳未勝利	(混)(馬齢)	4	260	1	4	120	1	8	160	4	4-7	370	1																							12.6 - 11.3 - 12.7 - 13.0 - 12.8 - 13.0 - 13.2 - 13.5 - 13.9 - 13.6	12.6 - 23.9 - 36.6 - 49.6 - 62.4 - 75.4 - 88.6 - 102.1 - 116.0 - 129.6 (12.6-12.6)	1.0	130.0	2.0	4-8	870.0	3.0
199202010208	ダ	右	1000	雨	不良	13:50	4歳以上500万下		1992-8-9	1	函館	2	4歳以上500万下	(別定)	5	190	1	5	110	1	7	130	2	5-6	430	1																							13.0 - 11.0 - 12.1 - 12.2 - 12.0	13.0 - 24.0 - 36.1 - 48.3 - 60.3 (13.0-13.0)	9.0	170.0	4.0	5-7	450.0	1.0
199202010301	芝	右	2000	曇	不良	10:15	4歳以上800万下		1992-8-15	1	函館	3	4歳以上800万下	[抽](別定)	8	1070	5	8	280	5	9	120	1	8-8	1660	9																							13.2 - 11.7 - 13.0 - 12.6 - 13.3 - 12.9 - 13.3 - 12.8 - 13.0 - 12.9	13.2 - 24.9 - 37.9 - 50.5 - 63.8 - 76.7 - 90.0 - 102.8 - 115.8 - 128.7 (13.2-13.2)	2.0	170.0	3.0	8-9	1700.0	8.0
199202010302	ダ	右	1700	曇	不良	10:45	4歳未勝利		1992-8-15	1	函館	3	4歳未勝利	(混)(馬齢)	4	150	1	4	100	1	1	180	4	1-4	970	4																							7.1 - 11.5 - 12.6 - 12.9 - 13.1 - 12.6 - 12.5 - 13.1 - 13.1	7.1 - 18.6 - 31.2 - 44.1 - 57.2 - 69.8 - 82.3 - 95.4 - 108.5 (7.1-7.1)	5.0	110.0	2.0			
199202010303	ダ	右	1000	曇	不良	11:15	3歳新馬		1992-8-15	1	函館	3	3歳新馬	(混)(馬齢)	5	390	2	5	110	2	7	160	4	5-7	1310	6																							13.0 - 11.2 - 12.2 - 12.7 - 12.6	13.0 - 24.2 - 36.4 - 49.1 - 61.7 (13.0-13.0)	8.0	100.0	1.0			
199202010304	芝	右	1200	曇	不良	11:45	3歳新馬		1992-8-15	1	函館	3	3歳新馬	(馬齢)	8	250	1	8	120	1	2	430	7	2-8	3360	11																							13.0 - 10.9 - 11.9 - 12.7 - 13.0 - 13.0	13.0 - 23.9 - 35.8 - 48.5 - 61.5 - 74.5 (13.0-13.0)	3.0	130.0	2.0			
199202010305	芝	右	1200	曇	不良	12:45	4歳未勝利		1992-8-15	1	函館	3	4歳未勝利	(混)(馬齢)	7	280	1	7	120	2	6	110	1	6-7	370	1																							12.7 - 11.1 - 11.6 - 12.2 - 13.2 - 12.6	12.7 - 23.8 - 35.4 - 47.6 - 60.8 - 73.4 (12.7-12.7)	1.0	160.0	3.0	6-7	380.0	1.0
199202010306	芝	右	1800	曇	不良	13:15	4歳未勝利		1992-8-15	1	函館	3	4歳未勝利	(馬齢)	10	1650	6	10	390	6	8	130	1	7-8	490	2																							12.5 - 12.3 - 12.0 - 12.5 - 12.6 - 12.5 - 12.8 - 13.3 - 12.8	12.5 - 24.8 - 36.8 - 49.3 - 61.9 - 74.4 - 87.2 - 100.5 - 113.3 (12.5-12.5)	11.0	310.0	5.0	8-10	1670.0	8.0
199202010307	芝	右	1200	曇	不良	13:50	4歳未勝利		1992-8-15	1	函館	3	4歳未勝利	(混)(馬齢)	2	570	4	2	180	5	5	180	4	2-5	1750	10																							12.9 - 10.9 - 11.7 - 12.3 - 13.5 - 12.8	12.9 - 23.8 - 35.5 - 47.8 - 61.3 - 74.1 (12.9-12.9)	6.0	140.0	3.0	2-5	1760.0	10.0
199202010308	芝	右	2000	曇	重	14:25	奥尻特別 		1992-8-15	1	函館	3	4歳以上500万下	(混)(別定)	4	910	5	4	190	4	8	130	1	4-8	1200	5																							12.7 - 10.6 - 12.4 - 12.4 - 12.9 - 12.5 - 12.6 - 12.6 - 13.4 - 12.3	12.7 - 23.3 - 35.7 - 48.1 - 61.0 - 73.5 - 86.1 - 98.7 - 112.1 - 124.4 (12.7-12.7)	2.0	210.0	5.0			
199202010401	芝	右	1800	曇	不良	10:15	4歳未勝利		1992-8-16	1	函館	4	4歳未勝利	(父)(馬齢)	2	240	2	2	130	1	1	210	4	1-2	690	4																							12.8 - 11.9 - 12.0 - 12.3 - 12.3 - 12.5 - 13.4 - 13.5 - 13.5	12.8 - 24.7 - 36.7 - 49.0 - 61.3 - 73.8 - 87.2 - 100.7 - 114.2 (12.8-12.8)						
199202010402	芝	右	1000	曇	不良	10:45	3歳未勝利		1992-8-16	1	函館	4	3歳未勝利	(混)(馬齢)	7	1830	6	7	730	6	4	660	5	4-7	8110	17																							12.8 - 11.7 - 11.8 - 13.2 - 12.8	12.8 - 24.5 - 36.3 - 49.5 - 62.3 (12.8-12.8)						
199202010403	ダ	右	1000	曇	不良	11:15	4歳未勝利		1992-8-16	1	函館	4	4歳未勝利	(馬齢)	2	180	1	2	110	1	4	110	2	2-4	280	1																							12.7 - 11.1 - 12.0 - 12.3 - 12.3	12.7 - 23.8 - 35.8 - 48.1 - 60.4 (12.7-12.7)	3.0	150.0	3.0			
199202010404	芝	右	1000	曇	不良	11:45	3歳新馬		1992-8-16	1	函館	4	3歳新馬	牝(馬齢)	3	210	1	3	150	1	6	650	7	3-6	2040	8																							12.4 - 11.4 - 12.4 - 12.8 - 12.7	12.4 - 23.8 - 36.2 - 49.0 - 61.7 (12.4-12.4)						
199202010405	芝	右	1200	曇	不良	12:45	3歳新馬		1992-8-16	1	函館	4	3歳新馬	(混)(馬齢)	5	260	2	5	140	2	6	270	3	5-6	740	3																							12.7 - 11.0 - 11.9 - 12.4 - 13.2 - 13.6	12.7 - 23.7 - 35.6 - 48.0 - 61.2 - 74.8 (12.7-12.7)						
199202010406	芝	右	2000	曇	不良	13:15	4歳未勝利		1992-8-16	1	函館	4	4歳未勝利	(馬齢)	1	140	1	1	130	1	6	760	7	1-6	2000	9																							13.0 - 11.9 - 12.6 - 12.8 - 13.4 - 12.7 - 13.0 - 12.9 - 13.9 - 12.9	13.0 - 24.9 - 37.5 - 50.3 - 63.7 - 76.4 - 89.4 - 102.3 - 116.2 - 129.1 (13.0-13.0)						
199202010407	芝	右	1000	曇	不良	13:50	4歳以上500万下		1992-8-16	1	函館	4	4歳以上500万下	(混)(別定)	9	210	1	9	120	1	2	160	3	2-8	500	2																							12.6 - 11.1 - 11.8 - 12.5 - 12.4	12.6 - 23.7 - 35.5 - 48.0 - 60.4 (12.6-12.6)	3.0	150.0	2.0	2-9	680.0	2.0
199202010408	芝	右	1800	小雨	不良	14:25	駒ケ岳特別 		1992-8-16	1	函館	4	4歳以上500万下	(別定)	11	7510	11	11	1,350	11	6	370	7	6-8	1620	9																							12.3 - 12.1 - 12.2 - 12.9 - 12.4 - 12.3 - 12.9 - 13.2 - 13.3	12.3 - 24.4 - 36.6 - 49.5 - 61.9 - 74.2 - 87.1 - 100.3 - 113.6 (12.3-12.3)	4.0	670.0	10.0	6-11	44130.0	52.0
