rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		サロルン	牡3	56.0		赤岡修次	1:27.8		4-4-4-4	37.9	2.0	1	478	-3		岡林光浩		吉田和美	2,000.0
2	7	9		ティーズダンク	牡3	56.0		岡部誠	1:28.0	1.0	5-5-1-1	38.2	6.6	4	502	6		水野貴史		立山伸二	560.0
3	1	1		ハナブサ	牡3	56.0		廣瀬航	1:28.1	1/2	7-7-7-5	37.8	19.9	5	447	-8		高本友芳		生部初男	280.0
4	8	12		ニュータウンガール	牝3	54.0		川原正一	1:28.6	3.0	3-3-3-2	38.9	81.9	8	496	-1		井上孝彦		（有）新生ファーム	200.0
5	2	2		ガミラスジャクソン	牡3	56.0		鴨宮祥行	1:28.6	クビ	9-9-8-6	37.9	86.6	9	462	-2		長南和宏		藤井猛	160.0
6	5	6		ヴァケーション	牡3	56.0		吉原寛人	1:28.9	1.1/2	6-6-6-7	38.8	3.5	2	476	3		高月賢一		大岸昌浩	
7	5	5		ディアタイザン	牡3	56.0		杉浦健太	1:29.0	1/2	1-1-2-3	39.6	31.1	7	498	6		碇清次郎		平野照子	
8	6	8		ステラモナーク	牝3	54.0		下原理	1:29.4	2.1/2	2-2-5-8	39.8	6.0	3	487	7		新子雅司		野田善己	
9	8	11		サラベティ	牝3	54.0		松木大地	1:29.4	アタマ	12-12-11-11	38.0	118.7	10	412	0		新井隆太		村上博將	
10	4	4		イチライジン	牡3	56.0		吉村智洋	1:29.7	2.0	11-10-10-9	38.6	28.5	6	495	10		田中範雄		小林克己	
11	6	7		ブルベアガロン	牡3	56.0		小谷周平	1:30.5	5.0	7-8-9-10	39.9	250.3	11	505	2		溝橋利喜		小林聖子	
12	7	10		インザフューチャー	牡3	56.0		戸部尚実	1:30.8	1.1/2	10-11-12-12	39.4	323.3	12	480	10		川西毅		（有）ベターエステ	
