日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/07	晴	9	16	3	5	12.1	4	5	54.0	良	1:14.5	0.4	6-5	35.3-38.8	38.2	大井	202244030709	C214　15	movie.html?race_id=202244030709	a02d8	ダ	1200	466	2	10.0
2022/02/07	晴	7	15	8	15	6.3	3	5	54.0	良	1:15.0	1.2	3-3	35.6-38.2	39.3	大井	202244020707	C214　1516	movie.html?race_id=202244020707	a02d8	ダ	1200	464	-5	10.0
2022/01/24	曇	6	14	6	10	10.6	5	11	54.0	良	1:30.9	3.0	3-2-2	35.2-40.4	43.2	大井	202244012406	C214　1516	movie.html?race_id=202244012406	a02d8	ダ	1400	469	6	0.0
2021/07/12	曇	12	16	7	13	9.1	6	15	53.0	重	1:28.4	1.9	4-6-6	36.0-38.5	39.9	大井	202144071212	さそり座特別競走	movie.html?race_id=202144071212	a0247	ダ	1400	463	2	0.0
2021/06/28	曇	8	13	8	13	3.9	1	2	54.0	良	1:27.6	0.2	2-2-2	37.4-37.9	38.0	大井	202144062808	C1七　八九	movie.html?race_id=202144062808	05380	ダ	1400	461	3	48.0
2021/06/10	晴	12	14	4	7	2.5	1	3	54.0	良	1:14.4	0.2	6-5	35.9-38.3	38.2	大井	202144061012	仲夏特別競走	movie.html?race_id=202144061012	05380	ダ	1200	458	-5	45.0
2021/05/21	曇	6	12	8	12	3.4	2	2	54.0	不	1:14.2	0.1	5-4	36.1-38.0	37.6	大井	202144052106	C2四　五六	movie.html?race_id=202144052106	05380	ダ	1200	463	-1	40.0
2021/04/28	曇	5	14	4	5	2.0	1	2	54.0	良	1:14.2	0.3	4-5	36.1-37.8	37.8	大井	202144042805	C2七　八九	movie.html?race_id=202144042805	05583	ダ	1200	464	-3	40.0
2021/04/12	晴	4	14	5	7	11.2	5	1	54.0	良	1:13.4	-0.6	5-4	36.3-37.1	36.8	大井	202144041204	C212　13	movie.html?race_id=202144041204	05583	ダ	1200	467	4	100.0
2021/03/25	曇	6	14	2	2	5.5	3	2	54.0	稍	1:29.2	0.0	1-1-1	38.2-38.4	38.4	大井	202144032506	C3三　四五	movie.html?race_id=202144032506	05583	ダ	1400	463	-12	32.0
2021/03/04	晴	3	12	7	10	56.7	7	3	54.0	良	1:31.7	0.6	7-7-7-7	39.1-40.0	39.4	川崎	202145030403	今日は楽天競馬LIV	movie.html?race_id=202145030403	a0293	ダ	1400	475	10	20.0
2021/01/27	曇	3	12	5	5	53.2	7	5	54.0	不	1:33.1	1.6	4-5-4-4	38.6-40.5	41.4	川崎	202145012703	C3四　五六	movie.html?race_id=202145012703	a0293	ダ	1400	465	7	9.6
2021/01/03	晴	5	12	5	5	4.3	2	4	54.0	良	1:33.2	0.9	5-5-4-3	38.7-41.0	41.3	川崎	202145010305	布袋尊賞	movie.html?race_id=202145010305	a0293	ダ	1400	458	-3	13.5
2020/12/14	曇	1	8	3	3	2.5	2	3	54.0	良	1:33.1	0.5	2-2-1-3	39.9-40.8	41.3	川崎	202045121401	3歳5　イ	movie.html?race_id=202045121401	a0293	ダ	1400	461	-5	25.0
2020/10/21	曇	9	8	6	6	2.1	1	2	54.0	稍	1:14.6	0.2	1-1	0.0-38.2	38.4	門別	202030102109	ヒンナ!登別閻魔やき	movie.html?race_id=202030102109	05534	ダ	1200	466	-2	8.4
2020/10/07	晴	8	12	6	8	4.9	3	2	54.0	重	1:13.3	0.0	1-1	0.0-37.2	37.2	門別	202030100708	3歳以上C3ー3	movie.html?race_id=202030100708	05534	ダ	1200	468	2	8.4
2020/09/23	曇	9	12	2	2	3.5	2	7	54.0	稍	1:45.2	2.0	2-2-2-3	0.0-40.5	42.3	門別	202030092309	ひだか樹魂まつり賞	movie.html?race_id=202030092309	05534	ダ	1600	466	-2	0.0
2020/09/08	晴	7	12	2	2	5.9	2	3	54.0	稍	1:15.3	0.3	1-1	0.0-40.1	40.4	門別	202030090807	3歳以上C3ー3C4	movie.html?race_id=202030090807	05534	ダ	1200	468	-6	6.3
2020/08/27	晴	7	12	5	5	2.8	2	2	54.0	良	1:15.8	0.0	2-2	0.0-40.0	39.7	門別	202030082707	3歳以上C4ー2	movie.html?race_id=202030082707	05286	ダ	1200	474	12	8.4
2020/07/15	曇	5	9	5	5	7.5	3	3	54.0	稍	1:14.6	0.4	2-2	0.0-38.2	38.5	門別	202030071505	3歳以上C4ー2	movie.html?race_id=202030071505	05286	ダ	1200	462	-2	6.3
2020/07/02	雨	4	12	3	3	2.9	2	3	54.0	不	1:14.3	0.7	1-1	0.0-36.9	37.6	門別	202030070204	ショシベツの滝賞	movie.html?race_id=202030070204	05286	ダ	1200	464	2	6.3
2020/06/09	晴	5	8	5	5	2.7	2	1	54.0	良	1:15.8	-2.0	1-1	0.0-38.2	38.2	門別	202030060905	3歳以上C4ー6	movie.html?race_id=202030060905	05286	ダ	1200	462	-2	30.0
2020/05/27	曇	2	9	1	1	12.6	5	5	54.0	稍	1:17.4	1.5	1-1	0.0-39.8	41.3	門別	202030052702	3歳以上C4ー6	movie.html?race_id=202030052702	05286	ダ	1200	464	0	2.1
2020/03/14	雨	4	16	4	7	47.7	9	10	54.0	稍	2:03.6	4.9	13-14-12-11	41.3-37.4	40.2	中山	202006020504	3歳新馬	202006020504	01109	ダ	1800	464	0	0.0
