waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018105199	ビジューブリランテ	牡3	54.0	01180	団野	01147	武井	492	4
2	2	2018105299	プレミアエンブレム	牝3	52.0	01170	横山武	01027	田村	462	0
3	3	2018101632	ウイングリュック	牡3	54.0	01091	丹内	01018	宮	482	8
4	4	2017102100	スプリッツァー	牡4	57.0	01161	菊沢	01115	菊沢	480	4
5	5	2017105536	アミークス	牝4	55.0	01095	吉田隼	01144	池添学	448	-4
6	6	2018104569	デルマアシュラ	牡3	54.0	01112	荻野琢	01061	友道	420	10
6	7	2017106236	アースブレイブ	セ4	54.0	01177	小林凌	00420	宗像	454	4
7	8	2018110044	ピエドラアギーラ	牡3	54.0	00666	武豊	01085	小崎	470	0
7	9	2016104400	アドマイヤリーブラ	牡5	57.0	01124	国分恭	01084	梅田	480	-4
8	10	2016104753	アメジストヴェイグ	牡5	55.0	01181	秋山稔	01047	勢司	504	-2
8	11	2017109010	クリノブレーヴ	牡4	54.0	01189	西谷凜	01173	長谷川	448	4
