waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017104870	レッドルピナス	牝4	55.0	01093	藤岡佑	01183	辻野	424	0
1	2	2018100898	アンジュソレイユ	牝3	53.0	01124	国分恭	01110	清水久	442	-8
2	3	2018103063	フィルムスコア	牝3	53.0	01138	藤懸	01082	平田	454	0
2	4	2017105192	カーフライターク	牡4	57.0	00732	幸	01180	田中克	480	10
3	5	2018103503	プラチナムレイアー	牡3	55.0	01157	鮫島駿	01176	吉岡	468	-14
3	6	2018100729	サンライズシューズ	牝3	53.0	01152	小崎	01113	牧浦	454	0
4	7	2018106388	メイショウホシアイ	牝3	53.0	01174	岩田望	01136	高橋亮	468	2
4	8	2018100483	ナリタエール	牝3	53.0	01034	酒井	01073	宮本	404	-10
5	9	2017100904	タイクーンバゴ	牡4	57.0	01154	松若	01138	浜田	496	2
5	10	2018106319	ココクラッシュ	牝3	52.0	01178	斎藤	01084	梅田	434	0
6	11	2016103063	プリモプレミオ	牝5	52.0	01185	小沢	01130	吉村	454	-2
6	12	2017101153	カゼノタニノアヤカ	牝4	52.0	01186	角田	00438	安田隆	454	4
7	13	2017105790	ノーセキュリティ	牡4	57.0	01115	浜中	01139	飯田祐	494	-4
7	14	2017100169	ソルトキャピタル	牡4	57.0	01030	松田	01161	武英	504	0
7	15	2018105144	チカリヨン	牝3	53.0	00666	武豊	01092	松永幹	482	4
8	16	2017101796	リノ	牝4	52.0	01191	松本	01158	寺島	460	4
8	17	2016102111	ファタリテ	牡5	57.0	01125	国分優	01032	大根田	446	-18
8	18	2015103306	メイショウナスカ	牝6	55.0	01037	太宰	01136	高橋亮	496	2
