	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
199546082001	ダ	右	900	晴	良		サラ系3才		1995-8-20	11	金沢	4																																												
199546090301	ダ	右	1300	曇	不良		サラ系3才		1995-9-3	12	金沢	4																																												
199546091701	ダ	右	1300	曇	不良		サラ系3才		1995-9-17	13	金沢	4																																												
199546100207	ダ	右	900	曇	重		サラブレッド若駒賞 		1995-10-2	14	金沢	6	サラ系3才																																											
199546101001	ダ	右	1300	晴	良		サラ系3才		1995-10-10	15	金沢	5																																												
199546110703	ダ	右	1500	晴	稍重		プロキオン特別C2 		1995-11-7	17	金沢	6	サラ系一般																																											
199546110708	ダ	右	1400	曇	稍重		ヤングプリンセス賞 		1995-11-7	17	金沢	6	サラ系3才																																											
199546120302	ダ	右	1400	曇	不良		サラ系3才		1995-12-3	19	金沢	5																																												
199546121207	ダ	右	1700	曇	不良		フェニックス特別A 		1995-12-12	20	金沢	5	サラ系一般																																											
199546121208	ダ	右	1500	曇	不良		サラブレッド3歳優駿	G	1995-12-12	20	金沢	5	サラ系3才																																											
