rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	9		ダヴィンチ	牡3	56.0		大坪慎	1:41.8		2-2-2-2	37.8	2.7	1	535	4		平澤芳三		高橋貢	35.0
2	8	11		ヘネラリーフェ	牝3	54.0		村上忍	1:42.0	1.0	6-4-4-3	38.0	2.9	2	454	-1		斉藤雄一		森田藤治	12.3
3	6	8		メイショウカチゴマ	牡4	56.0		坂口裕一	1:42.5	3.0	1-1-1-1	38.7	21.2	6	502	2		佐藤浩一		横山育生	7.0
4	2	2		オペラムーン	牝3	54.0		山本聡哉	1:42.6	クビ	7-9-6-6	37.6	7.0	4	483	1		菅原勲		高橋一己	3.5
5	4	4		デンコウエポック	セ10	54.0		七夕裕次	1:43.0	2.1/2	8-8-6-8	38.0	33.0	7	459	-1		三野宮通		（株）アプエンテ	1.8
6	6	7		オールイン	牡7	56.0		陶文峰	1:43.1	3/4	5-6-5-5	38.5	6.6	3	448	6		三野宮通		（株）アプエンテ	
7	1	1		ラコンコルド	牝5	54.0		山本政聡	1:43.1	アタマ	4-5-6-7	38.4	65.2	9	446	0		小西重征		長澤茂	
8	3	3		シンキングターボ	牡7	56.0		菅原辰徳	1:43.1	ハナ	10-10-10-10	37.7	109.2	10	514	1		佐藤浩一		佐藤貞夫	
9	7	10		ツリガサキ	牝3	54.0		阿部英俊	1:43.2	クビ	3-3-3-4	39.2	8.3	5	433	-1		石川栄		吉田喜代司	
10	5	6		メイショウカイコウ	牡4	56.0		岩本怜	1:43.3	1/2	9-7-6-9	38.3	35.7	8	452	-3		三野宮通		（株）アプエンテ	
取	5	5		ブラントン	牡3	56.0		高橋悠里					---		計不			酒井仁		鈴木雅俊	
取	8	12		チャオコーリー	牝4	51.0		関本玲花					---		計不			佐藤浩一		畠山浩司	
