rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	8		テーオーニーチェ	牡4	56.0		大坪慎	1:42.0		2-2-2-1	38.9	47.8	7	454	-2		平澤芳三		白鳥久男	35.0
2	6	7		サンクビジュー	牝5	54.0		山本政聡	1:42.4	2.1/2	1-1-1-1	39.4	4.5	3	459	0		酒井仁		Ｉレーシング（株）	12.3
3	4	4		タンサンドール	セ8	56.0		陶文峰	1:42.5	1/2	5-5-6-3	38.9	8.8	4	492	1		小林義明		遠藤喜和	7.0
4	8	10		ウインエルカミーノ	牡5	56.0		坂口裕一	1:42.6	3/4	8-7-4-4	39.0	2.4	1	457	5		永田幸宏		小野潤一郎	3.5
5	6	6		ヒロイックサーガ	セ8	56.0		高橋悠里	1:43.1	3.0	7-8-8-8	39.0	119.2	10	515	4		及川良春		岩渕瑞生	1.8
6	7	9		フェイトリッパー	牡3	56.0		村上忍	1:43.1	クビ	3-3-3-5	39.9	2.6	2	483	14		板垣吉則		鈴木康弘	
7	5	5		ドライバーズハイ	牡8	53.0		関本玲花	1:43.1	ハナ	11-11-8-9	38.6	40.8	6	453	0		畠山信一		吉田勝利	
8	2	2		シゲルシチフクジン	牝9	54.0		岩本怜	1:43.1	アタマ	10-9-7-7	39.1	104.7	9	463	1		三野宮通		（株）アプエンテ	
9	8	11		ベルモントナイト	牝10	52.0		七夕裕次	1:43.7	4.0	6-6-8-11	39.6	23.7	5	451	10		佐藤祐司		Ｉレーシング（株）	
10	3	3		エルポデール	牡6	56.0		木村暁	1:44.0	1.3/4	9-10-11-10	39.3	146.1	11	448	5		千葉博次		谷謙介	
11	1	1		ナガラチェリー	牝4	54.0		菅原辰徳	1:44.2	1.1/4	4-4-5-6	40.8	66.0	8	432	2		瀬戸幸一		後藤順男	
