rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	7		エブリーエックス	牝3	54.0		村上忍	1:28.6		1-1-1-1	38.4	1.2	1	500	10		菅原勲		遠山淳	35.0
2	8	11		アトス	牡6	56.0		坂口裕一	1:29.1	3.0	5-5-4-4	38.4	17.6	5	472	-1		村上昌幸		岩渕道良	12.3
3	8	10		フォーハンズプレイ	牡4	56.0		鈴木祐	1:29.3	1.1/4	3-3-3-3	38.8	9.2	3	477	0		櫻田康二		松嶋良治	7.0
4	7	9		バトルアメージング	牝3	54.0		菅原辰徳	1:29.4	クビ	2-2-2-2	39.1	6.5	2	413	3		板垣吉則		宮川秋信	3.5
5	2	2		コスモラフェット	牡6	56.0		大坪慎	1:29.7	2.0	6-6-6-6	38.6	79.1	8	507	-2		橘友和		湯澤寛	1.8
6	6	6		アニマート	セ5	56.0		高松亮	1:29.7	ハナ	4-4-5-5	38.9	12.6	4	488	-14		櫻田康二		上手健太郎	
7	5	5		エムオーシャルマン	牝5	54.0		陶文峰	1:30.1	2.1/2	10-11-9-8	38.6	154.2	10	456	-5		平澤芳三		遠藤喜和	
8	1	1		ミナノキング	牡5	56.0		南郷家全	1:30.1	ハナ	9-10-8-7	38.7	68.9	7	454	-3		櫻田浩樹		蔵内優子	
9	4	4		ヤマジュンミクロ	牝6	54.0		木村暁	1:30.2	1/2	8-7-7-8	39.0	115.2	9	451	8		畠山信一		山下洵一郎	
10	7	8		ゲットリズム	牡5	56.0		小林凌	1:31.0	5.0	11-9-10-10	39.5	197.8	11	519	2		橘友和		ジャコモ（同）	
11	3	3		トップシークレット	牝7	51.0		関本玲花	1:31.6	4.0	6-8-11-11	40.0	46.4	6	484	4		佐藤雅彦		井手慶祐	
