rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		キョウトブッサ	牡7	56.0		笹田知宏	1:32.8		1-1-1-2	41.6	5.0	3	496	3		大山寿文		山本晋也	50.0
2	6	6		パラジウムリボン	牝4	54.0		吉村智洋	1:33.2	2.1/2	2-2-2-1	41.8	3.2	2	416	-4		飯田良弘		赤木勝利	20.0
3	8	10		ルーシー	牝5	54.0		松木大地	1:33.7	3.0	3-3-3-3	42.1	45.0	9	439	0		三宅直之		小橋亮太	12.5
4	4	4		ビップリバプール	牡4	56.0		大山真吾	1:33.8	1/2	9-9-9-7	40.8	13.5	5	487	3		住吉朝男		曽和栄司	7.5
5	7	8		レディボロニヤ	牝6	51.0		長尾翼玖	1:33.8	ハナ	9-10-8-8	40.6	7.6	4	435	8		平松徳彦		橋本忠男	5.0
6	5	5		チェリーウラノス	牡4	56.0		廣瀬航	1:34.0	3/4	8-8-6-6	41.6	14.4	6	454	2		中塚猛		小橋亮太	
7	7	7		シュルシャガナ	牡4	56.0		田中学	1:34.5	3.0	5-5-4-4	42.7	2.9	1	436	0		橋本忠明		高樽秀夫	
8	1	1		ルミノール	牡8	56.0		長谷部駿	1:34.6	クビ	4-4-5-5	42.9	19.5	7	465	1		徳本慶一		組）オールザベスト組	
9	8	9		ロードミラージュ	牡5	56.0		川原正一	1:35.7	7.0	6-6-7-9	43.4	23.2	8	432	-8		住吉朝男		組）オールザベスト組	
10	2	2		アンジェラ	牝6	54.0		中田貴士	1:36.8	7.0	7-7-10-10	43.9	198.2	10	443	3		山元博徳		（株）ラグジュアリ	
