horse_id	年度	順位	出走頭数	勝馬頭数	出走回数	勝利回数	重賞/出走	重賞/勝利	特別/出走	特別/勝利	平場/出走	平場/勝利	芝/出走	芝/勝利	ダート/出走	ダート/勝利	勝馬率	EI	入着賞金(万円)	平均距離(芝)	平均距離(ダ)	代表馬
000a0004be	2009	758	1	0	4	0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2003105583
000a0004be	2007	829	2	0	8	0	0.0	0.0	3.0	0.0	5.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2000104947
000a0004be	2006	861	4	0	9	0	0.0	0.0	0.0	0.0	9.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2004104798
000a0004be	2005	530	2	1	20	1	0.0	0.0	8.0	1.0	12.0	0.0	18.0	1.0	1.0	0.0	0.5	0.98	1299.5	2000.0	0.0	1998106337
000a0004be	2004	581	7	1	31	1	0.0	0.0	3.0	0.0	28.0	1.0	16.0	1.0	15.0	0.0	0.143	0.2	975.0	1800.0	0.0	2000102817
000a0004be	2003	333	12	1	71	1	0.0	0.0	9.0	0.0	62.0	1.0	32.0	1.0	39.0	0.0	0.083	0.43	3614.4	2000.0	0.0	1998106337
000a0004be	2002	258	14	3	86	3	0.0	0.0	26.0	0.0	60.0	3.0	41.0	1.0	43.0	2.0	0.214	0.56	5701.1	2000.0	1450.0	1997102601
000a0004be	2001	174	22	4	118	4	3.0	0.0	14.0	1.0	101.0	3.0	42.0	3.0	66.0	0.0	0.182	0.52	8712.4	1733.3	0.0	1998106113
000a0004be	2000	131	19	5	141	5	1.0	0.0	30.0	0.0	110.0	5.0	61.0	1.0	66.0	3.0	0.263	0.75	11525.7	2000.0	1300.0	1993105472
000a0004be	1999	46	30	10	200	14	9.0	1.0	28.0	2.0	163.0	11.0	76.0	3.0	95.0	7.0	0.3329999999999999	1.24	31265.9	1733.3	1542.9	1994106008
000a0004be	1998	31	40	12	267	18	16.0	2.0	63.0	3.0	188.0	13.0	94.0	7.0	158.0	6.0	0.3	1.2	41576.4	1814.3	1700.0	1994106008
000a0004be	1997	28	50	15	330	19	18.0	1.0	71.0	4.0	241.0	14.0	142.0	4.0	172.0	11.0	0.3	1.03	44826.0	1850.0	1527.3	1990103177
000a0004be	1996	9	67	26	431	40	31.0	2.0	87.0	10.0	313.0	28.0	203.0	16.0	204.0	19.0	0.3879999999999999	1.26	74750.2	1600.0	1510.5	1994106008
000a0004be	1995	8	78	33	467	45	26.0	2.0	125.0	9.0	316.0	34.0	225.0	21.0	235.0	24.0	0.423	1.23	83316.8	1676.2	1416.7	1991108034
000a0004be	1994	10	69	31	417	40	32.0	1.0	113.0	6.0	272.0	33.0	204.0	13.0	212.0	27.0	0.449	1.37	81620.9	1776.9	1459.3	1991102100
000a0004be	1993	11	77	30	426	43	14.0	2.0	114.0	18.0	298.0	23.0	211.0	24.0	210.0	19.0	0.39	1.21	81834.5	1754.2	1442.1	1990102618
000a0004be	1992	13	70	30	419	38	14.0	0.0	104.0	6.0	301.0	32.0	213.0	15.0	192.0	21.0	0.429	0.96	59871.0	1600.0	1595.2	1988103210
000a0004be	1991	11	69	28	443	49	15.0	0.0	134.0	10.0	294.0	39.0	222.0	17.0	206.0	30.0	0.406	1.32	79227.0	1629.4	1530.0	1987102587
000a0004be	1990	8	72	30	431	48	19.0	2.0	91.0	12.0	321.0	34.0	208.0	21.0	200.0	23.0	0.417	1.59	93765.0	1809.5	1460.9	1985102167
000a0004be	1989	9	64	29	392	40	13.0	3.0	91.0	7.0	288.0	30.0	194.0	20.0	195.0	19.0	0.4529999999999999	1.49	75206.0	1730.0	1594.7	1985102167
000a0004be	1988	7	66	32	401	52	17.0	7.0	101.0	10.0	283.0	35.0	195.0	28.0	202.0	24.0	0.485	1.84	93218.0	1760.7	1454.2	1985102167
000a0004be	1987	21	51	27	320	38	8.0	0.0	64.0	10.0	248.0	28.0	154.0	19.0	157.0	16.0	0.529	1.15	43484.0	1515.8	1562.5	1984104726
000a0004be	1986	27	46	20	294	30	6.0	0.0	58.0	8.0	230.0	22.0	146.0	16.0	147.0	14.0	0.435	1.02	32357.0	1575.0	1464.3	1982106148
