horse_id	年度	順位	出走頭数	勝馬頭数	出走回数	勝利回数	重賞/出走	重賞/勝利	特別/出走	特別/勝利	平場/出走	平場/勝利	芝/出走	芝/勝利	ダート/出走	ダート/勝利	勝馬率	EI	入着賞金(万円)	平均距離(芝)	平均距離(ダ)	代表馬
1989108341	2021	14	134	29	390	36	19.0	3.0	81.0	11.0	290.0	22.0	171.0	13.0	198.0	19.0	0.216	1.13	70743.6	1523.1	1497.4	2017100540.0
1989108341	2020	12	188	47	808	65	26.0	2.0	151.0	17.0	631.0	46.0	388.0	31.0	406.0	32.0	0.25	0.98	113481.4	1361.3	1415.6	2017102686.0
1989108341	2019	16	199	34	775	45	31.0	1.0	150.0	13.0	594.0	31.0	378.0	25.0	394.0	20.0	0.171	0.71	86503.1	1452.0	1385.0	2015106089.0
1989108341	2018	13	193	38	766	51	24.0	1.0	154.0	12.0	588.0	38.0	393.0	22.0	359.0	28.0	0.1969999999999999	0.73	87491.1	1536.4	1530.4	2010100960.0
1989108341	2017	9	197	30	818	43	37.0	4.0	164.0	6.0	617.0	33.0	436.0	21.0	364.0	20.0	0.152	1.22	149649.0	1614.3	1375.0	2012102013.0
1989108341	2016	4	181	36	730	50	38.0	6.0	168.0	9.0	524.0	35.0	382.0	29.0	333.0	20.0	0.1989999999999999	1.44	162639.5	1531.0	1450.0	2012102013.0
1989108341	2015	6	176	34	773	48	30.0	4.0	183.0	14.0	560.0	30.0	415.0	28.0	330.0	18.0	0.193	1.18	127171.4	1639.3	1397.2	2012102013.0
1989108341	2014	12	167	40	754	48	23.0	0.0	159.0	8.0	572.0	40.0	393.0	29.0	341.0	19.0	0.24	0.76	76906.7	1358.6	1350.0	2011103692.0
1989108341	2013	11	151	41	693	47	23.0	2.0	122.0	6.0	548.0	39.0	309.0	21.0	370.0	25.0	0.272	0.9	81480.7	1381.0	1396.0	2009102527.0
1989108341	2012	26	133	30	539	38	10.0	1.0	93.0	8.0	436.0	29.0	259.0	19.0	275.0	19.0	0.226	0.65	51347.8	1289.5	1444.7	2009102527.0
1989108341	2011	26	117	29	539	37	13.0	0.0	95.0	5.0	431.0	32.0	277.0	11.0	254.0	25.0	0.248	0.68	48483.5	1345.5	1508.0	2007101500.0
1989108341	2010	46	97	13	353	15	16.0	0.0	51.0	3.0	286.0	12.0	205.0	10.0	147.0	5.0	0.134	0.51	30829.8	1250.0	1280.0	2006101905.0
1989108341	2009	37	70	12	279	16	18.0	0.0	52.0	6.0	209.0	10.0	178.0	14.0	98.0	2.0	0.171	0.89	39310.8	1557.1	1450.0	2006101905.0
1989108341	2008	46	55	11	233	17	11.0	0.0	28.0	6.0	194.0	11.0	144.0	12.0	88.0	5.0	0.2	0.87	30252.0	1466.7	1490.0	2005106614.0
1989108341	2007	80	37	7	157	9	6.0	0.0	21.0	4.0	130.0	5.0	84.0	7.0	69.0	2.0	0.1889999999999999	0.73	17732.0	1371.4	2000.0	2002104962.0
1989108341	2006	129	21	5	84	6	2.0	0.0	20.0	1.0	62.0	5.0	51.0	4.0	31.0	2.0	0.238	0.84	11629.3	1200.0	1600.0	2002103584.0
1989108341	2005	244	15	3	78	3	2.0	0.0	12.0	1.0	64.0	2.0	50.0	3.0	28.0	0.0	0.2	0.57	5639.7	1200.0	0.0	2002103584.0
1989108341	2004	271	9	4	45	5	1.0	0.0	5.0	0.0	39.0	5.0	23.0	2.0	22.0	3.0	0.444	0.81	4985.0	1300.0	1133.3	2000100569.0
1989108341	2003	733	7	0	14	0	0.0	0.0	2.0	0.0	12.0	0.0	4.0	0.0	10.0	0.0	0.0	0.07	350.0	0.0	0.0	2000105617.0
1989108341	2002	649	1	1	2	1	0.0	0.0	1.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	1.04	760.0	1000.0	0.0	2000100569.0
000a001cd4	2021	199	5	1	18	1	0.0	0.0	8.0	0.0	10.0	1.0	5.0	0.0	13.0	1.0	0.2	1.41	3274.3	0.0	1800.0	2014106079.0
