horse_id	年度	順位	出走頭数	勝馬頭数	出走回数	勝利回数	出走/重賞	勝利/重賞	出走/特別	特別/勝利	出走/平場	平場/勝利	出走/芝	芝/勝利	出走/ダート	ダート/勝利	勝馬率	EI	入着賞金(万円)	平均距離(芝)	平均距離(ダ)	代表馬	重賞/出走	重賞/勝利	特別/出走	勝利/特別	平場/出走	勝利/平場	芝/出走	勝利/芝	ダート/出走	勝利/ダート
000a000e27	1990	295	1	1	3	2	1.0	0.0	0.0		2.0		1.0		2.0		1.0	3.64	2980.0	0.0	1200.0	1987102571.0				0.0		2.0		0.0		2.0
000a000e27	1989	554	1	0	8	0	0.0	0.0	4.0		4.0		8.0		0.0		0.0	0.58	455.0	0.0	0.0	1985106026.0				0.0		0.0		0.0		0.0
000a000e27	1988	487	1	1	10	1	0.0	0.0	1.0		9.0		2.0		8.0		1.0	1.08	827.0	0.0	1600.0	1985106026.0				0.0		1.0		0.0		1.0
000a000e27	1987	323	1	1	4	2	1.0	0.0	2.0		1.0		4.0		0.0		1.0	2.69	2000.0	2250.0	0.0	1982105744.0				1.0		1.0		2.0		0.0
000a000e27	1986	101	2	2	11	4	5.0	0.0	3.0		3.0		10.0		1.0		1.0	6.9	9520.0	2100.0	0.0	1980103640.0				3.0		1.0		4.0		0.0
000a000e27	1985	109	3	1	11	1	0.0	0.0	0.0		11.0		0.0		11.0		0.333	4.34	8800.0	0.0	2000.0	1982105744.0				0.0		1.0		0.0		1.0
000a000e27	1984	183	3	1	15	4	0.0	0.0	0.0		15.0		0.0		15.0		0.333	2.5	5036.0	0.0	1950.0	1982102032.0				0.0		4.0		0.0		4.0
000a000e27	1983	540	1	1	5	1	0.0	0.0	0.0		5.0		0.0		5.0		1.0	0.9	606.0	0.0	2000.0	1980103640.0				0.0		1.0		0.0		1.0
000a000e27	1982	393	1	1	9	2	0.0	0.0	0.0		9.0		4.0		5.0		1.0	2.1	1430.0	1500.0	1700.0	1978103641.0				0.0		2.0		1.0		1.0
000a000e27	1981	204	2	2	17	5	0.0	0.0	0.0		17.0		12.0		5.0		1.0	2.62	3535.0	1975.0	1600.0	1977102686.0				0.0		5.0		4.0		1.0
000a000e27	1980	556	1	0	3	0	0.0	0.0	0.0		3.0		3.0		0.0		0.0	0.61	390.0	0.0	0.0	1977102686.0				0.0		0.0		0.0		0.0
000a000b10	2006	853	1	0	5	0	0.0	0.0	0.0		5.0		2.0		3.0		0.0	0.08	50.0	0.0	0.0	2003101476.0				0.0		0.0		0.0		0.0
000a000b10	2005	738	2	0	8	0	0.0	0.0	0.0		8.0		0.0		8.0		0.0	0.23	300.0	0.0	0.0	2002102239.0				0.0		0.0		0.0		0.0
000a000b10	2004	645	1	1	10	1	0.0	0.0	1.0		9.0		9.0		1.0		1.0	1.04	705.0	1200.0	0.0	1997107448.0				0.0		1.0		1.0		0.0
000a000b10	2003	772	2	0	7	0	0.0	0.0	0.0		7.0		6.0		1.0		0.0	0.14	200.0	0.0	0.0	1997107448.0				0.0		0.0		0.0		0.0
000a000b10	2002	879	2	0	5	0	0.0	0.0	0.0		5.0		0.0		5.0		0.0	0.0	0.0	0.0	0.0	1997107448.0				0.0		0.0		0.0		0.0
000a000b10	2001	741	5	0	23	0	1.0	0.0	1.0		21.0		7.0		16.0		0.0	0.13	484.0	0.0	0.0	1996102859.0				0.0		0.0		0.0		0.0
000a000b10	2000	312	9	2	35	3	1.0	0.0	9.0		25.0		12.0		23.0		0.222	0.53	3850.1	1000.0	1300.0	1997102950.0				0.0		3.0		1.0		2.0
000a000b10	1999	670	7	1	20	1	0.0	0.0	3.0		17.0		12.0		8.0		0.143	0.12	700.0	1600.0	0.0	1997101594.0				0.0		1.0		1.0		0.0
000a000b10	1998	565	5	1	21	1	1.0	0.0	5.0		15.0		7.0		14.0		0.2	0.25	1104.0	0.0	1200.0	1996106584.0				0.0		1.0		0.0		1.0
000a000b10	1997	709	9	0	31	0	0.0	0.0	9.0		22.0		11.0		20.0		0.0	0.05	400.0	0.0	0.0	1993107173.0				0.0		0.0		0.0		0.0
000a000b10	1996	381	6	1	42	1	0.0	0.0	3.0		39.0		13.0		29.0		0.167	0.49	2577.0	1600.0	0.0	1992109883.0				0.0		1.0		1.0		0.0
000a000b10	1995	293	15	2	69	2	0.0	0.0	7.0		62.0		21.0		48.0		0.133	0.3	3893.0	0.0	1300.0	1991103862.0				0.0		2.0		0.0		2.0
000a000b10	1994	91	24	12	149	16	1.0	0.0	23.0		125.0		57.0		91.0		0.5	0.83	17211.0	1200.0	1290.0	1989104438.0				0.0		16.0		6.0		10.0
000a000b10	1993	49	28	10	184	14	6.0	1.0	46.0		132.0		88.0		92.0		0.357	1.17	28749.0	1640.0	1375.0	1988101338.0				2.0		11.0		5.0		8.0
000a000b10	1992	75	26	11	169	13	4.0	0.0	27.0		138.0		77.0		92.0		0.423	0.9	21023.0	1666.7	1570.0	1988101338.0				2.0		11.0		3.0		10.0
000a000b10	1991	56	28	8	153	18	10.0	1.0	35.0		108.0		97.0		56.0		0.286	1.03	24913.0	1608.3	1450.0	1984105701.0				6.0		11.0		12.0		6.0
000a000b10	1990	47	28	11	165	16	7.0	0.0	36.0		122.0		92.0		73.0		0.393	1.25	28763.0	1946.2	1433.3	1984105701.0				7.0		9.0		13.0		3.0
000a000b10	1989	58	23	9	150	12	4.0	0.0	19.0		127.0		60.0		88.0		0.391	1.18	21536.0	1733.3	1480.0	1985104756.0				4.0		8.0		6.0		5.0
000a000b10	1988	78	23	7	135	10	0.0	0.0	31.0		104.0		58.0		77.0		0.304	0.84	14855.0	1640.0	1240.0	1985104756.0				2.0		8.0		5.0		5.0
000a000b10	1987	72	21	10	121	12	2.0	0.0	31.0		88.0		43.0		78.0		0.476	1.04	16275.0	1300.0	1675.0	1983105252.0				2.0		10.0		4.0		8.0
000a000b10	1986	116	15	7	82	11	1.0	0.0	18.0		63.0		30.0		48.0		0.467	0.83	8552.0	1300.0	1300.0	1983107003.0				1.0		10.0		2.0		9.0
000a000b10	1985	197	8	4	51	7	0.0	0.0	0.0		51.0		0.0		51.0		0.5	0.79	4258.0	0.0	1171.4	1982101519.0				0.0		7.0		0.0		7.0
000a000b10	1984	294	5	2	33	2	0.0	0.0	0.0		33.0		0.0		33.0		0.4	0.69	2336.0	0.0	1450.0	1981104545.0				0.0		2.0		0.0		2.0
000a000b10	1983	498	6	1	22	1	0.0	0.0	0.0		22.0		0.0		22.0		0.167	0.19	763.0	0.0	1700.0	1981200145.0				0.0		1.0		0.0		1.0
000a000b10	1982	197	5	4	31	5	0.0	0.0	0.0		31.0		2.0		29.0		0.8	1.31	4471.0	0.0	1580.0	1980100929.0				0.0		5.0		0.0		5.0
000a000b10	1981	558	1	1	1	1	0.0	0.0	0.0		1.0		0.0		1.0		1.0	0.59	400.0	0.0	1200.0	1979105980.0				0.0		1.0		0.0		1.0
000a000b10	1980	633	1	0	3	0	0.0	0.0	0.0		3.0		2.0		1.0		0.0	0.23	150.0	0.0	0.0	1978103302.0				0.0		0.0		0.0		0.0
000a000aca	1992	775	2	0	2	0	0.0	0.0	1.0		1.0		2.0		0.0		0.0	0.0	0.0	0.0	0.0	1986101563				0.0		0.0		0.0		0.0
000a000aca	1991	656	2	0	6	0	0.0	0.0	5.0		1.0		4.0		2.0		0.0	0.13	230.0	0.0	0.0	1988500863				0.0		0.0		0.0		0.0
000a000aca	1990	182	3	2	20	7	0.0	0.0	9.0		11.0		10.0		10.0		0.667	2.58	6340.0	1633.3	1300.0	1986101563				1.0		6.0		3.0		4.0
000a000aca	1989	350	1	1	7	1	1.0	0.0	3.0		3.0		3.0		4.0		1.0	2.6	2060.0	1200.0	0.0	1986101563				1.0		0.0		1.0		0.0
000a000aca	1988	432	1	1	5	1	0.0	0.0	2.0		3.0		5.0		0.0		1.0	1.52	1170.0	1600.0	0.0	1986101563				0.0		1.0		1.0		0.0
000a000aca	1986	554	2	1	9	1	0.0	0.0	1.0		8.0		7.0		2.0		0.5	0.32	438.0	1100.0	0.0	1984502226				0.0		1.0		1.0		0.0
000a000aca	1985	251	1	0	1	0	0.0	0.0	0.0		1.0		0.0		1.0		0.0	4.59	3100.0	0.0	0.0	1981105953				0.0		0.0		0.0		0.0
000a000aca	1984	697	2	0	6	0	0.0	0.0	0.0		6.0		0.0		6.0		0.0	0.05	70.0	0.0	0.0	1981501800				0.0		0.0		0.0		0.0
000a000aca	1983	619	2	1	13	1	0.0	0.0	0.0		13.0		0.0		13.0		0.5	0.2	274.0	0.0	1000.0	1981501800				0.0		1.0		0.0		1.0
000a000aca	1982	417	2	1	11	2	0.0	0.0	0.0		11.0		0.0		11.0		0.5	0.92	1253.0	0.0	1400.0	1980501255				0.0		2.0		0.0		2.0
000a000aca	1981	641	2	0	6	0	0.0	0.0	0.0		6.0		0.0		6.0		0.0	0.14	193.0	0.0	0.0	1979z00030				0.0		0.0		0.0		0.0
000a000aca	1980	660	1	0	5	0	0.0	0.0	0.0		5.0		3.0		2.0		0.0	0.15	95.0	0.0	0.0	1978200077				0.0		0.0		0.0		0.0
000a000de3	1983	710	1	0	1	0	0.0	0.0	0.0		1.0		0.0		1.0		0.0	0.0	0.0	0.0	0.0	1980101101.0				0.0		0.0		0.0		0.0
000a000de3	1980	546	1	1	3	1	0.0	0.0	0.0		3.0		0.0		3.0		1.0	0.65	418.0	0.0	1700.0	1977106434.0				0.0		1.0		0.0		1.0
000a000ae0	2003	867	1	0	3	0	3.0	0.0	0.0		0.0		0.0		3.0		0.0	0.0	0.0	0.0	0.0	1996104207.0				0.0		0.0		0.0		0.0
000a000ae0	2002	253	2	0	5	0	4.0	0.0	0.0		1.0		0.0		5.0		0.0	4.08	5935.6	0.0	0.0	1996104207.0				0.0		0.0		0.0		0.0
000a000ae0	2001	314	2	1	8	1	5.0	0.0	1.0		2.0		0.0		8.0		0.5	2.6	3972.3	0.0	1800.0	1996104207.0				1.0		0.0		0.0		1.0
000a000ae0	2000	157	1	1	15	4	0.0	0.0	12.0		3.0		0.0		15.0		1.0	11.73	9543.9	0.0	1800.0	1996104207.0				3.0		1.0		0.0		4.0
000a000ae0	1999	682	3	0	12	0	1.0	0.0	5.0		6.0		4.0		7.0		0.0	0.25	630.0	0.0	0.0	1996104207.0				0.0		0.0		0.0		0.0
000a000ae0	1998	563	6	1	28	1	0.0	0.0	3.0		25.0		12.0		12.0		0.167	0.22	1130.0	0.0	1400.0	1996104207.0				0.0		1.0		0.0		1.0
000a000ae0	1997	255	4	2	38	3	0.0	0.0	18.0		20.0		13.0		25.0		0.5	1.6	5597.3	0.0	1633.3	1994105797.0				0.0		3.0		0.0		3.0
000a000ae0	1996	464	3	1	18	1	0.0	0.0	7.0		11.0		7.0		11.0		0.333	0.63	1662.0	0.0	1800.0	1992101351.0				0.0		1.0		0.0		1.0
000a000ae0	1995	324	4	1	24	1	0.0	0.0	9.0		15.0		19.0		5.0		0.25	0.96	3344.2	0.0	1700.0	1990102827.0				0.0		1.0		0.0		1.0
000a000ae0	1994	302	6	1	31	2	0.0	0.0	14.0		17.0		22.0		8.0		0.167	0.71	3683.0	1900.0	0.0	1990102827.0				0.0		2.0		2.0		0.0
000a000ae0	1993	251	10	3	48	3	1.0	0.0	9.0		38.0		35.0		7.0		0.3	0.55	4848.0	1600.0	0.0	1990102827.0				0.0		3.0		2.0		0.0
000a000ae0	1992	84	10	5	82	9	4.0	1.0	30.0		48.0		55.0		27.0		0.5	2.13	19094.0	1500.0	1700.0	1988102304.0				3.0		5.0		4.0		5.0
000a000ae0	1991	155	9	2	49	4	1.0	0.0	29.0		19.0		36.0		11.0		0.222	1.07	8331.0	2000.0	1950.0	1987101258.0				2.0		2.0		2.0		2.0
000a000ae0	1990	119	17	4	95	6	7.0	0.0	37.0		51.0		66.0		28.0		0.235	0.81	11217.0	1666.7	1400.0	1987100031.0				2.0		4.0		3.0		3.0
000a000ae0	1989	71	20	9	147	13	4.0	0.0	20.0		123.0		74.0		61.0		0.45	1.15	18186.0	1400.0	1550.0	1984200010.0				3.0		10.0		5.0		4.0
000a000ae0	1988	228	20	3	85	3	1.0	0.0	9.0		75.0		30.0		55.0		0.15	0.28	4274.0	1200.0	1750.0	1983107273.0				0.0		3.0		1.0		2.0
000a000ae0	1987	122	11	2	81	4	7.0	0.0	11.0		63.0		46.0		35.0		0.182	1.1	8989.0	2000.0	1766.7	1981105520.0				2.0		2.0		1.0		3.0
000a000ae0	1986	99	12	5	64	8	2.0	0.0	16.0		46.0		31.0		31.0		0.417	1.16	9642.0	1800.0	1580.0	1981105520.0				3.0		5.0		3.0		5.0
000a000ae0	1985	182	16	4	69	4	0.0	0.0	0.0		69.0		0.0		69.0		0.25	0.44	4715.0	0.0	1625.0	1981105520.0				0.0		4.0		0.0		4.0
000a000ae0	1984	68	18	8	120	12	0.0	0.0	0.0		120.0		0.0		120.0		0.444	1.1	13323.0	0.0	1583.3	1981106903.0				0.0		12.0		0.0		12.0
000a000ae0	1983	118	16	7	116	9	0.0	0.0	0.0		116.0		0.0		116.0		0.438	0.73	7806.0	0.0	1822.2	1981106903.0				0.0		9.0		0.0		9.0
000a000ae0	1982	155	9	3	46	6	0.0	0.0	0.0		46.0		0.0		46.0		0.333	0.95	5816.0	0.0	1700.0	1980200012.0				0.0		6.0		0.0		6.0
000a000ae0	1981	246	3	1	40	2	0.0	0.0	0.0		40.0		17.0		23.0		0.333	1.41	2858.0	1600.0	1700.0	1978100977.0				0.0		2.0		1.0		1.0
000a000ae0	1980	368	3	1	20	2	0.0	0.0	0.0		20.0		4.0		16.0		0.333	0.64	1231.0	0.0	1750.0	1978103053.0				0.0		2.0		0.0		2.0
000a000afb	2006	861	1	0	2	0		0.0									0.0	0.0	0.0	0.0	0.0	2001106046.0	0.0		0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0
000a000afb	2004	871	1	0	1	0		0.0									0.0	0.0	0.0	0.0	0.0	2001100306.0	0.0		0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
000a000afb	2002	879	4	0	14	0		0.0									0.0	0.0	0.0	0.0	0.0	1999107482.0	4.0		3.0	0.0	7.0	0.0	10.0	0.0	3.0	0.0
000a000afb	2001	209	4	1	21	3		0.0									0.25	2.26	6893.9	1866.7	0.0	1995102642.0	0.0		11.0	3.0	10.0	0.0	14.0	3.0	7.0	0.0
000a000afb	2000	524	3	0	11	0		0.0									0.0	0.61	1480.6	0.0	0.0	1995102642.0	0.0		6.0	0.0	5.0	0.0	8.0	0.0	3.0	0.0
000a000afb	1999	257	5	1	32	2		0.0									0.2	1.19	4988.8	1600.0	1800.0	1995102642.0	0.0		18.0	0.0	14.0	2.0	28.0	1.0	4.0	1.0
000a000afb	1998	212	6	4	50	4		0.0									0.667	1.3	6785.6	2066.7	1800.0	1995102673.0	0.0		21.0	2.0	29.0	2.0	31.0	3.0	18.0	1.0
000a000afb	1997	227	10	2	77	3		0.0									0.2	0.74	6447.3	2500.0	1750.0	1994108298.0	1.0		15.0	1.0	61.0	2.0	38.0	1.0	39.0	2.0
000a000afb	1996	133	9	3	51	4		1.0									0.333	1.47	11679.4	1500.0	1100.0	1988107011.0	3.0		19.0	0.0	29.0	3.0	15.0	2.0	33.0	2.0
000a000afb	1995	66	13	5	88	8		2.0									0.385	1.99	22538.7	1650.0	1600.0	1988107011.0	4.0		8.0	1.0	76.0	5.0	38.0	4.0	49.0	4.0
000a000afb	1994	71	17	7	83	8		0.0									0.412	1.37	20229.0	1800.0	1500.0	1988107011.0	7.0		23.0	4.0	53.0	4.0	41.0	2.0	40.0	5.0
000a000afb	1993	87	21	8	112	9		0.0									0.381	0.89	16440.0	1666.7	1266.7	1988101523.0	8.0		25.0	2.0	79.0	7.0	66.0	6.0	44.0	3.0
000a000afb	1992	86	14	7	84	10		1.0									0.5	1.49	18672.0	2000.0	1520.0	1988107011.0	5.0		24.0	4.0	55.0	5.0	43.0	5.0	41.0	5.0
000a000afb	1991	54	13	9	72	15		0.0									0.692	2.24	25274.0	1677.8	1500.0	1986104682.0	7.0		16.0	5.0	49.0	10.0	31.0	9.0	29.0	4.0
000a000afb	1990	104	14	7	113	8		0.0									0.5	1.13	12908.0	1350.0	1750.0	1986100366.0	0.0		26.0	0.0	87.0	8.0	61.0	4.0	52.0	4.0
000a000afb	1989	90	16	7	73	12		0.0									0.438	1.11	14112.0	1533.3	1455.6	1986104682.0	2.0		17.0	4.0	54.0	8.0	28.0	3.0	45.0	9.0
000a000afb	1988	124	14	8	88	9		0.0									0.571	0.82	8771.0	1800.0	1450.0	1985106143.0	1.0		21.0	1.0	66.0	8.0	28.0	3.0	60.0	6.0
000a000afb	1987	147	15	5	71	6		0.0									0.333	0.61	6799.0	1600.0	1866.7	1983100735.0	2.0		12.0	1.0	57.0	5.0	38.0	3.0	33.0	3.0
000a000afb	1986	203	19	5	69	5		0.0									0.263	0.34	4445.0	1533.3	1550.0	1983100735.0	1.0		5.0	0.0	63.0	5.0	34.0	3.0	35.0	2.0
000a000afb	1985	120	19	7	97	7		0.0									0.368	0.61	7777.0	0.0	1457.1	1981100838.0	0.0		0.0	0.0	97.0	7.0	0.0	0.0	97.0	7.0
000a000afb	1984	191	10	5	55	7		0.0									0.5	0.71	4808.0	0.0	1400.0	1981100428.0	0.0		0.0	0.0	55.0	7.0	0.0	0.0	55.0	7.0
000a000afb	1983	234	5	2	25	3		0.0									0.4	1.02	3435.0	0.0	1533.3	1980105044.0	0.0		0.0	0.0	25.0	3.0	0.0	0.0	25.0	3.0
000a000afb	1982	242	5	2	39	2		0.0									0.4	1.0	3405.0	0.0	1300.0	1979104538.0	0.0		0.0	0.0	39.0	2.0	1.0	0.0	38.0	2.0
000a000afb	1981	266	5	2	32	4		0.0									0.4	0.76	2554.0	1200.0	1133.3	1979104538.0	0.0		0.0	0.0	32.0	4.0	11.0	1.0	21.0	3.0
000a000afb	1980	615	1	0	5	0		0.0									0.0	0.32	208.0	0.0	0.0	1978100217.0	0.0		0.0	0.0	5.0	0.0	3.0	0.0	2.0	0.0
