horse_id	年度	順位	出走頭数	勝馬頭数	出走回数	勝利回数	出走/重賞	勝利/重賞	出走/特別	特別/勝利	出走/平場	平場/勝利	出走/芝	芝/勝利	出走/ダート	ダート/勝利	勝馬率	EI	入着賞金(万円)	平均距離(芝)	平均距離(ダ)	代表馬	勝利/特別	勝利/平場	勝利/芝	重賞/出走	重賞/勝利	特別/出走	平場/出走	芝/出走	ダート/出走	勝利/ダート
000a000104	2000	875	2	0	6	0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1995108224.0										
000a000104	1999	572	3	1	12	1	1.0	0.0	3.0	0.0	8.0	1.0	3.0	0.0	4.0	0.0	0.333	0.47	1190.0	0.0	0.0	1994103897.0										
000a000104	1998	582	3	0	21	0	0.0	0.0	1.0	0.0	20.0	0.0	9.0	0.0	12.0	0.0	0.0	0.39	1012.0	0.0	0.0	1994103897.0										
000a000104	1997	113	7	2	34	3	3.0	2.0	3.0	0.0	28.0	1.0	21.0	1.0	13.0	2.0	0.28600000000000003	2.18	13320.1	1600.0	1700.0	1993106964.0										
000a000104	1996	189	10	1	53	3	1.0	1.0	11.0	1.0	41.0	1.0	28.0	0.0	25.0	3.0	0.1	0.91	8033.5	0.0	1600.0	1993106964.0										
000a000104	1995	482	15	0	75	0	0.0	0.0	3.0	0.0	72.0	0.0	29.0	0.0	41.0	0.0	0.0	0.11	1490.0	0.0	0.0	1991107631.0										
000a000104	1994	134	15	5	93	6	0.0	0.0	13.0	0.0	80.0	6.0	36.0	1.0	50.0	4.0	0.333	0.78	10101.0	2000.0	1625.0	1990102883.0										
000a000104	1993	102	17	7	111	9	2.0	0.0	34.0	3.0	75.0	6.0	63.0	4.0	43.0	5.0	0.412	0.99	14848.0	2050.0	1500.0	1989102691.0										
000a000104	1992	132	17	5	91	7	3.0	0.0	25.0	2.0	63.0	5.0	56.0	4.0	31.0	2.0	0.294	0.73	11127.5	1700.0	1500.0	1989102707.0										
000a000104	1991	99	19	6	105	8	0.0	0.0	16.0	4.0	89.0	4.0	63.0	6.0	38.0	2.0	0.316	0.9	14829.0	1900.0	1450.0	1988100634.0										
000a000104	1990	103	17	7	112	8	4.0	0.0	20.0	1.0	88.0	7.0	49.0	4.0	55.0	3.0	0.412	0.93	13003.0	1525.0	1600.0	1986102096.0										
000a000104	1989	54	19	8	129	11	14.0	1.0	22.0	2.0	93.0	8.0	67.0	6.0	61.0	5.0	0.421	1.51	22719.0	1633.3	1520.0	1986102111.0										
000a000104	1988	87	19	6	103	7	10.0	0.0	15.0	2.0	78.0	5.0	58.0	4.0	45.0	3.0	0.316	0.88	12815.0	1450.0	1200.0	1983100122.0										
000a000104	1987	102	13	4	50	5	6.0	2.0	6.0	0.0	38.0	3.0	29.0	3.0	21.0	2.0	0.308	1.14	11058.0	2633.3	1400.0	1983100122.0										
000a000104	1986	139	15	2	61	2	7.0	0.0	12.0	1.0	42.0	1.0	30.0	1.0	31.0	1.0	0.133	0.69	7112.0	2400.0	1400.0	1983100122.0										
000a000104	1985	60	15	9	100	15	0.0	0.0	0.0	0.0	100.0	15.0	0.0	0.0	100.0	15.0	0.6	1.53	15481.5	0.0	1666.7	1981101557.0										
000a000104	1984	315	8	2	46	2	0.0	0.0	0.0	0.0	46.0	2.0	0.0	0.0	46.0	2.0	0.25	0.4	2144.0	0.0	1750.0	1981101174.0										
000a000104	1983	238	4	2	34	2	0.0	0.0	0.0	0.0	34.0	2.0	0.0	0.0	34.0	2.0	0.5	1.26	3402.0	0.0	1300.0	1981106715.0										
000a000104	1982	644	2	0	6	0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.1	143.0	0.0	0.0	1980103078.0										
000a000e47	1997	820	1	0	7	0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0	6.0	0.0	0.0	0.08	74.0	0.0	0.0	1992100923.0										
000a000e47	1995	578	1	1	8	1	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	8.0	1.0	1.0	0.99	860.0	0.0	1000.0	1992100923.0										
000a000e47	1994	755	1	0	2	0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.15	130.0	0.0	0.0	1991101690.0										
000a000e47	1990	573	1	0	8	0	0.0	0.0	0.0	0.0	8.0	0.0	1.0	0.0	7.0	0.0	0.0	0.66	540.0	0.0	0.0	1985103960.0										
