horse_id	年度	順位	出走頭数	勝馬頭数	出走回数	勝利回数	重賞/出走	重賞/勝利	特別/出走	特別/勝利	平場/出走	平場/勝利	芝/出走	芝/勝利	ダート/出走	ダート/勝利	勝馬率	EI	入着賞金(万円)	平均距離(芝)	平均距離(ダ)	代表馬
000a000e34	1985	686	2	0	5	0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.04	50.0	0.0	0.0	1982100439
000a000e34	1984	316	2	1	7	2	0.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	7.0	2.0	0.5	1.59	2140.0	0.0	3100.0	1981106846
000a000e34	1983	358	3	0	16	0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	16.0	0.0	0.0	0.83	1678.0	0.0	0.0	1981106846
000a000e34	1982	205	5	2	52	2	0.0	0.0	0.0	0.0	52.0	2.0	10.0	1.0	42.0	1.0	0.4	1.24	4222.0	1200.0	1800.0	1975z01100
000a000e34	1981	124	2	2	16	4	0.0	0.0	0.0	0.0	16.0	4.0	5.0	0.0	11.0	4.0	1.0	4.93	6649.0	0.0	1600.0	1975z01100
000a000e34	1980	175	4	3	27	4	0.0	0.0	0.0	0.0	27.0	4.0	12.0	1.0	15.0	3.0	0.75	1.63	4176.0	1000.0	2066.7	1978101157
000a000e34	1979	146	3	2	25	3	0.0	0.0	0.0	0.0	25.0	3.0	8.0	0.0	17.0	3.0	0.667	2.43	4316.0	0.0	1800.0	1975z01100
000a000e34	1978	172	4	2	33	5	0.0	0.0	0.0	0.0	33.0	5.0	15.0	3.0	18.0	2.0	0.5	1.64	4203.0	1766.7	1600.0	1976z00520
000a000e34	1977	196	6	2	49	3	0.0	0.0	0.0	0.0	49.0	3.0	21.0	1.0	28.0	2.0	0.3329999999999999	0.87	3179.0	1600.0	1750.0	1974z01150
000a000e34	1976	200	5	2	45	5	0.0	0.0	0.0	0.0	45.0	5.0	22.0	3.0	23.0	2.0	0.4	0.94	2959.0	1600.0	1400.0	1971z01224
000a000e34	1975	276	5	3	31	4	0.0	0.0	0.0	0.0	31.0	4.0	4.0	0.0	27.0	4.0	0.6	0.55	1646.0	0.0	1400.0	1971z01224
000a000e34	1974	272	3	1	20	1	0.0	0.0	0.0	0.0	20.0	1.0	11.0	0.0	9.0	1.0	0.3329999999999999	0.82	1197.0	0.0	1700.0	1972z00139
000a000e34	1973	304	2	2	27	3	0.0	0.0	0.0	0.0	27.0	3.0	15.0	1.0	12.0	2.0	1.0	1.15	1063.0	1900.0	1700.0	1970z01144
000a000e34	1972	439	1	1	7	1	0.0	0.0	0.0	0.0	7.0	1.0	7.0	1.0	0.0	0.0	1.0	0.53	220.0	1000.0	0.0	1970z00523
000a000de0	1990	716	1	0	2	0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1987105360
000a000de0	1987	601	3	0	15	0	0.0	0.0	2.0	0.0	13.0	0.0	3.0	0.0	12.0	0.0	0.0	0.1	222.0	0.0	0.0	1984105271
000a000de0	1986	328	4	2	24	2	0.0	0.0	5.0	0.0	19.0	2.0	19.0	1.0	5.0	1.0	0.5	0.69	1898.5	2000.0	1200.0	1983103901
000a000de0	1985	370	3	1	13	1	0.0	0.0	0.0	0.0	13.0	1.0	0.0	0.0	13.0	1.0	0.3329999999999999	0.79	1603.0	0.0	1200.0	1983100594
000a000de0	1984	322	6	1	29	1	0.0	0.0	0.0	0.0	29.0	1.0	0.0	0.0	29.0	1.0	0.1669999999999999	0.52	2097.0	0.0	2000.0	1981100744
000a000de0	1983	312	6	1	33	2	0.0	0.0	0.0	0.0	33.0	2.0	0.0	0.0	33.0	2.0	0.1669999999999999	0.55	2221.0	0.0	1500.0	1980104409
000a000de0	1982	350	5	2	42	2	0.0	0.0	0.0	0.0	42.0	2.0	0.0	0.0	42.0	2.0	0.4	0.54	1841.0	0.0	1300.0	1980104409
000a000de0	1981	317	7	1	31	2	0.0	0.0	0.0	0.0	31.0	2.0	13.0	0.0	18.0	2.0	0.143	0.38	1781.0	0.0	1300.0	1978100981
000a000de0	1980	152	6	2	51	5	0.0	0.0	0.0	0.0	51.0	5.0	28.0	4.0	23.0	1.0	0.3329999999999999	1.35	5178.0	1600.0	1700.0	1977102684
000a000de0	1979	241	6	1	53	1	0.0	0.0	0.0	0.0	53.0	1.0	34.0	1.0	19.0	0.0	0.1669999999999999	0.68	2411.0	1600.0	0.0	1977102684
000a000de0	1978	234	7	2	43	3	0.0	0.0	0.0	0.0	43.0	3.0	30.0	2.0	13.0	1.0	0.286	0.6	2702.0	1800.0	1700.0	1975z00498
000a000de0	1977	459	5	1	22	1	0.0	0.0	0.0	0.0	22.0	1.0	12.0	1.0	10.0	0.0	0.2	0.16	503.0	1600.0	0.0	1975z00498
000a000de0	1976	554	1	0	3	0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.25	160.0	0.0	0.0	000a005996
000a000de0	1975	459	3	1	10	1	0.0	0.0	0.0	0.0	10.0	1.0	3.0	0.0	7.0	1.0	0.3329999999999999	0.18	318.0	0.0	1700.0	1972z01121
000a000de0	1974	299	2	1	14	2	0.0	0.0	0.0	0.0	14.0	2.0	5.0	0.0	9.0	2.0	0.5	1.12	1081.0	0.0	1500.0	1971z00366
000a000de0	1973	523	2	0	12	0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	8.0	0.0	0.0	0.11	99.0	0.0	0.0	1971z00366
000a000de0	1972	559	1	0	2	0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1970z00393
000a00026d	2009	710	5	0	19	0	1.0	0.0	4.0	0.0	14.0	0.0	17.0	0.0	1.0	0.0	0.0	0.04	125.0	0.0	0.0	2006104439
000a00026d	2008	398	7	1	28	1	1.0	0.0	7.0	0.0	20.0	1.0	21.0	1.0	7.0	0.0	0.143	0.44	1941.6	1800.0	0.0	2003100800
000a00026d	2007	306	9	2	31	2	0.0	0.0	11.0	1.0	20.0	1.0	21.0	1.0	10.0	1.0	0.222	0.63	3698.0	2600.0	1700.0	2002100398
000a00026d	2006	255	10	1	43	3	2.0	0.0	16.0	2.0	25.0	1.0	41.0	3.0	2.0	0.0	0.1	0.8	5223.3	2533.3	0.0	2002100398
000a00026d	2005	116	15	2	69	4	4.0	1.0	32.0	1.0	33.0	2.0	47.0	4.0	12.0	0.0	0.133	1.29	12873.4	2100.0	0.0	2002103542
000a00026d	2004	66	30	8	161	11	8.0	0.0	70.0	2.0	83.0	9.0	111.0	7.0	43.0	2.0	0.267	1.04	21216.9	1742.9	1300.0	1999104398
000a00026d	2003	61	30	11	188	13	7.0	0.0	86.0	6.0	95.0	7.0	127.0	11.0	54.0	2.0	0.3670000000000001	1.18	24660.4	1718.2	1700.0	1999100604
000a00026d	2002	68	40	9	226	13	2.0	0.0	63.0	2.0	161.0	11.0	141.0	11.0	76.0	2.0	0.225	0.75	21774.3	1672.7	1200.0	1999104398
000a00026d	2001	53	45	9	254	12	9.0	0.0	61.0	5.0	184.0	7.0	151.0	8.0	97.0	4.0	0.2	0.8	27636.0	2037.5	1525.0	1998105008
000a00026d	2000	53	51	10	282	12	8.0	0.0	59.0	2.0	215.0	10.0	156.0	8.0	114.0	2.0	0.196	0.59	24600.7	1775.0	1500.0	1996200003
000a00026d	1999	22	72	21	435	25	19.0	1.0	81.0	5.0	335.0	19.0	214.0	11.0	212.0	12.0	0.292	0.86	51883.8	1690.9	1433.3	1994108393
000a00026d	1998	10	91	22	555	29	20.0	2.0	116.0	4.0	419.0	23.0	280.0	15.0	253.0	13.0	0.242	0.95	75552.4	1773.3	1561.5	1994108393
000a00026d	1997	5	114	33	638	42	21.0	5.0	115.0	8.0	502.0	29.0	331.0	21.0	279.0	17.0	0.289	1.17	115958.0	1838.1	1652.9	1994108393
000a00026d	1996	4	120	43	681	67	39.0	8.0	132.0	13.0	510.0	46.0	351.0	36.0	297.0	23.0	0.358	1.28	135997.8	1755.6	1587.0	1991100325
000a00026d	1995	5	137	37	784	52	33.0	4.0	158.0	8.0	593.0	40.0	420.0	26.0	323.0	18.0	0.27	0.95	113337.9	1707.7	1477.8	1990100342
