horse_id	年度	順位	出走頭数	勝馬頭数	出走回数	勝利回数	出走/重賞	勝利/重賞	出走/特別	特別/勝利	出走/平場	平場/勝利	出走/芝	芝/勝利	出走/ダート	ダート/勝利	勝馬率	EI	入着賞金(万円)	平均距離(芝)	平均距離(ダ)	代表馬	勝利/特別	勝利/平場	勝利/芝	勝利/ダート
000a0003ff	1991	14	73	23	425	33	23	1	105	8.0	297	24.0	221	15.0	197	18.0	0.315	1.03	64960.0	1493.3	1627.8	1988100169.0				
000a0003ff	1990	16	57	16	316	20	39	3	80	3.0	197	14.0	177	12.0	127	6.0	0.281	1.14	53280.0	1800.0	1433.3	1987104444.0				
000a0003ff	1989	10	56	26	390	43	25	4	90	8.0	275	31.0	196	23.0	169	18.0	0.464	1.57	69413.0	1652.2	1588.9	1985102160.0				
000a0003ff	1988	41	41	15	252	22	13	0	33	7.0	206	15.0	124	15.0	119	5.0	0.366	0.9	28478.0	1546.7	1580.0	1983102043.0				
000a0003ff	1987	62	33	14	164	18	0	0	19	5.0	145	13.0	96	10.0	56	6.0	0.424	0.74	18046.0	1590.0	1583.3	1983102043.0				
000a0003ff	1986	62	23	10	156	16	0	0	30	3.0	126	13.0	96	11.0	60	5.0	0.435	1.08	17206.0	1772.7	1660.0	1982106928.0				
000a0003ff	1985	168	13	4	71	4	0	0	0	0.0	71	4.0	0	0.0	71	4.0	0.308	0.59	5165.0	0.0	1550.0	1981104335.0				
000a0003ff	1984	125	9	4	40	5	0	0	0	0.0	40	5.0	0	0.0	40	5.0	0.444	1.17	7057.0	0.0	1600.0	1981100714.0				
000a0003ff	1983	82	5	2	32	4	0	0	0	0.0	32	4.0	0	0.0	32	4.0	0.4	3.28	11017.0	0.0	1800.0	1981104335.0				
000a0003ff	1982	175	1	1	9	1	0	0	0	0.0	9	1.0	2	0.0	7	1.0	1.0	7.34	5000.0	0.0	2000.0	1979100819.0				
000a0003ff	1981	340	1	1	4	3	0	0	0	0.0	4	3.0	0	0.0	4	3.0	1.0	2.33	1570.0	0.0	1333.3	1979100819.0				
000a000282	2006	756	4	0	20	0	0	0	0	0.0	20	0.0	5	0.0	15	0.0	0.0	0.1	260.0	0.0	0.0	2003107147.0				
000a000282	2005	443	4	1	17	1	0	0	2	0.0	15	1.0	3	0.0	14	1.0	0.25	0.75	1990.0	0.0	1800.0	2000106346.0				
000a000282	2004	459	5	1	30	1	0	0	3	0.0	27	1.0	7	1.0	23	0.0	0.2	0.57	1954.2	1200.0	0.0	2000106346.0				
000a000282	2003	380	11	1	59	2	1	0	12	0.0	46	2.0	25	0.0	31	2.0	0.091	0.38	2909.0	0.0	1700.0	2000106346.0				
000a000282	2002	316	9	3	58	3	0	0	9	0.0	49	3.0	26	0.0	26	2.0	0.333	0.65	4252.0	0.0	1400.0	1999107373.0				
000a000282	2001	403	14	1	57	1	0	0	11	0.0	46	1.0	29	0.0	28	1.0	0.071	0.24	2564.7	0.0	1700.0	1995108826.0				
000a000282	2000	349	13	2	67	2	0	0	13	0.0	54	2.0	35	1.0	32	1.0	0.154	0.3	3192.6	1000.0	1200.0	1997100222.0				
000a000282	1999	380	13	1	53	1	2	0	11	1.0	40	0.0	24	1.0	29	0.0	0.077	0.26	2810.2	2500.0	0.0	1995101564.0				
000a000282	1998	108	10	4	81	5	6	1	8	0.0	67	4.0	42	4.0	39	1.0	0.4	1.64	14270.7	2000.0	1800.0	1995103353.0				
000a000282	1997	72	20	5	115	10	5	0	11	4.0	99	6.0	38	5.0	61	3.0	0.25	1.1	19196.3	1320.0	1433.3	1995103353.0				
000a000282	1996	95	29	8	189	9	7	0	40	2.0	142	7.0	91	6.0	98	3.0	0.276	0.62	15855.7	1366.7	1366.7	1992102992.0				
000a000282	1995	74	24	6	151	10	2	0	50	4.0	99	6.0	65	7.0	79	3.0	0.25	1.0	20800.2	1628.6	1600.0	1990101481.0				
000a000282	1994	77	29	9	189	11	3	0	27	2.0	159	9.0	97	6.0	90	5.0	0.31	0.78	19568.3	1550.0	1320.0	1990101481.0				
000a000282	1993	107	29	6	154	10	1	0	19	1.0	134	9.0	89	3.0	64	7.0	0.207	0.53	13463.0	1600.0	1185.7	1990101481.0				
000a000282	1992	174	21	7	94	8	0	0	9	2.0	85	6.0	69	6.0	24	2.0	0.333	0.41	7765.0	1533.3	1200.0	1989108348.0				
000a000282	1991	188	17	3	97	4	0	0	15	0.0	82	4.0	56	3.0	41	1.0	0.176	0.43	6396.0	1566.7	1400.0	1988100963.0				
000a000282	1990	158	16	3	63	5	1	0	4	2.0	58	3.0	32	4.0	25	0.0	0.188	0.57	7447.5	1800.0	0.0	1987103353.0				
000a000282	1989	309	7	0	27	0	0	0	2	0.0	25	0.0	6	0.0	16	0.0	0.0	0.47	2579.0	0.0	0.0	1986105463.0				
000a000282	1988	355	5	2	18	2	0	0	5	0.0	13	2.0	13	1.0	5	1.0	0.4	0.48	1828.0	1000.0	1200.0	1986105463.0				
000a000282	1981	722	1	0	1	0	0	0	0	0.0	1	0.0	1	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1989104012.0				
000a00040e	2005	859	1	0	4	0	0	0	0	0.0	4	0.0	2	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	1999106789.0				
000a00040e	2004	871	1	0	1	0	0	0	0	0.0	1	0.0	0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	1998102037.0				
000a00040e	2003	867	2	0	4	0	0	0	0	0.0	4	0.0	3	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1998102037.0				
000a00040e	2002	816	3	0	9	0	0	0	0	0.0	9	0.0	2	0.0	4	0.0	0.0	0.07	150.0	0.0	0.0	1998102037.0				
000a00040e	2001	718	8	0	33	0	0	0	5	0.0	28	0.0	13	0.0	20	0.0	0.0	0.09	556.0	0.0	0.0	1998101592.0				
000a00040e	2000	411	9	2	60	2	0	0	3	1.0	57	1.0	23	0.0	37	2.0	0.222	0.34	2454.3	0.0	2050.0	1996101184.0				
000a00040e	1999	386	9	2	57	3	0	0	7	0.0	50	3.0	20	0.0	36	3.0	0.222	0.37	2758.0	0.0	1866.7	1996105944.0				
000a00040e	1998	203	12	5	55	6	0	0	9	0.0	46	6.0	11	1.0	35	4.0	0.417	0.68	7092.2	1800.0	1300.0	1993109231.0				
000a00040e	1997	143	12	4	90	4	0	0	21	0.0	69	4.0	31	0.0	54	4.0	0.3329999999999999	1.05	11003.7	0.0	1325.0	1993109231.0				
000a00040e	1996	108	17	6	120	8	0	0	16	0.0	104	8.0	36	1.0	82	5.0	0.353	0.93	13950.3	1600.0	1240.0	1989107833.0				
000a00040e	1995	75	25	6	131	9	3	2	24	1.0	104	6.0	31	0.0	90	5.0	0.24	0.94	20532.6	0.0	1560.0	1989107833.0				
000a00040e	1994	37	29	17	192	23	3	0	51	6.0	138	17.0	93	8.0	93	15.0	0.586	1.4	35074.4	1525.0	1466.7	1990104660.0				
000a00040e	1993	75	22	9	127	14	2	0	22	1.0	103	13.0	60	2.0	58	10.0	0.409	1.07	20646.0	1200.0	1500.0	1989107833.0				
000a00040e	1992	93	33	8	180	11	4	0	28	2.0	148	9.0	78	3.0	96	7.0	0.242	0.58	17270.0	1200.0	1471.4	1990104459.0				
000a00040e	1991	33	40	16	203	25	10	1	51	8.0	142	16.0	112	10.0	91	15.0	0.4	1.11	38659.0	1600.0	1540.0	1986104860.0				
000a00040e	1990	19	40	14	194	25	21	1	52	7.0	121	17.0	101	11.0	93	14.0	0.35	1.59	52028.0	1354.6	1535.7	1986105048.0				
000a00040e	1989	23	29	14	164	22	19	0	55	4.0	90	18.0	82	6.0	82	16.0	0.483	2.01	46048.5	1533.3	1575.0	1986105047.0				
000a00040e	1988	17	38	19	250	34	16	3	52	11.0	182	20.0	124	17.0	111	17.0	0.5	1.89	55172.0	1641.2	1488.2	1985103549.0				
000a00040e	1987	60	25	9	156	17	0	0	29	4.0	127	13.0	90	4.0	66	13.0	0.36	0.99	18481.0	1800.0	1500.0	1983104010.0				
000a00040e	1986	30	25	9	157	15	9	2	29	4.0	119	9.0	81	9.0	73	6.0	0.36	1.8	31121.5	1866.7	1533.3	1980101941.0				
000a00040e	1985	32	26	12	174	16	0	0	0	0.0	174	16.0	0	0.0	174	16.0	0.462	1.59	27918.0	0.0	1787.5	1980101962.0				
000a00040e	1984	54	18	10	116	19	0	0	0	0.0	116	19.0	0	0.0	116	19.0	0.556	1.48	17875.0	0.0	1668.4	1981100635.0				
000a00040e	1983	212	8	3	59	4	0	0	0	0.0	59	4.0	0	0.0	59	4.0	0.375	0.72	3856.0	0.0	1650.0	1980101939.0				
000a00040e	1982	246	6	3	37	4	0	0	0	0.0	37	4.0	5	0.0	32	4.0	0.5	0.83	3391.0	0.0	1100.0	1980102034.0				
000a00040e	1981	595	1	0	3	0	0	0	0	0.0	3	0.0	0	0.0	3	0.0	0.0	0.44	300.0	0.0	0.0	1979101766.0				
000a0007a3	2011	723	2	0	5	0	0	0	0	0.0	5	0.0	2	0.0	3	0.0	0.0	0.0	0.0	0.0	0.0	2008109217.0				
000a0007a3	2009	758	1	0	1	0	0	0	1	0.0	0	0.0	1	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2007109088.0				
000a0007a3	2008	738	1	0	5	0	0	0	4	0.0	1	0.0	5	0.0	0	0.0	0.0	0.25	160.0	0.0	0.0	2003104483.0				
000a0007a3	2007	596	2	0	12	0	0	0	4	0.0	8	0.0	9	0.0	3	0.0	0.0	0.66	860.0	0.0	0.0	2003104483.0				
000a0007a3	2006	813	1	0	4	0	0	0	2	0.0	2	0.0	4	0.0	0	0.0	0.0	0.17	110.0	0.0	0.0	2003104483.0				
000a0007a3	2005	646	2	1	9	1	0	0	2	0.0	7	1.0	7	1.0	2	0.0	0.5	0.43	575.0	1400.0	0.0	2003104483.0				
000a0007a3	2004	782	3	0	5	0	0	0	2	0.0	3	0.0	1	0.0	4	0.0	0.0	0.11	230.0	0.0	0.0	2001101590.0				
000a0007a3	2003	867	3	0	4	0	0	0	3	0.0	1	0.0	1	0.0	3	0.0	0.0	0.0	0.0	0.0	0.0	1996110078.0				
000a0007a3	2002	330	2	1	11	2	2	0	7	0.0	2	2.0	5	0.0	6	2.0	0.5	2.64	3841.1	0.0	1800.0	1998101791.0				
000a0007a3	2001	183	3	2	26	5	1	0	10	2.0	15	3.0	17	4.0	9	1.0	0.667	3.52	8063.7	1600.0	1800.0	1997103664.0				
000a0007a3	2000	540	4	1	14	1	0	0	4	0.0	10	1.0	8	0.0	6	1.0	0.25	0.43	1392.0	0.0	1700.0	1997103664.0				
000a0007a3	1999	479	5	1	32	1	0	0	0	0.0	32	1.0	17	1.0	11	0.0	0.2	0.43	1812.0	2200.0	0.0	1996110293.0				
000a0007a3	1998	685	2	0	8	0	0	0	2	0.0	6	0.0	4	0.0	2	0.0	0.0	0.32	550.0	0.0	0.0	1993100010.0				
000a0007a3	1997	360	3	1	16	1	1	0	6	1.0	9	0.0	13	1.0	3	0.0	0.333	1.13	2962.2	2000.0	0.0	1993100010.0				
000a0007a3	1996	260	3	2	23	4	0	0	7	0.0	16	4.0	16	2.0	7	2.0	0.667	1.84	4874.3	1800.0	1700.0	1992109066.0				
000a0007a3	1995	627	2	1	10	1	1	0	0	0.0	9	1.0	5	0.0	5	1.0	0.5	0.38	664.0	0.0	1800.0	1992109066.0				
000a0007a3	1994	565	2	1	13	1	0	0	2	0.0	11	1.0	7	1.0	6	0.0	0.5	0.48	830.0	1800.0	0.0	1991106519.0				
000a0007a3	1993	586	1	1	4	1	0	0	0	0.0	4	1.0	2	0.0	2	1.0	1.0	0.88	770.0	0.0	1800.0	1990101484.0				
000a0007a3	1992	738	1	0	9	0	0	0	0	0.0	9	0.0	1	0.0	8	0.0	0.0	0.11	100.0	0.0	0.0	1989106064.0				
000a0007a3	1981	722	1	0	1	0	0	0	0	0.0	1	0.0	1	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1977109000.0				
000a000dca	2000	875	1	0	2	0	0	0	0		2		0		0	0.0	0.0	0.0	0.0	0.0	0.0	1993110003.0	0.0	0.0	0.0	
000a000dca	1999	439	1	1	10	1	0	0	5		5		4		3	0.0	1.0	2.63	2209.5	2200.0	0.0	1993110003.0	1.0	0.0	1.0	
000a000dca	1998	333	1	1	13	2	0	0	5		8		3		10	2.0	1.0	4.21	3658.0	0.0	1800.0	1993110003.0	0.0	2.0	0.0	
000a000dca	1997	647	1	0	5	0	0	0	1		4		3		2	0.0	0.0	0.76	665.0	0.0	0.0	1993110003.0	0.0	0.0	0.0	
000a000dca	1996	811	1	0	3	0	1	0	2		0		3		0	0.0	0.0	0.0	0.0	0.0	0.0	1993110003.0	0.0	0.0	0.0	
000a000dca	1995	465	1	1	4	2	0	0	0		4		2		2	2.0	1.0	1.92	1670.0	0.0	1400.0	1993110003.0	0.0	2.0	0.0	
000a000dca	1990	457	1	0	1	0	1	0	0		0		1		0	0.0	0.0	1.34	1100.0	0.0	0.0	1985109004.0	0.0	0.0	0.0	
000a000dca	1982	540	1	1	1	1	0	0	0		1		0		1	1.0	1.0	0.68	460.0	0.0	1600.0	1979101828.0	0.0	1.0	0.0	
000a000dca	1981	558	2	1	3	1	0	0	0		3		2		1	0.0	0.5	0.3	400.0	1000.0	0.0	1979101828.0	0.0	1.0	1.0	
000a000079	2005	859	2	0	4	0	2	0	2		0		3		1	0.0	0.0	0.0	0.0	0.0	0.0	1999102295.0	0.0	0.0	0.0	
000a000079	2004	254	3	2	23	3	0	0	13		10		10		13	1.0	0.667	2.78	5675.0	1400.0	1200.0	1997105975.0	2.0	1.0	2.0	
000a000079	2003	288	3	2	20	2	0	0	11		9		13		7	1.0	0.667	2.28	4781.4	1600.0	1200.0	1997105975.0	1.0	1.0	1.0	
000a000079	2002	425	2	0	20	0	0	0	9		11		11		9	0.0	0.0	1.51	2193.6	0.0	0.0	1999102295.0	0.0	0.0	0.0	
000a000079	2001	402	3	2	10	2	0	0	2		8		5		5	0.0	0.667	1.13	2589.2	1100.0	0.0	1997105975.0	1.0	1.0	2.0	
000a000079	2000	468	3	1	16	1	0	0	9		7		11		5	0.0	0.333	0.75	1830.3	1400.0	0.0	1997105975.0	0.0	1.0	1.0	
000a000079	1999	342	9	3	31	3	1	0	9		21		15		16	2.0	0.333	0.46	3469.6	1200.0	1600.0	1995105673.0	0.0	3.0	1.0	
000a000079	1998	202	12	4	53	4	3	0	15		35		30		23	1.0	0.333	0.68	7121.1	1666.7	1800.0	1993101639.0	1.0	3.0	3.0	
000a000079	1997	97	13	3	97	4	6	0	30		61		37		60	2.0	0.231	1.41	15941.2	1800.0	1400.0	1993101639.0	3.0	1.0	2.0	
000a000079	1996	101	15	6	131	7	2	0	35		94		64		58	5.0	0.4	1.11	14724.4	2000.0	1360.0	1993101639.0	2.0	5.0	2.0	
000a000079	1995	127	21	7	98	8	0	0	27		71		43		51	4.0	0.333	0.66	12006.2	1466.7	1450.0	1993101639.0	2.0	6.0	3.0	
000a000079	1994	96	20	8	107	9	1	0	22		84		42		59	5.0	0.4	0.87	15077.7	1466.7	1160.0	1990106035.0	1.0	8.0	3.0	
000a000079	1993	61	30	10	181	18	3	0	52		126		106		69	6.0	0.333	0.96	25211.5	1888.9	1366.7	1986101772.0	5.0	13.0	9.0	
000a000079	1992	74	32	12	174	15	3	0	51		120		109		61	5.0	0.375	0.74	21295.0	1790.0	1120.0	1987104470.0	5.0	10.0	10.0	
000a000079	1991	64	36	12	208	16	8	0	39		161		114		92	5.0	0.333	0.69	21433.0	1618.2	1160.0	1986101772.0	2.0	14.0	11.0	
000a000079	1990	41	36	14	196	20	10	0	61		125		86		109	9.0	0.389	1.02	30219.0	1609.1	1644.4	1985102523.0	6.0	14.0	11.0	
000a000079	1989	35	42	17	257	28	3	0	56		198		115		142	20.0	0.405	1.02	34051.0	1725.0	1550.0	1986101540.0	7.0	21.0	8.0	
000a000079	1988	44	37	15	199	19	7	1	64		128		96		102	12.0	0.405	0.93	26577.0	1571.4	1291.7	1985103580.0	3.0	15.0	7.0	
000a000079	1987	45	33	18	201	24	12	0	53		136		117		80	11.0	0.545	1.1	26976.0	1533.3	1363.6	1983104013.0	6.0	18.0	12.0	
000a000079	1986	47	35	14	213	19	17	1	36		160		121		92	9.0	0.4	0.89	21383.5	1480.0	1311.1	1984104461.0	3.0	15.0	10.0	
000a000079	1985	41	27	10	153	14	0	0	0		153		0		153	14.0	0.37	1.13	20610.0	0.0	1357.1	1982101958.0	0.0	14.0	0.0	
000a000079	1984	80	24	8	126	11	0	0	0		126		0		126	11.0	0.333	0.72	11621.0	0.0	1427.3	1981105331.0	0.0	11.0	0.0	
000a000079	1983	317	9	3	38	4	0	0	0		38		0		38	4.0	0.333	0.36	2185.0	0.0	1225.0	1980101999.0	0.0	4.0	0.0	
000a000079	1982	220	5	2	28	4	0	0	0		28		0		28	4.0	0.4	1.16	3945.0	0.0	1400.0	1980102022.0	0.0	4.0	0.0	
000a000079	1981	526	2	1	6	1	0	0	0		6		1		5	1.0	0.5	0.42	560.0	0.0	1200.0	1978106845.0	0.0	1.0	0.0	
000a000aea	2006	861	1	0	2	0	0	0	0		2		0		2		0.0	0.0	0.0	0.0	0.0	2000106454.0	0.0	0.0	0.0	0.0
000a000aea	2005	859	2	0	11	0	0	0	0		11		2		9		0.0	0.0	0.0	0.0	0.0	2000106454.0	0.0	0.0	0.0	0.0
000a000aea	2004	741	1	0	4	0	0	0	0		4		0		4		0.0	0.48	330.0	0.0	0.0	2001106629.0	0.0	0.0	0.0	0.0
000a000aea	2003	867	1	0	6	0	0	0	0		6		0		3		0.0	0.0	0.0	0.0	0.0	1998107114.0	0.0	0.0	0.0	0.0
000a000aea	2002	879	1	0	3	0	0	0	0		3		0		3		0.0	0.0	0.0	0.0	0.0	1998107114.0	0.0	0.0	0.0	0.0
000a000aea	2000	751	4	0	17	0	0	0	3		14		8		6		0.0	0.11	363.8	0.0	0.0	1995106400.0	0.0	0.0	0.0	0.0
000a000aea	1999	749	5	0	25	0	1	0	7		17		11		14		0.0	0.08	351.0	0.0	0.0	1995106400.0	0.0	0.0	0.0	0.0
000a000aea	1998	369	6	2	58	2	1	0	6		51		11		40		0.333	0.58	3036.0	1000.0	1700.0	1995106400.0	0.0	2.0	1.0	1.0
000a000aea	1997	566	7	1	24	1	0	0	2		22		9		15		0.143	0.17	1015.0	2000.0	0.0	1993104892.0	0.0	1.0	1.0	0.0
000a000aea	1996	545	7	1	36	1	0	0	1		35		20		16		0.143	0.17	1073.0	0.0	1200.0	1993104892.0	0.0	1.0	0.0	1.0
000a000aea	1995	540	13	0	48	0	1	0	3		44		23		23		0.0	0.09	1037.8	0.0	0.0	1993104892.0	0.0	0.0	0.0	0.0
000a000aea	1994	182	13	2	84	4	2	0	7		75		46		28		0.154	0.66	7395.0	1700.0	0.0	1989101565.0	1.0	3.0	2.0	0.0
000a000aea	1993	149	14	4	84	4	2	0	23		59		61		18		0.286	0.75	9255.0	1500.0	0.0	1987104438.0	1.0	3.0	2.0	0.0
000a000aea	1992	80	18	8	125	14	4	0	39		82		70		49		0.444	1.25	20063.0	1580.0	1500.0	1987104438.0	2.0	12.0	5.0	7.0
000a000aea	1991	101	12	6	99	6	5	0	38		56		60		39		0.5	1.33	13882.0	1760.0	1700.0	1986103570.0	4.0	2.0	5.0	1.0
000a000aea	1990	110	14	5	76	8	5	0	23		48		37		31		0.357	1.06	12106.0	1600.0	1600.0	1986103570.0	0.0	8.0	5.0	3.0
000a000aea	1989	62	21	10	122	15	6	0	30		86		69		53		0.476	1.22	20243.0	1954.6	1600.0	1986103940.0	6.0	9.0	11.0	4.0
000a000aea	1988	56	23	10	176	14	2	0	43		131		104		72		0.435	1.13	20048.0	1640.0	1733.3	1982102075.0	5.0	9.0	5.0	9.0
000a000aea	1987	84	19	10	97	12	2	0	25		70		56		41		0.526	1.02	14388.0	1780.0	1585.7	1984104961.0	3.0	9.0	5.0	7.0
000a000aea	1986	79	17	7	84	8	1	0	26		57		44		40		0.412	1.02	11977.0	1400.0	1700.0	1982102982.0	3.0	5.0	4.0	4.0
000a000aea	1985	105	9	5	70	11	0	0	0		70		0		70		0.556	1.5	9086.0	0.0	1600.0	1982100480.0	0.0	11.0	0.0	11.0
000a000aea	1984	322	8	3	29	3	0	0	0		29		0		29		0.375	0.39	2097.0	0.0	1333.3	1981103510.0	0.0	3.0	0.0	3.0
000a000aea	1983	575	2	0	9	0	0	0	0		9		0		9		0.0	0.33	445.0	0.0	0.0	1981103510.0	0.0	0.0	0.0	0.0
000a000aea	1982	466	2	1	16	1	0	0	0		16		0		16		0.5	0.64	872.0	0.0	1000.0	1979105430.0	0.0	1.0	0.0	1.0
000a000aea	1981	508	1	1	4	1	0	0	0		4		1		3		1.0	0.92	620.0	0.0	1600.0	1978106699.0	0.0	1.0	0.0	1.0
000a000b0c	2008	804	1	0	2	0	0	0	0		2		2		0		0.0	0.0	0.0	0.0	0.0	2003101588.0	0.0	0.0	0.0	0.0
