horse_id	年度	順位	出走頭数	勝馬頭数	出走回数	勝利回数	出走/重賞	勝利/重賞	出走/特別	特別/勝利	出走/平場	平場/勝利	出走/芝	芝/勝利	出走/ダート	ダート/勝利	勝馬率	EI	入着賞金(万円)	平均距離(芝)	平均距離(ダ)	代表馬	勝利/特別	勝利/平場	勝利/芝	勝利/ダート	重賞/出走	特別/出走	平場/出走	芝/出走	ダート/出走
000a000428	1965	84	2	2	19	3	0.0	0	0.0		19.0		19.0		0.0		1.0	3.13	750.0	1550.0	0.0	1962z00629	0.0	3.0	3.0	0.0					
000a000428	1964	281	1	1	2	1	0.0	0	0.0		2.0		2.0		0.0		1.0	0.56	55.0	1400.0	0.0	1962z00629	0.0	1.0	1.0	0.0					
000a000dd4	1994	692	1	0	6	0	0.0	0	0.0		6.0		1.0		5.0		0.0	0.38	325.0	0.0	0.0	1991109887	0.0	0.0	0.0	0.0					
000a000dd4	1993	649	1	0	4	0	0.0	0	0.0		4.0		1.0		3.0		0.0	0.5	440.0	0.0	0.0	1991109887	0.0	0.0	0.0	0.0					
000a000dd4	1988	624	1	0	4	0	0.0	0	0.0		4.0		0.0		4.0		0.0	0.28	213.0	0.0	0.0	1985104013	0.0	0.0	0.0	0.0					
000a000dd4	1987	562	2	0	16	0	0.0	0	0.0		16.0		7.0		9.0		0.0	0.26	390.5	0.0	0.0	1984104222	0.0	0.0	0.0	0.0					
000a000dd4	1986	686	2	0	5	0	0.0	0	0.0		5.0		1.0		4.0		0.0	0.0	0.0	0.0	0.0	1982107090	0.0	0.0	0.0	0.0					
000a000dd4	1985	402	3	1	10	1	0.0	0	0.0		10.0		0.0		10.0		0.333	0.66	1336.0	0.0	1800.0	1983104155	0.0	1.0	0.0	1.0					
000a000dd4	1984	143	5	1	40	2	0.0	0	0.0		40.0		0.0		40.0		0.2	1.95	6543.0	0.0	1750.0	1977101394	0.0	2.0	0.0	2.0					
000a000dd4	1983	217	7	2	35	2	0.0	0	0.0		35.0		0.0		35.0		0.286	0.8	3768.0	0.0	2500.0	1977101394	0.0	2.0	0.0	2.0					
000a000dd4	1982	78	8	5	67	7	0.0	0	0.0		67.0		9.0		58.0		0.625	2.23	12142.0	0.0	1942.9	1975z01689	0.0	7.0	0.0	7.0					
000a000dd4	1981	85	16	3	93	6	0.0	0	0.0		93.0		52.0		41.0		0.188	0.89	9583.0	1400.0	1400.0	1978106661	0.0	6.0	4.0	2.0					
000a000dd4	1980	55	13	7	121	10	0.0	0	0.0		121.0		72.0		49.0		0.538	1.83	15197.0	1800.0	1760.0	1978106948	0.0	10.0	5.0	5.0					
000a000dd4	1979	70	12	8	115	12	0.0	0	0.0		115.0		57.0		58.0		0.667	1.54	10969.0	1716.7	1683.3	1955108026	0.0	12.0	6.0	6.0					
000a000dd4	1978	49	14	7	98	10	0.0	0	0.0		98.0		50.0		48.0		0.5	1.83	16354.0	1640.0	1640.0	1975103515	0.0	10.0	5.0	5.0					
000a000dd4	1977	41	19	8	107	17	2.0	0	0.0		105.0		69.0		38.0		0.421	1.54	17908.0	1484.6	1550.0	1974106746	0.0	17.0	13.0	4.0					
000a000dd4	1976	59	15	8	127	12	0.0	0	0.0		127.0		71.0		56.0		0.533	1.16	10888.0	1500.0	1720.0	1955105226	0.0	12.0	7.0	5.0					
000a000dd4	1975	36	15	9	104	17	0.0	0	0.0		104.0		47.0		57.0		0.6	1.71	15302.0	1550.0	1360.0	1955105226	0.0	17.0	12.0	5.0					
000a000dd4	1974	43	15	9	86	14	0.0	0	0.0		86.0		31.0		55.0		0.6	1.37	9970.0	1600.0	1681.8	1955104868	0.0	14.0	3.0	11.0					
000a000dd4	1973	58	13	9	106	13	0.0	0	0.0		106.0		75.0		31.0		0.692	1.35	8099.0	1477.8	1500.0	1955102748	0.0	13.0	9.0	4.0					
000a000dd4	1972	71	7	5	65	8	0.0	0	0.0		65.0		49.0		16.0		0.714	2.09	6072.5	1485.7	1800.0	1970z00181	0.0	8.0	7.0	1.0					
000a000dd4	1971	183	5	4	24	6	0.0	0	0.0		24.0		22.0		2.0		0.8	0.97	1892.0	1516.7	0.0	000a000b2a	0.0	6.0	6.0	0.0					
000a000dd4	1970	113	8	4	41	4	0.0	0	0.0		41.0		31.0		10.0		0.5	0.93	2691.0	1800.0	1750.0	000a000ac0	0.0	4.0	2.0	2.0					
000a000dd4	1969	38	8	5	67	13	0.0	0	0.0		67.0		62.0		5.0		0.625	3.06	8431.0	1380.0	1633.3	1967z00111	0.0	13.0	10.0	3.0					
000a000dd4	1968	51	4	3	40	8	0.0	0	0.0		40.0		40.0		0.0		0.75	4.04	3824.0	1512.5	0.0	1964z00830	0.0	8.0	8.0	0.0					
000a000dd4	1967	106	2	0	15	0	0.0	0	0.0		15.0		9.0		6.0		0.0	2.82	1140.0	0.0	0.0	1964z00830	0.0	0.0	0.0	0.0					
000a000dd4	1966	81	3	3	22	5	0.0	0	0.0		22.0		21.0		1.0		1.0	2.32	1108.0	1450.0	1200.0	1964z00830	0.0	5.0	4.0	1.0					
000a000dd4	1965	91	1	1	16	5	0.0	0	0.0		16.0		16.0		0.0		1.0	5.81	696.0	1680.0	0.0	1962z00136	0.0	5.0	5.0	0.0					
000a000dd4	1964	248	1	1	4	1	0.0	0	0.0		4.0		4.0		0.0		1.0	0.89	88.0	1200.0	0.0	1962z00136	0.0	1.0	1.0	0.0					
000a000991	1989	462	1	1	4	1		0									1.0	1.24	980.0	0.0	1800.0	1984102292	0.0	1.0	0.0	1.0	0.0	1.0	3.0	0.0	4.0
000a000991	1988	443	2	1	10	1		0									0.5	0.7	1080.0	0.0	1700.0	1984102292	0.0	1.0	0.0	1.0	0.0	3.0	7.0	3.0	7.0
000a000991	1987	314	3	1	19	1		0									0.333	0.98	2192.0	0.0	0.0	1983100463	0.0	1.0	0.0	0.0	0.0	3.0	16.0	10.0	6.0
000a000991	1986	365	2	0	17	0		0									0.0	1.09	1504.0	0.0	0.0	1981103590	0.0	0.0	0.0	0.0	1.0	0.0	16.0	0.0	4.0
000a000991	1985	299	7	1	34	1		0									0.143	0.5	2354.0	0.0	2950.0	1981103590	0.0	1.0	0.0	1.0	0.0	0.0	34.0	0.0	34.0
000a000991	1984	286	5	2	39	3		0									0.4	0.72	2436.0	0.0	1933.3	1981104572	0.0	3.0	0.0	3.0	0.0	0.0	39.0	0.0	39.0
000a000991	1983	218	5	2	43	3		0									0.4	1.12	3753.0	0.0	2266.7	1975z01717	0.0	3.0	0.0	3.0	0.0	0.0	43.0	0.0	43.0
000a000991	1982	396	3	2	23	2		0									0.667	0.69	1405.0	1250.0	0.0	1980104344	0.0	2.0	2.0	0.0	0.0	0.0	23.0	6.0	17.0
000a000991	1981	243	6	3	36	3		0									0.5	0.72	2907.0	0.0	2333.3	1974z00202	0.0	3.0	0.0	3.0	0.0	0.0	36.0	12.0	24.0
000a000991	1980	83	16	7	97	9		0									0.438	0.94	9605.0	1666.7	1833.3	1975101086	0.0	9.0	3.0	6.0	0.0	0.0	97.0	33.0	64.0
000a000991	1979	90	21	6	150	6		0									0.286	0.68	8469.0	1375.0	1650.0	000a005f63	0.0	6.0	4.0	2.0	0.0	0.0	150.0	76.0	74.0
000a000991	1978	70	18	6	117	14		0									0.333	0.92	10625.0	1900.0	1998.3	1955106931	0.0	14.0	8.0	6.0	0.0	0.0	117.0	48.0	69.0
000a000991	1977	80	19	6	127	12		0									0.316	0.75	8728.0	1620.0	1714.3	1955106931	0.0	12.0	5.0	7.0	0.0	0.0	127.0	52.0	75.0
000a000991	1976	39	27	12	208	18		0									0.444	1.01	17077.0	1750.0	1671.4	1955106463	0.0	18.0	4.0	14.0	0.0	0.0	208.0	59.0	149.0
000a000991	1975	28	29	14	218	21		0									0.483	1.12	19426.0	1812.5	1715.4	000a005ec3	0.0	21.0	8.0	13.0	0.0	0.0	218.0	59.0	159.0
000a000991	1974	33	34	12	193	17		0									0.353	0.8	13118.0	1450.0	1616.2	1955104271	0.0	17.0	4.0	13.0	0.0	0.0	193.0	76.0	117.0
000a000991	1973	23	38	16	263	30		0									0.421	1.04	18217.0	1688.2	1692.3	000a005075	0.0	30.0	17.0	13.0	0.0	0.0	263.0	141.0	122.0
000a000991	1972	39	34	16	233	26		0									0.471	0.78	10984.0	1507.7	1615.4	000a004ff7	0.0	26.0	13.0	13.0	0.0	0.0	233.0	146.0	87.0
000a000991	1971	75	30	9	164	11		0									0.3	0.39	4625.5	1680.0	2003.3	000a00451f	0.0	11.0	5.0	6.0	0.0	0.0	164.0	108.0	56.0
000a000991	1970	47	26	8	167	13		0									0.308	0.69	6502.0	1700.0	1660.0	000a0040a5	0.0	13.0	8.0	5.0	0.0	0.0	167.0	102.0	65.0
000a000991	1969	59	12	5	108	9		0									0.417	1.16	4786.0	1616.7	1533.3	1965z00575	0.0	9.0	6.0	3.0	0.0	0.0	108.0	82.0	26.0
000a000991	1968	81	7	4	74	9		0									0.571	1.27	2102.0	1483.3	1333.3	1966z00332	0.0	9.0	6.0	3.0	0.0	0.0	74.0	62.0	12.0
000a000991	1967	318	2	0	13	0		0									0.0	0.4	162.0	0.0	0.0	1965z00137	0.0	0.0	0.0	0.0	0.0	0.0	13.0	13.0	0.0
000a000991	1966	374	1	0	7	0		0									0.0	0.13	21.0	0.0	0.0	1962z00359	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	0.0
000a000991	1965	302	1	1	23	1		0									1.0	0.81	96.5	1850.0	0.0	1962z00359	0.0	1.0	1.0	0.0	0.0	0.0	23.0	23.0	0.0
000a000991	1964	347	1	0	10	0		0									0.0	0.0	0.0	0.0	0.0	1962z00359	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0
