horse_id	年度	順位	出走頭数	勝馬頭数	出走回数	勝利回数	重賞/出走	重賞/勝利	特別/出走	特別/勝利	平場/出走	平場/勝利	芝/出走	芝/勝利	ダート/出走	ダート/勝利	勝馬率	EI	入着賞金(万円)	平均距離(芝)	平均距離(ダ)	代表馬
000a0008d5	1992	645	1	0	5	0	0.0	0.0	1.0	0	4.0	0	4.0	0	1.0	0	0.0	0.45	400.0	0.0	0.0	1988107742
000a0008d5	1991	615	1	0	7	0	0.0	0.0	0.0	0	7.0	0	4.0	0	3.0	0	0.0	0.44	382.0	0.0	0.0	1988107742
000a0008d5	1990	394	1	1	5	1	0.0	0.0	4.0	1	1.0	0	5.0	1	0.0	0	1.0	2.1	1720.0	2000.0	0.0	1985103762
000a0008d5	1989	225	4	2	24	3	0.0	0.0	14.0	2	10.0	1	19.0	3	5.0	0	0.5	1.41	4450.0	1800.0	0.0	1985103762
000a0008d5	1988	320	5	3	27	3	0.0	0.0	5.0	0	22.0	3	18.0	3	9.0	0	0.6	0.63	2423.0	1533.3	0.0	1984102874
000a0008d5	1987	157	7	3	41	4	4.0	0.0	8.0	0	29.0	4	19.0	0	11.0	2	0.429	1.25	6507.0	0.0	1550.0	1983106471
000a0008d5	1986	176	9	4	72	5	0.0	0.0	4.0	0	68.0	5	39.0	3	32.0	2	0.444	0.89	5552.0	1633.3	1100.0	1983100481
000a0008d5	1985	118	12	3	57	6	0.0	0.0	0.0	0	57.0	6	0.0	0	57.0	6	0.25	0.98	7906.0	0.0	2266.7	1980103712
000a0008d5	1984	64	25	8	167	11	0.0	0.0	0.0	0	167.0	11	0.0	0	167.0	11	0.32	0.87	14607.0	0.0	1745.5	1979101189
000a0008d5	1983	42	26	10	157	14	0.0	0.0	0.0	0	157.0	14	0.0	0	157.0	14	0.385	1.08	18973.0	0.0	1714.3	1980105028
000a0008d5	1982	61	35	10	206	15	0.0	0.0	0.0	0	206.0	15	15.0	2	191.0	13	0.286	0.64	15249.5	1700.0	1584.6	1979101237
000a0008d5	1981	27	42	14	235	19	0.0	0.0	0.0	0	235.0	19	79.0	6	156.0	13	0.3329999999999999	0.92	26112.0	1483.3	1823.1	1977106465
000a0008d5	1980	13	54	22	401	31	0.0	0.0	0.0	0	401.0	31	196.0	12	205.0	19	0.407	1.07	36925.5	1783.3	1700.0	1976104418
000a0008d5	1979	13	67	23	387	36	0.0	0.0	0.0	0	387.0	36	179.0	15	208.0	21	0.3429999999999999	0.92	36516.0	1800.0	1738.1	1976104418
000a0008d5	1978	7	76	32	482	46	0.0	0.0	0.0	0	482.0	46	205.0	22	277.0	24	0.421	0.96	46783.5	1731.8	1732.9	1955106452
000a0008d5	1977	8	80	31	495	45	1.0	0.0	0.0	0	494.0	45	219.0	18	276.0	27	0.3879999999999999	0.91	44266.9	1588.9	1641.5	000a0107bd
000a0008d5	1976	3	88	38	572	60	0.0	0.0	0.0	0	572.0	60	218.0	23	354.0	37	0.4320000000000001	1.06	58380.0	1652.2	1693.0	1955104256
000a0008d5	1975	3	111	56	879	90	0.0	0.0	0.0	0	879.0	90	326.0	33	553.0	57	0.505	1.27	83798.5	1630.3	1810.4	1955105561
000a0008d5	1974	1	122	59	791	98	0.0	0.0	0.0	0	791.0	98	387.0	47	404.0	51	0.484	1.38	81641.5	1702.1	1719.6	1955102576
000a0008d5	1973	1	129	61	793	100	0.0	0.0	0.0	0	793.0	100	501.0	60	292.0	40	0.473	1.14	68316.5	1570.0	1622.5	000a000b73
000a0008d5	1972	2	149	69	934	103	0.0	0.0	0.0	0	934.0	103	587.0	74	347.0	29	0.4629999999999999	1.09	67867.0	1677.0	1762.1	1955101409
000a0008d5	1971	1	158	75	1047	136	0.0	0.0	0.0	0	1047.0	136	772.0	106	275.0	30	0.475	1.25	77257.0	1654.7	1767.3	000a000af9
000a0008d5	1970	1	164	84	1217	147	0.0	0.0	0.0	0	1217.0	147	926.0	107	291.0	40	0.512	1.35	79966.5	1745.8	1710.0	000a000ac5
000a0008d5	1969	1	154	89	1266	157	0.0	0.0	0.0	0	1266.0	157	1044.0	123	222.0	34	0.578	1.26	66885.0	1678.9	1832.4	000a003dd3
