waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018103234	トライアンフオース			05371	亀井洋司	a0372	佐々木国	456	12
2	2	2012100349	エレーヌワンダー			05502	松井伸也	05025	谷口常信	512	0
3	3	2018101568	ヨリナメンテ			05492	阿部龍	a03d6	森山雄大	438	26
4	4	2014102374	キョウエイビアンコ			a01ec	宮平鷹志	a02e6	黒川智貴	438	-4
5	5	2015103440	ナイトスカイ			05592	小野楓馬	05460	佐藤英明	468	2
6	6	2018105898	エイシンキーゼル			05477	黒澤愛斗	a0374	沼澤英知	446	-6
6	7	2018101569	ライプトラオム			05089	宮崎光行	05453	松本隆宏	456	6
7	8	2018106364	ヒルノエルニド			05389	岩橋勇二	05630	田中淳司	444	-4
7	9	2017103727	ハートオブクレア			05534	石川倭	a02e5	小国博行	510	-12
8	10	2018101328	ランブラスト			05286	服部茂史	05111	林和弘	538	-4
8	11	2013101013	メサヴェルデ			05512	阪野学	a02a1	安田武広	486	6
