日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/04/28	晴	9	7	3	3	13.8	4	1	56.0	良	1:48.3	0.0	2-2-2	0.0-42.9	42.0	笠松	202247042809	スミレ特別	202247042809	05368	大原浩司	ダ	1600	471	0	60.0
2022/04/15	曇	11	9	5	5	10.2	5	5	56.0	良	1:31.2	1.0	8-8-6	0.0-39.1	38.8	笠松	202247041511	花吹雪特別	202247041511	05558	渡辺竜也	ダ	1400	471	-1	3.0
2022/03/30	晴	7	6	1	1	12.1	4	3	56.0	良	1:48.1	2.1	3-4-4	0.0-39.7	40.9	笠松	202247033007	盛春賞	202247033007	05368	大原浩司	ダ	1600	472	-4	4.5
2022/03/18	雨	12	8	4	4	31.0	7	4	56.0	重	1:45.3	0.7	7-6-5	0.0-39.9	38.6	笠松	202247031812	サラ系B4組	202247031812	05368	大原浩司	ダ	1600	476	1	3.0
2022/02/11	晴	7	6	2	2	7.5	4	5	56.0	良	1:49.4	2.0	6-6-6	0.0-40.9	41.1	笠松	202247021107	サラ系B4組	202247021107	05368	大原浩司	ダ	1600	475	1	1.5
2022/01/25	曇	10	8	4	4	13.8	4	6	56.0	良	1:48.4	1.5	6-5-4	0.0-40.7	40.6	笠松	202247012510	雪見賞	202247012510	05368	大原浩司	ダ	1600	474	0	0.0
2022/01/14	晴	9	7	6	6	4.8	3	1	56.0	不	1:47.4	0.0	4-3-1	0.0-41.1	40.6	笠松	202247011409	初春賞	202247011409	05368	大原浩司	ダ	1600	474	0	32.0
2021/12/31	雪	8	7	4	4	3.0	2	3	56.0	不	1:33.5	1.1	6-6-6	0.0-41.4	41.1	笠松	202147123108	年の瀬賞	202147123108	05368	大原浩司	ダ	1400	474	-2	4.8
2021/12/17	曇	7	10	8	10	5.1	3	4	56.0	重	1:30.2	1.4	4-3-3	0.0-39.1	39.5	笠松	202147121707	サラ系B4・C3組	202147121707	05368	大原浩司	ダ	1400	476	8	3.0
2021/11/26	曇	10	9	4	4	5.9	3	4	56.0	良	1:45.7	1.3	9-9-7	0.0-40.1	39.6	笠松	202147112610	雪待月特別	202147112610	05368	大原浩司	ダ	1600	468	1	4.0
2021/11/12	晴	4	9	3	3	1.8	1	1	56.0	良	1:31.2	0.0	1-1-1	0.0-40.1	40.1	笠松	202147111204	第13回ファンです★	202147111204	05368	大原浩司	ダ	1400	467	-4	27.0
2021/10/29	晴	4	8	4	4	1.3	1	2	56.0	良	1:29.4	0.0	6-4-4	0.0-38.7	38.2	笠松	202147102904	第54回昌宏生誕記念	202147102904	05368	大原浩司	ダ	1400	471	5	8.1
2021/08/29	晴	2	15	1	1	18.8	6	13	56.0	良	1:57.2	4.2	15-15-15-15	35.9-39.1	40.8	新潟	202104040602	3歳未勝利	202104040602	05203	岩田康誠	ダ	1800	466	2	0.0
2021/07/10	曇	4	15	6	11	10.2	6	7	56.0	不	1:47.8	0.9	3-3-2-2	31.0-38.1	39.0	福島	202103010304	3歳未勝利	202103010304	01122	三浦皇成	ダ	1700	464	6	0.0
2021/06/13	曇	2	15	4	8	11.2	4	4	56.0	良	1:26.0	0.6	12-12	35.3-38.1	36.5	東京	202105030402	3歳未勝利	202105030402	01122	三浦皇成	ダ	1400	458	4	77.0
2021/05/22	曇	3	16	8	16	4.5	3	4	56.0	稍	1:39.4	0.7	3-2	35.1-37.9	38.4	東京	202105020903	3歳未勝利	202105020903	01122	三浦皇成	ダ	1600	454	0	77.0
2021/03/20	曇	2	13	4	4	12.6	5	4	56.0	良	1:55.7	0.3	2-2-1-1	38.2-38.1	38.4	中山	202106020702	3歳未勝利	202106020702	01158	野中悠太	ダ	1800	454	-2	77.0
2021/03/07	曇	4	16	4	8	24.9	6	2	56.0	稍	1:57.5	0.4	2-2-1-1	38.4-39.0	39.4	中山	202106020404	3歳未勝利	202106020404	01158	野中悠太	ダ	1800	456	4	200.0
2021/02/21	晴	1	16	8	16	70.4	9	5	56.0	良	1:27.3	1.9	15-14	36.5-36.4	36.8	東京	202105010801	3歳未勝利	202105010801	01154	松若風馬	ダ	1400	452	0	51.0
2020/11/15	晴	3	14	5	7	220.2	12	6	55.0	良	1:28.0	1.1	10-11	36.5-37.3	37.3	東京	202005050403	2歳未勝利	202005050403	01158	野中悠太	ダ	1400	452	2	0.0
2020/11/01	晴	1	15	8	14	28.9	8	9	52.0	良	1:51.4	2.1	6-8-7-8	30.6-39.0	40.4	福島	202003030201	2歳未勝利	202003030201	01173	山田敬士	ダ	1700	450	8	0.0
2020/08/29	曇	1	15	1	1	90.2	12	10	51.0	良	1:56.2	2.2	5-6-7-8	36.3-39.7	40.3	新潟	202004030501	2歳未勝利	202004030501	01177	小林凌大	ダ	1800	442	2	0.0
2020/07/25	曇	2	13	1	1	86.5	9	9	52.0	稍	1:49.5	3.0	12-11	35.0-34.3	36.3	新潟	202004020102	2歳未勝利	202004020102	01164	藤田菜七	芝	1800	440	-8	0.0
2020/06/27	晴	5	16	1	2	69.8	12	14	54.0	良	1:54.1	4.4	9-16-16	36.9-35.3	38.0	東京	202005030705	2歳新馬	202005030705	01043	北村宏司	芝	1800	448	0	0.0
