日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/06	晴	4	16	8	16	6.6	4	4	57.0	良	1:13.2	0.2	13-13	33.0-40.0	37.7	中山	202206020404	4歳以上1勝クラス	202206020404	01096	ダ	1200	496	-4	120.0
2022/01/08	晴	7	16	1	1	32.7	8	7	53.0	稍	1:12.4	0.7	16-16	34.1-37.6	35.9	中山	202206010207	4歳以上1勝クラス	202206010207	01184	ダ	1200	500	4	0.0
2021/11/03	晴	11	11	7	9	1.8	1	1	53.0	重	1:12.4	0.0	4-4	0.0-36.6	36.2	門別	202130110311	ビッグレッドファーム	movie.html?race_id=202130110311	05286	ダ	1200	496	0	80.0
2021/10/21	曇	10	11	8	10	4.0	2	2	53.0	不	1:12.6	0.0	6-7	0.0-37.6	37.1	門別	202130102110	静内軽種馬生産振興会	movie.html?race_id=202130102110	05286	ダ	1200	496	-4	28.0
2021/10/05	雨	12	12	2	2	1.6	1	5	55.0	不	1:13.4	0.7	9-11	0.0-37.7	36.5	門別	202130100512	日高報知新聞特別	movie.html?race_id=202130100512	05286	ダ	1200	500	0	4.2
2021/09/21	曇	12	12	4	4	2.3	1	1	54.0	重	1:14.2	-0.2	5-4	0.0-39.0	38.4	門別	202130092112	スワーヴリチャード・	movie.html?race_id=202130092112	05286	ダ	1200	500	4	100.0
2021/09/02	晴	11	12	3	3	1.5	1	3	55.0	良	1:15.1	0.5	4-4	0.0-38.1	37.5	門別	202130090211	日高建設協会特別	movie.html?race_id=202130090211	05286	ダ	1200	496	6	11.6
2021/08/05	晴	12	11	7	9	2.2	1	1	54.0	良	1:15.2	0.0	6-5	0.0-39.4	38.7	門別	202130080512	コロナに負けるな!日	movie.html?race_id=202130080512	05286	ダ	1200	490	-2	55.0
2021/07/22	曇	6	12	8	11	2.1	1	1	56.0	良	1:14.6	0.0	6-2	0.0-39.2	38.5	門別	202130072206	静内川賞	movie.html?race_id=202130072206	05286	ダ	1200	492	0	45.0
2021/06/30	曇	8	9	7	7	1.2	1	1	56.0	良	1:15.5	-0.4	4-2	0.0-39.6	38.8	門別	202130063008	ウチョウラン特別	movie.html?race_id=202130063008	05286	ダ	1200	492	-4	45.0
2021/06/17	曇	8	11	1	1	4.8	2	2	56.0	良	1:15.3	0.8	6-5	0.0-38.5	37.7	門別	202130061708	3歳以上C3ー2	movie.html?race_id=202130061708	05286	ダ	1200	496	2	8.4
2021/05/20	晴	4	12	6	8	1.3	1	1	56.0	重	1:14.9	-0.2	5-3	0.0-39.4	38.6	門別	202130052004	3歳以上C4ー2	movie.html?race_id=202130052004	05286	ダ	1200	494	0	30.0
2021/04/29	曇	5	8	6	6	10.4	5	1	56.0	良	1:01.9	-0.5	3-3	0.0-38.0	37.8	門別	202130042905	3歳条件4ー2	movie.html?race_id=202130042905	05286	ダ	1000	494	18	40.0
2021/04/14	曇	5	9	4	4			取	56.0	稍				0.0-41.3		門別	202130041405	3歳条件4ー2	movie.html?race_id=202130041405	05286	ダ	1200	計不		0.0
2020/12/13	晴	2	14	6	10	167.9	11	12	54.0	良	2:00.3	4.8	13-12-14-14	36.7-40.4	40.5	阪神	202009060402	2歳未勝利	202009060402	01165	ダ	1800	476	6	0.0
2020/10/18	曇	1	11	1	1	149.2	10	中	55.0	重				34.9-36.2		京都	202008040401	2歳未勝利	202008040401	01163	芝	1200	470	0	0.0
2020/10/03	曇	4	16	1	2	199.2	16	14	53.0	良	2:00.5	6.6	15-15-15-15	37.7-37.6	41.8	中京	202007020804	2歳新馬	202007020804	01176	ダ	1800	470	0	0.0
