日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/05/30	晴	8	12	2	2	3.7	1	5	56.0	良	1:31.6	1.0	4-4-6-4	38.6-39.5	39.7	浦和	202242053008	特選	202242053008	05342	森泰斗	ダ	1400	469	4	11.0
2022/05/03	晴	7	11	8	11	3.0	1	8	56.0	重	1:38.1	1.0	4-4-4-4	31.5-40.4	41.1	船橋	202243050307	馬い!淡路島ごっさ玉	202243050307	05342	森泰斗	ダ	1500	465	-1	0.0
2022/04/15	雨	6	12	2	2	4.2	2	1	56.0	重	1:39.8	0.0	1-1-1-1	32.4-41.5	41.5	船橋	202243041506	馬い!甘い!菊池生ゴ	202243041506	05342	森泰斗	ダ	1500	466	-1	100.0
2022/03/25	晴	5	12	5	6	7.4	5	3	56.0	重	1:38.7	0.9	5-5-5-4	32.3-39.7	40.3	船橋	202243032505	C3一　特選	202243032505	05399	和田譲治	ダ	1500	467	-2	22.5
2022/02/16	晴	2	12	8	12	14.8	6	3	56.5	重	1:37.4	0.2	6-8-7-5	32.5-39.2	38.9	船橋	202243021602	C3二	202243021602	05342	森泰斗	ダ	1500	469	-3	20.0
2022/02/02	晴	3	12	7	10	5.5	3	2	56.0	良	1:39.0	0.3	2-2-1-1	30.1-41.1	41.4	川崎	202245020203	C3四　五六	202245020203	05342	森泰斗	ダ	1500	472	5	32.0
2022/01/11	雨	4	10	4	4	6.9	2	4	56.5	重	1:16.3	0.7	5-5-5	37.4-38.2	38.4	船橋	202243011104	C3五　六	202243011104	05342	森泰斗	ダ	1200	467	0	12.0
2021/12/22	晴	2	12	1	1	31.7	8	6	56.0	良	1:32.7	1.5	12-12-9-8	37.4-40.1	40.2	浦和	202142122202	3歳四	202142122202	05452	澤田龍哉	ダ	1400	467	7	0.0
2021/12/01	晴	1	11	3	3	174.3	9	3	56.0	不	1:15.6	0.1	7-6-6	35.6-39.9	38.7	船橋	202143120101	3歳四　五　100	202143120101	05452	澤田龍哉	ダ	1200	460	-2	25.0
2021/10/12	曇	4	9	1	1	105.3	6	5	56.0	重	1:29.0	2.2	7-7	0.0-38.0	37.8	盛岡	202135101204	C2二組	202135101204	05577	岩本怜	ダ	1400	462	-2	1.5
2021/10/05	曇	2	9	2	2	80.9	8	5	56.0	良	1:29.7	2.3	8-8	0.0-38.9	38.6	盛岡	202135100502	C2二組	202135100502	05382	陶文峰	ダ	1400	464	1	1.5
2021/09/28	晴	1	8	3	3	74.9	7	7	56.0	良	1:31.8	3.6	7-8	0.0-39.2	41.2	盛岡	202135092801	C2三組	202135092801	05382	陶文峰	ダ	1400	463	3	0.0
2021/09/13	晴	4	6	6	6	20.5	5	1	56.0	良	1:16.7	-0.2	2-2	0.0-40.0	39.8	盛岡	202135091304	C2七組	202135091304	05382	陶文峰	ダ	1200	460	2	29.0
2021/09/06	晴	4	10	7	8	14.5	4	5	56.0	良	1:16.8	1.9	3-3	0.0-38.2	39.7	盛岡	202135090604	C2七組	202135090604	05382	陶文峰	ダ	1200	458	-8	1.5
2021/08/29	晴	6	11	3	3	95.7	9	7	56.0	重	1:15.6	1.4	7-7	0.0-38.1	38.4	盛岡	202135082906	3歳C2三組	202135082906	05577	岩本怜	ダ	1200	466	1	0.0
2021/08/15	曇	1	12	8	12	9.5	4	11	56.0	不	1:19.4	4.0	11-11	0.0-38.9	40.0	盛岡	202135081501	3歳C2二組	202135081501	05577	岩本怜	ダ	1200	465	3	0.0
2021/06/26	晴	4	14	5	8	458.9	14	14	52.0	良	1:33.4	4.9	12-14-14	30.0-35.5	37.6	札幌	202101010504	3歳未勝利	202101010504	01187	永島まな	芝	1500	462	-6	0.0
2021/04/25	曇	5	13	4	4	74.2	9	13	52.0	良	2:04.6	10.4	13-13-13-13	35.8-39.0	42.9	新潟	202104010605	3歳未勝利	202104010605	01190	古川奈穂	ダ	1800	468	-8	0.0
2021/02/04	晴	7	10	6	6	55.2	8	5	56.0	稍	1:32.0	1.8	6-6-8-8	38.2-39.5	40.3	浦和	202142020407	ツインサドル特別	202142020407	05540	達城龍次	ダ	1400	476	4	25.0
2020/11/22	晴	6	16	5	9	78.9	12	16	54.0	良	1:48.0	6.8	16-16	37.6-37.9	39.5	東京	202005050606	2歳新馬	202005050606	01178	斎藤新	ダ	1600	472	0	0.0
