rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		フクロウバトアルゴ	牡3	56.5		森泰斗	1:16.0		1-1-1	39.1	1.2	1	520	6		斉藤敏		中地賢次郎	160.0
2	4	4		キタノマンゲツ	牡3	56.5		臼井健太	1:17.3	6.0	11-6-4	38.0	5.5	2	443	-1		山中尊徳		大久保與志雄	64.0
3	7	8		ジェイピーバロン	牡3	56.5		笠野雄大	1:18.7	7.0	4-3-3	39.9	27.9	6	466	-13		山中尊徳		今井優	40.0
4	8	11		キャッスルクイーン	牝3	52.5		篠谷葵	1:18.8	クビ	2-2-2	41.8	19.5	5	459	6		渋谷信博		城市公	24.0
5	2	2		ペイフォン	牡3	56.5		澤田龍哉	1:18.9	3/4	8-5-7	39.7	14.6	3	518	-5		新井清重		桧森高史	16.0
6	5	5		ディアレスト	牝3	54.5		山中悠希	1:19.4	2.1/2	10-9-9	39.8	15.7	4	456	12		阿井正雄		（同）ＪＰＮ技研	
7	6	6		ローズライデン	牡3	56.5		高橋利幸	1:19.6	3/4	6-8-6	40.2	37.1	7	456	-11		矢内博		田村義徳	
8	3	3		モリノハヤブサ	牝3	54.5		保園翔也	1:19.7	1/2	7-11-11	39.3	64.1	8	530	3		斉藤敏		森和久	
9	7	9		マーシフクナル	牡3	56.5		野澤憲彦	1:19.8	3/4	9-10-8	40.2	72.2	9	432	12		矢野義幸		佐藤勝士	
10	6	7		スカイフェニックス	牝3	54.5		吉留孝司	1:20.3	2.1/2	3-4-5	41.4	139.9	11	437	-15		藪口一麻		須貝廣次	
11	8	10		バジガクマイヒメ	牝3	54.5		濱田達也	1:20.3	クビ	5-6-10	41.0	138.5	10	379	-3		山中尊徳		（株）馬事学院	
