waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018100769	デンプシーロール	牡3	53.0	01183	小林脩	01133	黒岩	420	2
2	2	2018102515	ジョセイカツヤク	牝3	54.0	00733	吉田豊	01152	竹内	476	2
2	3	2018100071	テーオールソー	牡3	56.0	01014	福永	01110	清水久	516	-2
3	4	2018104379	ロードレイライン	牡3	56.0	01122	三浦	01167	稲垣	470	2
3	5	2018105869	エラディケイター	牡3	56.0	01118	宮崎	01119	田中剛	482	6
4	6	2018110154	ローズファラオ	牝3	52.0	01116	藤岡康	01062	藤岡	420	0
4	7	2018104323	ゼットジョイ	牝3	51.0	01191	松本	01018	宮	414	-10
5	8	2018100666	ニュートラルゾーン	牡3	53.0	01186	角田	01121	角田	562	0
5	9	2018100728	ハンサムハーリー	牡3	56.0	01138	藤懸	01082	平田	484	8
6	10	2018103528	シャマル	牡3	56.0	01128	川須	01149	松下	524	4
6	11	2018104368	リーベサンライズ	牝3	53.0	01168	富田	01072	河内	446	12
7	12	2018102885	カフェリリー	牝3	54.0	01075	田辺	01153	中舘	490	-4
7	13	2018110067	コゴメユキ	牝3	54.0	01179	菅原明	01130	吉村	480	-2
8	14	2018104625	シャドウアルテミス	牝3	54.0	01174	岩田望	01054	戸田	430	4
8	15	2018103805	ソニックムーヴ	牡3	53.0	01188	永野	01175	宮田	492	6
