rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	10		メイショウイジゲン	牡3	56.0		吉村智洋	1:32.2		1-1-1-1	39.0	2.6	2	448	-2		橋本忠明		松本好雄	90.0
2	6	7		レッドレジェーラ	セ3	56.0		下原理	1:32.8	3.1/2	6-6-5-4	39.1	1.8	1	493	3		盛本信春		（株）東京ホースレ	36.0
3	1	1		グリージャ	牝3	54.0		大山真吾	1:33.0	1.0	3-3-4-2	39.5	8.7	4	464	4		田中一巧		窪田芳郎	22.5
4	4	4		ヴァイスリヒト	牡4	56.0		長谷部駿	1:33.4	2.1/2	10-9-6-6	39.2	72.6	6	471	2		田中道夫		西岡透	13.5
5	6	6		ストーミーストーム	牡8	56.0		廣瀬航	1:33.9	3.0	9-9-10-10	39.4	192.3	8	496	5		住吉朝男		小谷昌吾	9.0
6	7	9		ラインポラリス	牡3	56.0		田中学	1:34.0	1/2	3-3-3-5	40.6	6.3	3	483	-3		石橋満		大澤繁昌	
7	2	2		ジュンスピード	牝4	54.0		落合玄太	1:34.4	2.1/2	7-7-7-7	40.1	238.6	10	427	1		北野真弘		橋本政信	
8	8	11		ゴールドマイヤー	牡3	56.0		杉浦健太	1:34.5	1/2	2-2-2-3	41.3	30.2	5	445	5		中塚猛		大戸志浦	
9	5	5		サンレオ	牡5	56.0		井上幹太	1:35.3	5.0	8-8-9-8	41.1	135.6	7	453	-1		新井隆太		（株）さくらコーポ	
10	3	3		ヒトモジノグルグル	牝6	54.0		松木大地	1:36.7	9.0	3-5-8-9	42.9	207.0	9	431	-7		雑賀伸一		内田玄祥	
11	7	8		ジャックビーンズ	牡6	56.0		小谷周平	1:37.1	2.1/2	10-11-11-11	42.5	280.3	11	452	-9		稻田彰宏		組）オールザベスト組	
