	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
198910010201	芝	右	1200	晴	良	10:00	4歳以上300万下		1989-1-29	1	小倉	2	4歳以上300万下	[抽](別定)	8	2060	6	8	320	5	4	120	1	3.0	360	7.0	4-8	2160	8																							12.0 - 10.7 - 11.4 - 11.8 - 12.8 - 13.2	12.0 - 22.7 - 34.1 - 45.9 - 58.7 - 71.9 (12.0-12.0)
198910010202	ダ	右	1000	晴	稍重	10:25	4歳未勝利		1989-1-29	1	小倉	2	4歳未勝利	(馬齢)	2	360	2	2	140	2	6	280	3	7.0	580	9.0	2-6	1170	5																							12.6 - 11.4 - 12.6 - 13.2 - 12.8	12.6 - 24.0 - 36.6 - 49.8 - 62.6 (12.6-12.6)
198910010203	芝	右	1800	晴	良	10:55	4歳未勝利		1989-1-29	1	小倉	2	4歳未勝利	牝(馬齢)	4	880	5	4	360	5	12	270	4	15.0	610	9.0	2-6	2240	9																							12.6 - 11.7 - 12.5 - 12.7 - 12.3 - 12.3 - 12.6 - 12.7 - 12.3	12.6 - 24.3 - 36.8 - 49.5 - 61.8 - 74.1 - 86.7 - 99.4 - 111.7 (12.6-12.6)
198910010204	芝	右	1800	晴	良	11:25	4歳新馬		1989-1-29	1	小倉	2	4歳新馬	(馬齢)	4	680	5	4	150	2	6	110	1	1.0	360	7.0	4-6	570	1																							12.6 - 12.7 - 13.1 - 12.7 - 12.7 - 12.5 - 12.1 - 12.6 - 11.7	12.6 - 25.3 - 38.4 - 51.1 - 63.8 - 76.3 - 88.4 - 101.0 - 112.7 (12.6-12.6)
198910010205	芝	右	2000	晴	良	11:55	4歳以上400万下		1989-1-29	1	小倉	2	4歳以上400万下	(父)(別定)	1	310	2	1	130	2	10	110	1	14.0	200	4.0	1-6	460	1																							12.5 - 11.0 - 12.7 - 12.9 - 12.6 - 12.0 - 12.0 - 12.0 - 12.5 - 12.2	12.5 - 23.5 - 36.2 - 49.1 - 61.7 - 73.7 - 85.7 - 97.7 - 110.2 - 122.4 (12.5-12.5)
198910010206	芝	右	1200	晴	良	12:55	4歳以上400万下		1989-1-29	1	小倉	2	4歳以上400万下	牝(別定)	8	1360	7	8	550	9	14	700	11	12.0	920	14.0	4-7	6420	26																							11.7 - 10.8 - 11.5 - 11.8 - 12.2 - 12.5	11.7 - 22.5 - 34.0 - 45.8 - 58.0 - 70.5 (11.7-11.7)
198910010207	芝	右	2600	晴	良	13:25	4歳以上400万下		1989-1-29	1	小倉	2	4歳以上400万下	(別定)	2	350	1	2	170	1	5	190	2	9.0	1,040	14.0	1-3	720	2																							13.1 - 12.7 - 13.6 - 13.1 - 12.9 - 13.6 - 13.1 - 12.8 - 12.1 - 12.4 - 12.3 - 12.3 - 11.9	13.1 - 25.8 - 39.4 - 52.5 - 65.4 - 79.0 - 92.1 - 104.9 - 117.0 - 129.4 - 141.7 - 154.0 - 165.9 (13.1-13.1)
198910010208	芝	右	1800	晴	良	13:55	4歳以上400万下		1989-1-29	1	小倉	2	4歳以上400万下	(別定)	14	240	1	14	140	1	3	160	3	9.0	360	7.0	2-7	550	2																							12.6 - 12.2 - 12.3 - 12.0 - 12.0 - 12.3 - 12.2 - 12.0 - 12.2	12.6 - 24.8 - 37.1 - 49.1 - 61.1 - 73.4 - 85.6 - 97.6 - 109.8 (12.6-12.6)
198910010209	芝	右	2000	晴	良	14:25	紫川特別 		1989-1-29	1	小倉	2	4歳以上400万下	(別定)	2	950	6	2	290	4	1	180	3	7.0	330	5.0	1-2	1730	8																							12.6 - 11.3 - 12.3 - 12.4 - 12.2 - 12.3 - 12.4 - 12.1 - 12.5 - 12.0	12.6 - 23.9 - 36.2 - 48.6 - 60.8 - 73.1 - 85.5 - 97.6 - 110.1 - 122.1 (12.6-12.6)
198910010210	ダ	右	1700	晴	良	15:00	平尾台特別 		1989-1-29	1	小倉	2	4歳以上900万下	(別定)	8	670	5	8	300	4	12	500	6	3.0	1,410	11.0	6-8	610	2																							7.1 - 11.2 - 12.2 - 12.1 - 12.4 - 12.9 - 12.9 - 13.5 - 13.2	7.1 - 18.3 - 30.5 - 42.6 - 55.0 - 67.9 - 80.8 - 94.3 - 107.5 (7.1-7.1)
