	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気
198902010409	ダ	右	1700	晴	良	15:00	セイユウ記念	G	1989-7-16	1	函館	4	4歳以上オープン	[抽](別定)	5	920	2	5	140	2	1	180	5	1-5	3620	9																							7.3 - 11.5 - 11.9 - 12.6 - 12.9 - 12.7 - 13.5 - 14.0 - 12.8	7.3 - 18.8 - 30.7 - 43.3 - 56.2 - 68.9 - 82.4 - 96.4 - 109.2 (7.3-7.3)	4.0	100.0	1.0
198902010410	ダ	右	1700	晴	良	15:35	報知杯大雪ハンデ 		1989-7-16	1	函館	4	4歳以上1400万下	(混)(ハンデ)	7	1610	7	7	410	7	2	770	9	2-6	10530	20																							7.2 - 11.1 - 11.6 - 12.1 - 12.6 - 12.6 - 13.1 - 13.5 - 13.0	7.2 - 18.3 - 29.9 - 42.0 - 54.6 - 67.2 - 80.3 - 93.8 - 106.8 (7.2-7.2)	8.0	150.0	1.0
198902010501	ダ	右	1700	晴	良	10:15	4歳以上700万下		1989-7-22	1	函館	5	4歳以上700万下	[抽](別定)	3	1320	5	3	160	4	5	140	3	3-5	1690	6																							7.3 - 11.2 - 11.7 - 12.3 - 13.4 - 13.2 - 13.6 - 14.1 - 13.7	7.3 - 18.5 - 30.2 - 42.5 - 55.9 - 69.1 - 82.7 - 96.8 - 110.5 (7.3-7.3)	1.0	130.0	2.0
198902010502	ダ	右	1000	晴	良	10:45	4歳未勝利		1989-7-22	1	函館	5	4歳未勝利	牝(馬齢)	4	180	1	4	110	1	3	160	4	3-4	820	3																							12.5 - 11.4 - 12.2 - 12.8 - 12.6	12.5 - 23.9 - 36.1 - 48.9 - 61.5 (12.5-12.5)	10.0	130.0	2.0
198902010503	芝	右	1200	晴	良	11:15	3歳新馬		1989-7-22	1	函館	5	3歳新馬	(馬齢)	3	1400	4	3	260	4	4	330	5	3-4	7320	18																							12.4 - 11.3 - 11.6 - 12.2 - 12.3 - 12.0	12.4 - 23.7 - 35.3 - 47.5 - 59.8 - 71.8 (12.4-12.4)	5.0	140.0	2.0
198902010504	ダ	右	1700	晴	良	11:45	4歳未勝利		1989-7-22	1	函館	5	4歳未勝利	(馬齢)	3	1190	5	3	200	5	2	120	1	2-3	810	5																							7.3 - 11.4 - 11.8 - 12.7 - 13.0 - 12.7 - 13.3 - 13.5 - 13.1	7.3 - 18.7 - 30.5 - 43.2 - 56.2 - 68.9 - 82.2 - 95.7 - 108.8 (7.3-7.3)	1.0	150.0	3.0
198902010505	芝	右	2000	晴	良	12:45	4歳未勝利		1989-7-22	1	函館	5	4歳未勝利	(馬齢)	7	180	1	7	110	1	4	150	3	4-7	470	1																							12.4 - 11.1 - 11.9 - 12.4 - 13.0 - 12.5 - 12.3 - 12.2 - 12.2 - 12.5	12.4 - 23.5 - 35.4 - 47.8 - 60.8 - 73.3 - 85.6 - 97.8 - 110.0 - 122.5 (12.4-12.4)	1.0	330.0	6.0
198902010506	芝	右	2000	晴	良	13:15	4歳未勝利		1989-7-22	1	函館	5	4歳未勝利	(馬齢)	3	1380	5	3	280	5	6	100	1	3-6	1020	5																							12.7 - 11.3 - 12.1 - 12.2 - 12.0 - 12.3 - 12.3 - 12.8 - 13.0 - 12.6	12.7 - 24.0 - 36.1 - 48.3 - 60.3 - 72.6 - 84.9 - 97.7 - 110.7 - 123.3 (12.7-12.7)	2.0	300.0	6.0
198902010507	ダ	右	1700	晴	良	13:50	4歳以上400万下		1989-7-22	1	函館	5	4歳以上400万下	(別定)	4	210	1	4	100	1	5	150	4	4-5	620	2																							7.2 - 11.6 - 12.5 - 13.2 - 13.3 - 12.7 - 12.9 - 12.5 - 12.0	7.2 - 18.8 - 31.3 - 44.5 - 57.8 - 70.5 - 83.4 - 95.9 - 107.9 (7.2-7.2)	7.0	120.0	2.0
198902010508	芝	右	2000	晴	良	14:25	層雲峡特別 		1989-7-22	1	函館	5	4歳以上900万下	(別定)	3	280	2	3	130	2	4	110	1	3-4	270	1																							12.7 - 11.4 - 12.0 - 11.9 - 12.2 - 12.2 - 11.9 - 11.9 - 11.7 - 11.8	12.7 - 24.1 - 36.1 - 48.0 - 60.2 - 72.4 - 84.3 - 96.2 - 107.9 - 119.7 (12.7-12.7)			
198902010509	芝	右	1200	晴	良	15:00	襟裳特別 		1989-7-22	1	函館	5	4歳以上400万下	(別定)	8	260	2	8	110	2	2	100	1	2-8	230	1																							12.1 - 10.9 - 11.3 - 11.8 - 11.6 - 11.7	12.1 - 23.0 - 34.3 - 46.1 - 57.7 - 69.4 (12.1-12.1)	4.0	380.0	8.0
198902010601	ダ	右	1000	曇	良	11:15	3歳新馬		1989-7-23	1	函館	6	3歳新馬	(馬齢)	2	1520	5	2	350	4	3	140	2	2-3	1950	7																							12.5 - 11.1 - 12.7 - 13.6 - 13.1	12.5 - 23.6 - 36.3 - 49.9 - 63.0 (12.5-12.5)			
198902010602	ダ	右	1000	曇	良	11:45	4歳未勝利		1989-7-23	1	函館	6	4歳未勝利	(馬齢)	7	210	2	7	100	1	4	110	2	4-6	190	1																							13.0 - 11.3 - 12.4 - 12.6 - 11.8	13.0 - 24.3 - 36.7 - 49.3 - 61.1 (13.0-13.0)	11.0	200.0	4.0
198902010603	芝	右	1200	曇	良	12:45	4歳以上400万下		1989-7-23	1	函館	6	4歳以上400万下	(別定)	2	180	1	2	130	1	7	320	4	2-7	690	3																							12.1 - 10.9 - 11.1 - 11.6 - 12.0 - 12.4	12.1 - 23.0 - 34.1 - 45.7 - 57.7 - 70.1 (12.1-12.1)			
198902010604	ダ	右	1700	曇	良	13:15	4歳未勝利		1989-7-23	1	函館	6	4歳未勝利	(馬齢)	3	740	4	3	210	4	9	160	2	3-8	570	2																							7.2 - 11.2 - 12.2 - 13.3 - 13.5 - 12.9 - 13.5 - 13.9 - 13.3	7.2 - 18.4 - 30.6 - 43.9 - 57.4 - 70.3 - 83.8 - 97.7 - 111.0 (7.2-7.2)	5.0	450.0	8.0
198902010605	芝	右	1800	曇	良	13:50	4歳以上400万下		1989-7-23	1	函館	6	4歳以上400万下	(父)(別定)	2	120	1	2	100	1	4	170	3	2-4	450	2																							12.3 - 10.9 - 11.6 - 12.2 - 12.3 - 12.2 - 12.5 - 12.2 - 12.5	12.3 - 23.2 - 34.8 - 47.0 - 59.3 - 71.5 - 84.0 - 96.2 - 108.7 (12.3-12.3)	6.0	190.0	5.0
198902010606	ダ	右	1700	曇	良	14:25	まりも特別 		1989-7-23	1	函館	6	4歳以上400万下	(混)(別定)	5	380	3	5	140	2	4	200	4	4-5	1170	5																							7.2 - 11.0 - 11.3 - 12.3 - 13.5 - 13.0 - 13.2 - 13.3 - 13.1	7.2 - 18.2 - 29.5 - 41.8 - 55.3 - 68.3 - 81.5 - 94.8 - 107.9 (7.2-7.2)	6.0	250.0	5.0
198902010607	芝	右	1800	曇	良	15:00	阿寒湖特別 		1989-7-23	1	函館	6	4歳以上900万下	牝(別定)	7	140	1	7	100	1	1	160	3	1-7	430	2																							12.2 - 11.3 - 11.4 - 11.7 - 11.5 - 11.8 - 12.2 - 12.5 - 12.2	12.2 - 23.5 - 34.9 - 46.6 - 58.1 - 69.9 - 82.1 - 94.6 - 106.8 (12.2-12.2)	5.0	480.0	7.0
198902010608	芝	右	1200	曇	良	15:35	札幌日刊スポーツ杯 		1989-7-23	1	函館	6	4歳以上オープン	(混)(別定)	8	380	3	8	120	2	7	130	3	7-8	700	3																							12.1 - 10.7 - 11.0 - 11.5 - 11.7 - 11.6	12.1 - 22.8 - 33.8 - 45.3 - 57.0 - 68.6 (12.1-12.1)	2.0	110.0	1.0
198902010701	ダ	右	1000	晴	良	10:15	4歳以上オープン		1989-7-29	1	函館	7	4歳以上オープン	[抽](別定)	1	120	1	1	110	1	3	180	3	1-3	480	2																							12.8 - 11.2 - 12.5 - 13.1 - 12.9	12.8 - 24.0 - 36.5 - 49.6 - 62.5 (12.8-12.8)			
198902010702	ダ	右	1000	晴	良	10:45	3歳未勝利		1989-7-29	1	函館	7	3歳未勝利	(混)(馬齢)	3	350	3	3	140	2	6	110	1	3-6	250	1																							12.8 - 11.2 - 12.6 - 13.2 - 13.1	12.8 - 24.0 - 36.6 - 49.8 - 62.9 (12.8-12.8)			
198902010703	芝	右	1000	晴	良	11:15	3歳新馬		1989-7-29	1	函館	7	3歳新馬	(馬齢)	3	1870	3	3	310	3	5	130	2	3-5	1330	4																							12.4 - 10.8 - 11.9 - 12.2 - 11.7	12.4 - 23.2 - 35.1 - 47.3 - 59.0 (12.4-12.4)			
198902010704	ダ	右	1000	晴	良	11:45	4歳未勝利		1989-7-29	1	函館	7	4歳未勝利	(馬齢)	9	450	2	9	150	3	10	190	5	7-7	920	5																							12.5 - 11.0 - 12.0 - 12.8 - 13.2	12.5 - 23.5 - 35.5 - 48.3 - 61.5 (12.5-12.5)	1.0	120.0	1.0
198902010705	芝	右	1800	晴	良	12:45	4歳未勝利		1989-7-29	1	函館	7	4歳未勝利	(混)(馬齢)	7	270	1	7	130	1	6	370	8	6-7	2100	9																							12.8 - 11.8 - 12.3 - 12.7 - 12.6 - 12.3 - 12.4 - 12.2 - 11.7	12.8 - 24.6 - 36.9 - 49.6 - 62.2 - 74.5 - 86.9 - 99.1 - 110.8 (12.8-12.8)	5.0	150.0	2.0
198902010706	芝	右	1800	晴	良	13:15	4歳未勝利		1989-7-29	1	函館	7	4歳未勝利	(混)(馬齢)	5	330	2	5	130	2	3	180	3	3-5	1610	6																							12.2 - 11.1 - 11.7 - 12.5 - 12.2 - 12.1 - 12.3 - 12.5 - 12.0	12.2 - 23.3 - 35.0 - 47.5 - 59.7 - 71.8 - 84.1 - 96.6 - 108.6 (12.2-12.2)	1.0	120.0	1.0
198902010707	ダ	右	1700	晴	良	13:50	4歳以上400万下		1989-7-29	1	函館	7	4歳以上400万下	牝(別定)	4	490	4	4	160	4	6	140	3	4-6	1290	6																							7.2 - 11.2 - 11.6 - 12.2 - 12.6 - 12.6 - 13.6 - 13.7 - 13.1	7.2 - 18.4 - 30.0 - 42.2 - 54.8 - 67.4 - 81.0 - 94.7 - 107.8 (7.2-7.2)	10.0	130.0	2.0
198902010708	芝	右	1800	晴	良	14:25	富良野特別 		1989-7-29	1	函館	7	4歳以上400万下	(別定)	3	170	1	3	100	1	1	150	2	1-3	520	2																							12.5 - 11.2 - 11.4 - 12.0 - 12.0 - 11.9 - 12.3 - 12.6 - 12.3	12.5 - 23.7 - 35.1 - 47.1 - 59.1 - 71.0 - 83.3 - 95.9 - 108.2 (12.5-12.5)	8.0	170.0	3.0
198902010709	ダ	右	1700	晴	良	15:00	釧路特別 		1989-7-29	1	函館	7	4歳以上900万下	(混)(別定)	10	250	2	10	120	1	8	120	2	7-8	230	1																							7.0 - 11.4 - 12.0 - 12.3 - 12.6 - 12.1 - 12.7 - 13.0 - 13.3	7.0 - 18.4 - 30.4 - 42.7 - 55.3 - 67.4 - 80.1 - 93.1 - 106.4 (7.0-7.0)	1.0	200.0	5.0
198902010710	芝	右	1200	晴	良	15:35	おおぞらステークス 		1989-7-29	1	函館	7	4歳以上900万下	(別定)	8	2040	8	8	520	9	4	140	1	4-6	1860	8																							12.0 - 10.5 - 10.9 - 11.7 - 12.0 - 12.4	12.0 - 22.5 - 33.4 - 45.1 - 57.1 - 69.5 (12.0-12.0)	6.0	510.0	8.0
198902010801	ダ	右	1000	晴	良	10:15	3歳新馬		1989-7-30	1	函館	8	3歳新馬	(混)(馬齢)	5	200	2	5	110	1	4	110	2	4-5	150	1																							12.5 - 11.4 - 12.7 - 13.3 - 13.0	12.5 - 23.9 - 36.6 - 49.9 - 62.9 (12.5-12.5)			
198902010802	芝	右	1200	晴	良	10:45	3歳新馬		1989-7-30	1	函館	8	3歳新馬	(馬齢)	4	550	4	4	280	5	3	240	3	3-4	880	5																							12.4 - 10.9 - 11.3 - 12.5 - 12.2 - 12.4	12.4 - 23.3 - 34.6 - 47.1 - 59.3 - 71.7 (12.4-12.4)			
198902010803	ダ	右	1000	晴	良	11:15	4歳未勝利		1989-7-30	1	函館	8	4歳未勝利	(馬齢)	5	340	2	5	150	2	7	420	7	5-6	1780	6																							12.6 - 11.0 - 12.3 - 13.0 - 12.9	12.6 - 23.6 - 35.9 - 48.9 - 61.8 (12.6-12.6)	1.0	170.0	3.0
198902010804	ダ	右	1700	晴	良	11:45	4歳未勝利		1989-7-30	1	函館	8	4歳未勝利	(馬齢)	11	290	1	11	140	1	7	770	11	6-8	4230	17																							7.2 - 11.6 - 11.8 - 12.5 - 13.0 - 13.3 - 13.9 - 14.1 - 13.7	7.2 - 18.8 - 30.6 - 43.1 - 56.1 - 69.4 - 83.3 - 97.4 - 111.1 (7.2-7.2)	3.0	200.0	3.0
198902010805	ダ	右	1000	晴	良	12:45	4歳以上400万下		1989-7-30	1	函館	8	4歳以上400万下	(別定)	10	360	2	10	190	2	11	510	8	8-8	3410	15																							12.5 - 10.6 - 12.3 - 12.9 - 12.3	12.5 - 23.1 - 35.4 - 48.3 - 60.6 (12.5-12.5)	3.0	220.0	4.0
198902010806	ダ	右	1700	晴	良	13:15	4歳以上400万下		1989-7-30	1	函館	8	4歳以上400万下	(別定)	9	230	2	9	150	2	6	560	9	6-7	1540	7																							7.3 - 11.6 - 12.3 - 12.5 - 12.8 - 12.7 - 13.5 - 13.7 - 12.8	7.3 - 18.9 - 31.2 - 43.7 - 56.5 - 69.2 - 82.7 - 96.4 - 109.2 (7.3-7.3)	1.0	240.0	4.0
