	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気
198901010308	ダ	右	1000	曇	良	15:00	支笏湖特別 		1989-6-17	1	札幌	3	4歳以上900万下	(ハンデ)	8	580	3	8	200	2	11	250	5	6-8	820	3																							12.5 - 11.0 - 11.6 - 11.9 - 12.1	12.5 - 23.5 - 35.1 - 47.0 - 59.1 (12.5-12.5)	5.0	1,820	12.0
198901010309	ダ	右	1700	曇	良	15:35	HTB杯 		1989-6-17	1	札幌	3	4歳以上900万下	(混)(別定)	10	190	1	10	120	1	4	150	2	4-8	330	1																							6.9 - 10.7 - 11.7 - 12.3 - 12.2 - 12.4 - 12.6 - 12.7 - 13.3	6.9 - 17.6 - 29.3 - 41.6 - 53.8 - 66.2 - 78.8 - 91.5 - 104.8 (6.9-6.9)	7.0	320	7.0
198901010401	ダ	右	1700	曇	良	10:45	4歳未勝利		1989-6-18	1	札幌	4	4歳未勝利	(混)(馬齢)	3	210	1	3	130	1	4	500	7	3-4	1610	8																							7.0 - 10.9 - 11.9 - 12.5 - 12.6 - 12.7 - 13.8 - 13.3 - 12.8	7.0 - 17.9 - 29.8 - 42.3 - 54.9 - 67.6 - 81.4 - 94.7 - 107.5 (7.0-7.0)	6.0	930	10.0
198901010402	ダ	右	1700	曇	良	11:15	4歳未勝利		1989-6-18	1	札幌	4	4歳未勝利	(混)(馬齢)	7	210	1	7	170	3	9	490	6	6-7	1850	9																							6.9 - 10.9 - 11.7 - 12.1 - 12.6 - 12.8 - 13.4 - 13.6 - 13.4	6.9 - 17.8 - 29.5 - 41.6 - 54.2 - 67.0 - 80.4 - 94.0 - 107.4 (6.9-6.9)	6.0	630	7.0
198901010403	ダ	右	1000	曇	良	11:45	3歳新馬		1989-6-18	1	札幌	4	3歳新馬	(馬齢)	3	450	3	3	190	3	1	130	2	1-3	650	3																							12.8 - 11.3 - 11.9 - 12.3 - 12.4	12.8 - 24.1 - 36.0 - 48.3 - 60.7 (12.8-12.8)	9.0	230	4.0
198901010404	ダ	右	1000	曇	良	12:45	3歳新馬		1989-6-18	1	札幌	4	3歳新馬	牝(馬齢)	3	3180	11	3	740	10	6	200	2	3-5	5460	21																							12.6 - 11.1 - 12.1 - 12.4 - 12.5	12.6 - 23.7 - 35.8 - 48.2 - 60.7 (12.6-12.6)	1.0	500	8.0
198901010405	ダ	右	1000	曇	良	13:15	4歳未勝利		1989-6-18	1	札幌	4	4歳未勝利	(馬齢)	7	280	2	7	150	2	3	270	5	3-6	1340	6																							12.4 - 10.8 - 11.9 - 12.6 - 12.9	12.4 - 23.2 - 35.1 - 47.7 - 60.6 (12.4-12.4)	10.0	470	7.0
198901010406	ダ	右	1700	曇	良	13:50	4歳以上400万下		1989-6-18	1	札幌	4	4歳以上400万下	(別定)	1	1660	6	1	240	4	5	190	3	1-5	3680	12																							6.9 - 10.9 - 11.3 - 12.2 - 12.2 - 12.8 - 13.4 - 13.4 - 12.9	6.9 - 17.8 - 29.1 - 41.3 - 53.5 - 66.3 - 79.7 - 93.1 - 106.0 (6.9-6.9)	2.0	110	1.0
198901010407	ダ	右	1700	曇	良	14:25	手稲山特別 		1989-6-18	1	札幌	4	4歳以上400万下	(別定)	7	340	1	7	180	1	2	510	10	2-6	5250	16																							7.1 - 10.9 - 12.0 - 12.5 - 12.6 - 12.4 - 12.6 - 12.6 - 12.6	7.1 - 18.0 - 30.0 - 42.5 - 55.1 - 67.5 - 80.1 - 92.7 - 105.3 (7.1-7.1)	4.0	280	6.0
198901010408	ダ	右	1700	小雨	良	15:00	UHB賞 		1989-6-18	1	札幌	4	4歳以上900万下	(別定)	8	680	2	8	250	3	7	410	6	6-6	3470	12																							6.9 - 10.7 - 11.7 - 12.3 - 12.0 - 12.1 - 12.7 - 13.0 - 12.7	6.9 - 17.6 - 29.3 - 41.6 - 53.6 - 65.7 - 78.4 - 91.4 - 104.1 (6.9-6.9)	4.0	360	5.0
198901010409	ダ	右	1700	曇	良	15:35	エルムステークス 		1989-6-18	1	札幌	4	4歳以上1400万下	(混)(別定)	8	200	1	8	120	1	2	140	2	2-6	350	1																							7.1 - 10.8 - 11.6 - 12.3 - 12.3 - 12.3 - 12.5 - 12.4 - 12.3	7.1 - 17.9 - 29.5 - 41.8 - 54.1 - 66.4 - 78.9 - 91.3 - 103.6 (7.1-7.1)	12.0	520	11.0
198901010501	ダ	右	1700	晴	良	10:45	4歳未勝利		1989-6-24	1	札幌	5	4歳未勝利	(馬齢)	1	490	3	1	210	3	10	140	2	1-7	630	2																							7.1 - 10.8 - 12.2 - 12.7 - 12.7 - 13.2 - 12.9 - 12.9 - 12.8	7.1 - 17.9 - 30.1 - 42.8 - 55.5 - 68.7 - 81.6 - 94.5 - 107.3 (7.1-7.1)	2.0	810	9.0
198901010502	ダ	右	1000	晴	良	11:15	3歳新馬		1989-6-24	1	札幌	5	3歳新馬	(馬齢)	3	200	1	3	110	1	5	160	4	3-5	740	4																							12.6 - 11.3 - 11.7 - 12.2 - 12.5	12.6 - 23.9 - 35.6 - 47.8 - 60.3 (12.6-12.6)	1.0	140	3.0
198901010503	ダ	右	1700	晴	良	11:45	4歳未勝利		1989-6-24	1	札幌	5	4歳未勝利	(馬齢)	8	400	2	8	150	2	10	350	8	6-7	1320	6																							6.9 - 11.1 - 12.2 - 12.7 - 12.5 - 12.4 - 12.9 - 13.0 - 13.2	6.9 - 18.0 - 30.2 - 42.9 - 55.4 - 67.8 - 80.7 - 93.7 - 106.9 (6.9-6.9)	3.0	170	3.0
198901010504	ダ	右	1000	晴	良	12:45	4歳未勝利		1989-6-24	1	札幌	5	4歳未勝利	(馬齢)	6	450	2	6	140	2	5	120	1	5-5	460	1																							12.7 - 11.2 - 11.5 - 12.0 - 12.3	12.7 - 23.9 - 35.4 - 47.4 - 59.7 (12.7-12.7)	9.0	400	7.0
198901010505	ダ	右	1000	晴	良	13:15	4歳以上400万下		1989-6-24	1	札幌	5	4歳以上400万下	(混)(別定)	6	240	1	6	150	2	8	170	3	6-7	650	2																							12.5 - 11.6 - 11.8 - 11.5 - 11.2	12.5 - 24.1 - 35.9 - 47.4 - 58.6 (12.5-12.5)	9.0	220	4.0
198901010506	ダ	右	1700	晴	良	13:50	4歳以上400万下		1989-6-24	1	札幌	5	4歳以上400万下	(父)(別定)	4	2310	8	4	480	8	8	160	2	4-6	5080	17																							6.8 - 10.8 - 11.3 - 12.2 - 12.7 - 12.5 - 12.8 - 13.1 - 12.8	6.8 - 17.6 - 28.9 - 41.1 - 53.8 - 66.3 - 79.1 - 92.2 - 105.0 (6.8-6.8)	3.0	150	1.0
198901010507	ダ	右	1000	晴	良	14:25	札幌アラブステークス 		1989-6-24	1	札幌	5	4歳以上オープン	[抽](別定)	3	120	1	3	100	1	4	130	2	3-4	350	2																							12.5 - 11.2 - 11.7 - 11.9 - 12.1	12.5 - 23.7 - 35.4 - 47.3 - 59.4 (12.5-12.5)	2.0	130	3.0
198901010508	ダ	右	1700	晴	良	15:00	羊ケ丘特別 		1989-6-24	1	札幌	5	4歳以上400万下	牝(別定)	1	320	2	1	120	1	10	140	2	1-8	370	1																							6.9 - 11.0 - 12.3 - 12.8 - 12.2 - 12.5 - 12.7 - 12.4 - 12.0	6.9 - 17.9 - 30.2 - 43.0 - 55.2 - 67.7 - 80.4 - 92.8 - 104.8 (6.9-6.9)	3.0	270	6.0
198901010601	ダ	右	1700	曇	良	11:15	4歳以上700万下		1989-6-25	1	札幌	6	4歳以上700万下	[抽](別定)	10	160	1	10	110	1	2	140	3	2-7	300	1																							7.1 - 11.2 - 11.9 - 12.2 - 12.4 - 13.2 - 13.3 - 13.0 - 13.1	7.1 - 18.3 - 30.2 - 42.4 - 54.8 - 68.0 - 81.3 - 94.3 - 107.4 (7.1-7.1)	5.0	190	4.0
198901010602	ダ	右	1700	曇	良	11:45	4歳未勝利		1989-6-25	1	札幌	6	4歳未勝利	(父)(馬齢)	10	370	1	10	160	2	8	190	5	6-7	1340	8																							7.0 - 11.1 - 11.6 - 12.9 - 12.9 - 12.4 - 12.8 - 12.9 - 12.4	7.0 - 18.1 - 29.7 - 42.6 - 55.5 - 67.9 - 80.7 - 93.6 - 106.0 (7.0-7.0)	11.0	150	1.0
198901010603	ダ	右	1000	小雨	稍重	12:45	4歳未勝利		1989-6-25	1	札幌	6	4歳未勝利	(馬齢)	10	4160	8	10	820	8	7	170	2	6-8	1340	7																							12.7 - 11.2 - 12.0 - 12.3 - 12.1	12.7 - 23.9 - 35.9 - 48.2 - 60.3 (12.7-12.7)	11.0	150	1.0
198901010604	ダ	右	1700	小雨	稍重	13:15	4歳未勝利		1989-6-25	1	札幌	6	4歳未勝利	(馬齢)	3	210	1	3	110	1	5	110	2	3-5	350	1																							7.1 - 11.0 - 11.7 - 12.3 - 12.6 - 13.0 - 12.9 - 12.9 - 13.0	7.1 - 18.1 - 29.8 - 42.1 - 54.7 - 67.7 - 80.6 - 93.5 - 106.5 (7.1-7.1)	7.0	140	3.0
198901010605	ダ	右	1000	曇	稍重	13:50	4歳以上400万下		1989-6-25	1	札幌	6	4歳以上400万下	(別定)	3	180	1	3	110	1	2	210	4	2-3	760	3																							12.7 - 11.2 - 12.0 - 11.8 - 11.9	12.7 - 23.9 - 35.9 - 47.7 - 59.6 (12.7-12.7)	1.0	690	8.0
198901010606	ダ	右	1700	曇	稍重	14:25	十勝岳特別 		1989-6-25	1	札幌	6	4歳以上400万下	(別定)	2	290	1	2	160	4	4	110	1	2-4	590	1																							7.1 - 10.8 - 11.8 - 12.4 - 12.6 - 12.6 - 12.6 - 12.2 - 12.1	7.1 - 17.9 - 29.7 - 42.1 - 54.7 - 67.3 - 79.9 - 92.1 - 104.2 (7.1-7.1)	1.0	200	5.0
198901010607	ダ	右	1700	曇	稍重	15:00	道新スポーツ賞 		1989-6-25	1	札幌	6	4歳以上900万下	(ハンデ)	6	350	3	6	180	3	3	130	1	3-6	450	2																							6.7 - 10.8 - 11.4 - 12.4 - 12.9 - 12.9 - 12.6 - 12.5 - 12.4	6.7 - 17.5 - 28.9 - 41.3 - 54.2 - 67.1 - 79.7 - 92.2 - 104.6 (6.7-6.7)			
198901010701	ダ	右	1700	晴	良	10:45	4歳未勝利		1989-7-1	1	札幌	7	4歳未勝利	(馬齢)	3	640	3	3	230	3	1	230	4	1-3	2030	9																							6.9 - 11.1 - 12.0 - 12.5 - 12.8 - 12.6 - 12.8 - 13.4 - 12.5	6.9 - 18.0 - 30.0 - 42.5 - 55.3 - 67.9 - 80.7 - 94.1 - 106.6 (6.9-6.9)	4.0	250	5.0
198901010702	ダ	右	1000	晴	良	11:15	3歳新馬		1989-7-1	1	札幌	7	3歳新馬	(混)(馬齢)	5	100	1	5	100	1	4	120	2	4-5	240	1																							12.8 - 11.2 - 11.9 - 12.0 - 11.9	12.8 - 24.0 - 35.9 - 47.9 - 59.8 (12.8-12.8)			
198901010703	ダ	右	1700	晴	良	11:45	4歳未勝利		1989-7-1	1	札幌	7	4歳未勝利	(馬齢)	8	450	3	8	220	3	12	580	7	6-8	2770	12																							7.1 - 11.3 - 12.2 - 12.5 - 12.3 - 12.5 - 13.0 - 13.1 - 12.7	7.1 - 18.4 - 30.6 - 43.1 - 55.4 - 67.9 - 80.9 - 94.0 - 106.7 (7.1-7.1)	7.0	510	6.0
198901010704	ダ	右	1000	晴	良	12:45	4歳未勝利		1989-7-1	1	札幌	7	4歳未勝利	牝(馬齢)	6	690	3	6	210	3	9	130	1	5-7	500	1																							12.3 - 10.9 - 11.5 - 12.5 - 12.6	12.3 - 23.2 - 34.7 - 47.2 - 59.8 (12.3-12.3)	8.0	310	7.0
198901010705	ダ	右	2400	晴	良	13:15	4歳以上400万下		1989-7-1	1	札幌	7	4歳以上400万下	(別定)	7	470	4	7	130	2	8	150	4	7-8	1310	8																							12.9 - 11.9 - 12.1 - 12.2 - 12.5 - 12.8 - 13.3 - 12.8 - 12.8 - 13.1 - 13.1 - 13.0	12.9 - 24.8 - 36.9 - 49.1 - 61.6 - 74.4 - 87.7 - 100.5 - 113.3 - 126.4 - 139.5 - 152.5 (12.9-12.9)	1.0	120	1.0
198901010706	ダ	右	1000	晴	良	13:50	4歳以上400万下		1989-7-1	1	札幌	7	4歳以上400万下	(別定)	8	320	1	8	150	2	5	600	8	5-8	4200	15																							12.4 - 11.0 - 11.9 - 12.1 - 12.2	12.4 - 23.4 - 35.3 - 47.4 - 59.6 (12.4-12.4)	7.0	150	3.0
198901010707	ダ	右	1700	晴	良	14:25	積丹特別 		1989-7-1	1	札幌	7	4歳以上400万下	(別定)	3	210	1	3	110	1	1	130	2	1-3	460	1																							7.1 - 10.9 - 11.7 - 11.8 - 12.1 - 12.3 - 12.9 - 13.2 - 13.0	7.1 - 18.0 - 29.7 - 41.5 - 53.6 - 65.9 - 78.8 - 92.0 - 105.0 (7.1-7.1)	11.0	220	4.0
198901010708	ダ	右	1000	晴	良	15:00	苫小牧特別 		1989-7-1	1	札幌	7	4歳以上900万下	(混)(別定)	9	290	1	9	160	2	10	250	6	7-7	1500	7																							11.9 - 10.6 - 11.4 - 11.8 - 12.2	11.9 - 22.5 - 33.9 - 45.7 - 57.9 (11.9-11.9)	5.0	140	1.0
198901010709	ダ	右	1700	晴	良	15:35	HBC杯 		1989-7-1	1	札幌	7	4歳以上900万下	(ハンデ)	3	390	2	3	130	2	7	140	3	3-6	1150	4																							6.9 - 10.9 - 11.6 - 11.5 - 11.9 - 12.6 - 13.0 - 12.8 - 13.1	6.9 - 17.8 - 29.4 - 40.9 - 52.8 - 65.4 - 78.4 - 91.2 - 104.3 (6.9-6.9)	11.0	110	1.0
198901010710	ダ	右	1000	晴	良	16:10	4歳以上400万下		1989-7-1	1	札幌	7	4歳以上400万下	(別定)	2	180	1	2	100	1	3	300	6	2-3	2760	9																							12.2 - 11.0 - 11.8 - 12.1 - 12.3	12.2 - 23.2 - 35.0 - 47.1 - 59.4 (12.2-12.2)	5.0	130	2.0
198901010801	ダ	右	1700	晴	良	10:45	4歳未勝利		1989-7-2	1	札幌	8	4歳未勝利	(馬齢)	5	250	2	5	100	1	8	190	4	5-8	1900	7																							6.9 - 11.3 - 12.6 - 12.9 - 12.8 - 12.6 - 12.7 - 13.2 - 12.6	6.9 - 18.2 - 30.8 - 43.7 - 56.5 - 69.1 - 81.8 - 95.0 - 107.6 (6.9-6.9)	2.0	100	2.0
198901010802	ダ	右	1000	晴	良	11:15	3歳新馬		1989-7-2	1	札幌	8	3歳新馬	(馬齢)	8	130	1	8	100	1	3	110	2	3-8	240	1																							12.4 - 11.1 - 11.7 - 12.3 - 12.6	12.4 - 23.5 - 35.2 - 47.5 - 60.1 (12.4-12.4)	2.0	450	8.0
198901010803	ダ	右	1700	晴	良	11:45	4歳未勝利		1989-7-2	1	札幌	8	4歳未勝利	(馬齢)	5	140	1	5	100	1	8	200	4	5-8	410	2																							7.1 - 11.2 - 12.0 - 12.7 - 12.4 - 12.4 - 12.7 - 12.7 - 12.6	7.1 - 18.3 - 30.3 - 43.0 - 55.4 - 67.8 - 80.5 - 93.2 - 105.8 (7.1-7.1)	2.0	230	6.0
