waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2015101281	ロイヤルパールス	牡7	57.0	01118	宮崎	01021	池添兼		
1	2	2016110152	マリアズハート	牝6	55.0	01122	三浦	01115	菊沢		
2	3	2017106018	コパノマーキュリー	牡5	56.0	01174	岩田望	01107	村山		
2	4	2016101149	ロードアクア	牡6	57.0	01092	津村	01186	中村		
3	5	2018101878	ハコダテブショウ	牡4	56.0	01150	石川	01020	相沢		
3	6	2016104000	シャイニーブランコ	牡6	56.0	05339	ルメール	01185	小林		
4	7	2013103671	ヨシオ	牡9	57.0	01188	永野	00427	森		
4	8	2016103291	レシプロケイト	牡6	56.0	01088	川田	01046	鮫島		
5	9	2017105916	エンプティチェア	牡5	56.0	01018	和田竜	01002	音無		
5	10	2016103990	ノンライセンス	牝6	55.0	05386	戸崎圭	01092	松永幹		
6	11	2015105225	ロードエース	牡7	56.0	01162	木幡巧	01149	松下		
6	12	2017105389	ショウナンアニメ	牡5	56.0	01095	吉田隼	01130	吉村		
7	13	2016103518	アポロビビ	牡6	58.0	00733	吉田豊	01153	中舘		
7	14	2017110088	イモータルスモーク	牡5	56.0	05212	Ｍデムーロ	01132	金成		
8	15	2018105296	モントライゼ	牡4	57.0	01014	福永	01092	松永幹		
8	16	2017105282	サイクロトロン	牡5	57.0	01179	菅原明	01002	音無		
