waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019109120	コウユーキレカ	牝2	53.0	01138	藤懸	01151	斉藤崇	426	2
2	2	2019109139	カシノトムキャット	牡2	53.0	00732	幸	00431	谷	462	6
3	3	2019109116	ハナハナグスト	牝2	55.0	05525	藤井勘	05257	手島勝	490	-2
3	4	2019109114	サバイバルダンス	牝2	53.0	01165	森裕	01143	和田雄	398	-2
4	5	2019109121	シュンメキラリ	牝2	55.0	01019	秋山真	01123	牧田	476	6
4	6	2019109140	ヒノクニ	牝2	53.0	01142	長岡	01174	深山	446	12
5	7	2019109141	コウエイヨカオゴ	牝2	53.0	01126	松山	01172	新谷	420	16
5	8	2019109154	カシノプルタオルネ	牝2	53.0	01186	角田	01078	北出	414	22
6	9	2019109159	カッコヨカ	牡2	53.0	01174	岩田望	01104	笹田	430	4
6	10	2019109151	キリシマコトブキ	牝2	53.0	01147	城戸	00428	石毛	424	8
7	11	2019109148	カシノグロウ	牝2	53.0	01099	鮫島良	01041	藤沢則	472	2
7	12	2019109149	カシノコマンド	牝2	53.0	01034	酒井	01090	天間	422	2
8	13	2019109146	イールテソーロ	牝2	53.0	01157	鮫島駿	01077	加藤和	456	2
8	14	2019109134	ダイチノツバサ	牝2	55.0	01191	松本	05741	池田忠	448	-1
